r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
0	500	500	470	0	0	470	0	0	0	0	0	1	0	0	0	0
1	500	500	406	0	0	434	0	0	0	0	1	2	0	0	0	0
2	500	500	361	0	0	392	0	0	0	0	0	3	0	0	0	0
3	500	500	339	0	0	354	0	0	0	0	1	3	0	0	1	0
4	500	500	305	0	0	300	0	0	0	0	0	3	1	0	0	0
5	500	500	301	0	0	244	16	0	0	0	0	3	0	0	0	0
6	500	500	215	0	0	169	24	0	0	0	1	4	0	0	1	0
7	500	500	161	0	0	167	24	0	0	0	1	5	1	0	1	0
8	500	500	149	0	0	167	24	0	0	0	1	5	1	0	1	0
9	500	500	149	0	0	167	14	0	0	0	1	5	0	0	1	0
10	500	500	116	0	10	167	24	10	0	0	1	5	1	0	1	0
11	500	500	104	16	10	177	14	10	0	0	1	5	0	0	1	0
12	500	500	23	24	10	167	24	10	1	0	1	5	1	0	1	1
13	500	500	16	24	10	161	24	10	1	0	1	5	1	0	1	1
14	500	500	26	24	20	126	24	20	1	0	1	5	1	0	1	1
15	500	500	36	24	20	52	24	20	1	0	1	5	1	0	1	1
16	500	500	46	24	30	1	14	20	1	0	1	4	0	0	1	0
17	500	500	46	24	30	1	14	20	1	0	1	4	0	0	1	1
18	500	500	56	24	40	11	14	30	1	0	1	4	0	0	1	1
19	500	500	66	24	40	14	14	30	1	0	1	4	0	0	1	1
20	500	500	76	24	50	0	14	30	1	0	1	4	0	0	1	1
21	500	500	76	24	50	0	14	30	1	0	1	4	0	0	1	1
22	500	500	86	24	60	10	14	40	1	0	1	4	0	0	1	0
23	500	500	96	24	60	13	14	40	1	0	1	4	0	0	1	1
24	500	500	106	24	70	6	14	40	1	0	1	4	0	0	1	1
25	500	500	61	24	70	6	14	40	1	0	1	4	0	0	1	0
26	500	500	71	24	80	16	14	50	1	0	1	4	0	0	1	1
27	500	500	81	24	80	25	18	60	1	0	1	4	0	0	1	1
28	500	500	91	24	90	29	24	70	1	0	1	4	0	0	1	0
