r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
0	500	500	470	0	0	470	0	0	0	0	0	1	0	0	0	0
1	500	500	406	0	0	434	0	0	0	0	1	2	0	0	0	0
2	500	500	327	0	0	392	0	0	0	0	0	3	0	0	0	0
3	500	500	294	0	0	354	0	0	0	0	1	3	0	0	0	0
4	500	500	294	0	0	260	0	0	0	0	0	3	0	0	0	0
5	500	500	304	0	10	203	16	0	0	0	0	3	0	0	0	0
6	500	500	217	0	10	120	24	0	0	0	0	4	1	0	0	0
7	500	500	142	16	10	130	24	0	0	0	0	5	1	0	0	0
8	500	500	142	16	10	118	24	0	0	0	0	5	1	0	0	0
9	500	500	140	16	20	128	24	10	0	0	0	5	1	0	0	0
10	500	500	140	16	20	138	24	20	0	0	0	5	0	0	0	0
11	500	500	160	16	30	102	24	20	0	0	0	5	1	0	0	0
12	500	500	154	16	30	33	24	30	0	0	0	5	1	0	0	0
13	500	500	164	16	40	33	24	30	0	0	0	5	0	0	0	0
14	500	500	164	16	40	36	24	40	0	0	0	5	1	0	0	0
15	500	500	184	16	50	39	24	40	0	0	0	5	1	0	0	0
16	500	500	112	16	50	49	24	50	0	0	0	6	1	0	0	0
17	500	500	122	16	60	42	24	50	0	0	0	6	0	0	0	0
18	500	500	75	16	60	52	24	60	0	0	1	6	0	0	1	0
19	500	500	87	24	70	55	24	60	0	0	1	6	0	0	1	0
20	500	500	13	24	70	65	24	70	1	0	1	6	0	0	1	1
21	500	500	23	24	80	51	24	70	1	0	1	6	1	0	1	1
22	500	500	23	24	80	61	24	80	1	0	1	6	1	0	1	1
23	500	500	43	24	90	56	24	80	1	0	1	6	0	0	1	1
24	500	500	43	24	90	66	14	90	1	0	1	6	1	0	1	0
25	500	500	53	24	100	48	24	90	1	0	1	6	0	0	1	1
26	500	500	53	24	100	58	14	100	1	0	1	6	1	0	1	0
27	500	500	73	14	110	58	24	100	1	0	1	6	0	0	1	0
28	500	500	63	24	110	68	14	110	1	0	1	5	0	0	1	0
