r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
0	500	500	470	0	0	470	0	0	0	0	0	1	0	0	0	0
1	500	500	406	0	0	434	0	0	0	0	1	2	0	0	0	0
2	500	500	361	0	0	392	0	0	0	0	0	3	0	0	0	0
3	500	500	339	0	0	354	0	0	0	0	1	3	0	0	1	0
4	500	500	339	0	0	300	0	0	0	0	0	3	1	0	0	0
5	500	500	335	0	0	284	16	0	0	0	0	3	1	0	0	0
6	500	500	246	0	0	276	24	0	0	0	0	4	1	0	0	0
7	500	500	194	0	0	185	24	0	0	0	0	5	0	0	0	0
8	500	500	126	0	0	179	14	0	0	0	0	6	1	0	0	0
9	500	500	74	0	0	78	24	0	0	0	0	6	1	0	0	0
10	500	500	44	16	0	57	14	0	0	0	0	6	1	0	0	0
11	500	500	56	24	10	57	24	0	0	0	0	6	0	0	0	1
12	500	500	42	24	10	36	24	0	0	0	0	6	0	0	0	1
13	500	500	42	24	10	20	24	0	0	0	0	6	0	0	0	1
14	500	500	42	24	10	18	24	0	0	0	0	6	0	0	0	1
15	500	500	62	24	20	19	24	0	0	0	0	6	0	0	0	1
16	500	500	15	24	20	29	24	10	0	1	0	6	0	0	0	1
17	500	500	15	20	20	32	24	20	0	1	0	6	0	0	0	1
18	500	500	15	16	20	32	24	20	0	1	0	6	0	0	0	1
19	500	500	35	16	30	52	24	30	0	1	0	6	0	0	0	1
20	500	500	27	20	30	52	24	30	0	1	0	6	0	0	0	0
21	500	500	23	20	30	55	24	40	0	1	0	6	1	0	0	1
22	500	500	12	20	30	48	24	40	0	1	0	6	1	0	0	1
23	500	500	32	16	40	68	24	50	0	1	0	6	1	0	0	0
24	500	500	17	20	40	19	24	50	0	1	0	6	1	0	0	1
25	500	500	13	20	40	22	24	60	0	1	0	6	1	0	0	1
26	500	500	13	16	40	15	24	60	0	1	0	6	2	0	0	1
27	500	500	31	12	50	28	24	70	0	1	0	6	2	0	0	0
28	500	500	17	20	50	21	24	70	0	1	0	6	2	0	0	1
