tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v528_atoll_s1_A	atoll	1	A	v528	US	_v528eco	Core destroyed	167	0	530	40
parent_atoll_s1_A	atoll	1	A	parent	US	parent_arm	Core destroyed	292	0	1040	210
flagoff_atoll_s1_A	atoll	1	A	flagoff	OPP	_v488beltbreak2	Core destroyed	373	0	230	230
v528_atoll_s1_B	atoll	1	B	v528	US	_v528eco	Core destroyed	525	0	430	850
parent_atoll_s1_B	atoll	1	B	parent	US	parent_arm	Core destroyed	913	0	4520	2310
flagoff_atoll_s1_B	atoll	1	B	flagoff	OPP	_v488beltbreak2	Core destroyed	208	0	360	1010
v528_atoll_s2_A	atoll	2	A	v528	OPP	_v488beltbreak2	Core destroyed	215	0	230	1630
parent_atoll_s2_A	atoll	2	A	parent	OPP	_v488beltbreak2	Core destroyed	229	0	280	1470
flagoff_atoll_s2_A	atoll	2	A	flagoff	OPP	_v488beltbreak2	Core destroyed	707	0	430	1920
v528_atoll_s2_B	atoll	2	B	v528	US	_v528eco	Core destroyed	525	0	430	850
parent_atoll_s2_B	atoll	2	B	parent	US	parent_arm	Core destroyed	645	0	310	1650
flagoff_atoll_s2_B	atoll	2	B	flagoff	US	flagoff_arm	Core destroyed	249	0	2020	660
v528_drakkarfjord_s1_A	drakkarfjord	1	A	v528	US	_v528eco	Core destroyed	566	0	5880	1480
parent_drakkarfjord_s1_A	drakkarfjord	1	A	parent	US	parent_arm	Core destroyed	88	0	280	0
flagoff_drakkarfjord_s1_A	drakkarfjord	1	A	flagoff	OPP	_v488beltbreak2	Core destroyed	422	0	1990	3410
v528_drakkarfjord_s1_B	drakkarfjord	1	B	v528	US	_v528eco	Core destroyed	101	0	280	0
parent_drakkarfjord_s1_B	drakkarfjord	1	B	parent	US	parent_arm	Core destroyed	284	0	1450	0
flagoff_drakkarfjord_s1_B	drakkarfjord	1	B	flagoff	US	flagoff_arm	Core destroyed	249	0	2720	0
v528_drakkarfjord_s2_A	drakkarfjord	2	A	v528	US	_v528eco	Core destroyed	115	0	340	0
parent_drakkarfjord_s2_A	drakkarfjord	2	A	parent	US	parent_arm	Core destroyed	101	0	340	0
flagoff_drakkarfjord_s2_A	drakkarfjord	2	A	flagoff	US	flagoff_arm	Core destroyed	99	0	390	0
v528_drakkarfjord_s2_B	drakkarfjord	2	B	v528	US	_v528eco	Core destroyed	453	0	400	0
parent_drakkarfjord_s2_B	drakkarfjord	2	B	parent	US	parent_arm	Titanium collected (tiebreak)	1000	0	330	0
flagoff_drakkarfjord_s2_B	drakkarfjord	2	B	flagoff	US	flagoff_arm	Core destroyed	383	0	800	0
v528_glacierkeep_s1_A	glacierkeep	1	A	v528	US	_v528eco	Core destroyed	143	0	590	0
parent_glacierkeep_s1_A	glacierkeep	1	A	parent	US	parent_arm	Titanium collected (tiebreak)	1000	0	6070	0
flagoff_glacierkeep_s1_A	glacierkeep	1	A	flagoff	US	flagoff_arm	Core destroyed	162	0	350	130
v528_glacierkeep_s1_B	glacierkeep	1	B	v528	OPP	_v488beltbreak2	Core destroyed	685	0	150	0
parent_glacierkeep_s1_B	glacierkeep	1	B	parent	US	parent_arm	Core destroyed	445	0	0	0
flagoff_glacierkeep_s1_B	glacierkeep	1	B	flagoff	US	flagoff_arm	Core destroyed	217	0	20	0
v528_glacierkeep_s2_A	glacierkeep	2	A	v528	US	_v528eco	Core destroyed	115	0	350	0
parent_glacierkeep_s2_A	glacierkeep	2	A	parent	US	parent_arm	Core destroyed	177	0	670	0
flagoff_glacierkeep_s2_A	glacierkeep	2	A	flagoff	US	flagoff_arm	Core destroyed	177	0	320	0
v528_glacierkeep_s2_B	glacierkeep	2	B	v528	US	_v528eco	Core destroyed	277	0	0	0
parent_glacierkeep_s2_B	glacierkeep	2	B	parent	US	parent_arm	Titanium collected (tiebreak)	1000	0	40	0
flagoff_glacierkeep_s2_B	glacierkeep	2	B	flagoff	US	flagoff_arm	Harvesters (tiebreak)	1000	0	0	0
v528_nordkap_s1_A	nordkap	1	A	v528	OPP	_v488beltbreak2	Core destroyed	284	0	280	1980
parent_nordkap_s1_A	nordkap	1	A	parent	US	parent_arm	Core destroyed	104	0	460	60
flagoff_nordkap_s1_A	nordkap	1	A	flagoff	US	flagoff_arm	Core destroyed	798	0	4480	70
v528_nordkap_s1_B	nordkap	1	B	v528	US	_v528eco	Core destroyed	113	0	190	10
parent_nordkap_s1_B	nordkap	1	B	parent	OPP	_v488beltbreak2	Core destroyed	309	0	90	60
flagoff_nordkap_s1_B	nordkap	1	B	flagoff	OPP	_v488beltbreak2	Core destroyed	142	0	160	1000
v528_nordkap_s2_A	nordkap	2	A	v528	US	_v528eco	Core destroyed	182	0	430	110
parent_nordkap_s2_A	nordkap	2	A	parent	US	parent_arm	Titanium collected (tiebreak)	1000	0	70	60
flagoff_nordkap_s2_A	nordkap	2	A	flagoff	US	flagoff_arm	Core destroyed	186	0	830	70
v528_nordkap_s2_B	nordkap	2	B	v528	US	_v528eco	Core destroyed	620	0	90	260
parent_nordkap_s2_B	nordkap	2	B	parent	US	parent_arm	Core destroyed	186	0	380	10
flagoff_nordkap_s2_B	nordkap	2	B	flagoff	OPP	_v488beltbreak2	Core destroyed	208	0	140	990
v528_yulerune_s1_A	yulerune	1	A	v528	US	_v528eco	Core destroyed	344	0	860	40
parent_yulerune_s1_A	yulerune	1	A	parent	US	parent_arm	Core destroyed	88	0	230	0
flagoff_yulerune_s1_A	yulerune	1	A	flagoff	US	flagoff_arm	Core destroyed	88	0	220	0
v528_yulerune_s1_B	yulerune	1	B	v528	US	_v528eco	Core destroyed	94	0	360	0
parent_yulerune_s1_B	yulerune	1	B	parent	US	parent_arm	Core destroyed	145	0	430	0
flagoff_yulerune_s1_B	yulerune	1	B	flagoff	US	flagoff_arm	Core destroyed	160	0	500	0
v528_yulerune_s2_A	yulerune	2	A	v528	US	_v528eco	Titanium collected (tiebreak)	1000	0	250	0
parent_yulerune_s2_A	yulerune	2	A	parent	US	parent_arm	Core destroyed	88	0	240	0
flagoff_yulerune_s2_A	yulerune	2	A	flagoff	US	flagoff_arm	Core destroyed	189	0	250	0
v528_yulerune_s2_B	yulerune	2	B	v528	US	_v528eco	Core destroyed	121	0	210	50
parent_yulerune_s2_B	yulerune	2	B	parent	US	parent_arm	Core destroyed	127	0	410	0
flagoff_yulerune_s2_B	yulerune	2	B	flagoff	US	flagoff_arm	Core destroyed	88	0	230	0
v528_antler_s1_A	antler	1	A	v528	US	_v528eco	Core destroyed	235	0	2530	580
parent_antler_s1_A	antler	1	A	parent	US	parent_arm	Core destroyed	244	0	1290	340
flagoff_antler_s1_A	antler	1	A	flagoff	US	flagoff_arm	Core destroyed	177	0	1190	670
v528_antler_s1_B	antler	1	B	v528	US	_v528eco	Core destroyed	529	0	200	80
parent_antler_s1_B	antler	1	B	parent	US	parent_arm	Core destroyed	230	0	1850	90
flagoff_antler_s1_B	antler	1	B	flagoff	US	flagoff_arm	Core destroyed	141	0	350	220
v528_antler_s2_A	antler	2	A	v528	OPP	_v488beltbreak2	Core destroyed	155	0	590	1050
parent_antler_s2_A	antler	2	A	parent	OPP	_v488beltbreak2	Core destroyed	270	0	1500	1320
flagoff_antler_s2_A	antler	2	A	flagoff	US	flagoff_arm	Core destroyed	199	0	950	500
v528_antler_s2_B	antler	2	B	v528	US	_v528eco	Core destroyed	179	0	1020	0
parent_antler_s2_B	antler	2	B	parent	US	parent_arm	Core destroyed	213	0	1040	150
flagoff_antler_s2_B	antler	2	B	flagoff	OPP	_v488beltbreak2	Core destroyed	230	0	1660	1000
v528_fjordgate_s1_A	fjordgate	1	A	v528	OPP	_v488beltbreak2	Core destroyed	195	0	700	920
parent_fjordgate_s1_A	fjordgate	1	A	parent	US	parent_arm	Core destroyed	193	0	810	90
flagoff_fjordgate_s1_A	fjordgate	1	A	flagoff	US	flagoff_arm	Core destroyed	159	0	820	260
v528_fjordgate_s1_B	fjordgate	1	B	v528	US	_v528eco	Core destroyed	189	0	1230	0
parent_fjordgate_s1_B	fjordgate	1	B	parent	OPP	_v488beltbreak2	Core destroyed	345	0	70	540
flagoff_fjordgate_s1_B	fjordgate	1	B	flagoff	US	flagoff_arm	Core destroyed	250	0	720	390
v528_fjordgate_s2_A	fjordgate	2	A	v528	US	_v528eco	Core destroyed	290	0	1360	630
parent_fjordgate_s2_A	fjordgate	2	A	parent	OPP	_v488beltbreak2	Core destroyed	115	0	320	720
flagoff_fjordgate_s2_A	fjordgate	2	A	flagoff	OPP	_v488beltbreak2	Core destroyed	98	0	440	360
v528_fjordgate_s2_B	fjordgate	2	B	v528	US	_v528eco	Core destroyed	411	0	4330	0
parent_fjordgate_s2_B	fjordgate	2	B	parent	US	parent_arm	Core destroyed	226	0	640	0
flagoff_fjordgate_s2_B	fjordgate	2	B	flagoff	US	flagoff_arm	Core destroyed	208	0	1350	0
v528_midgard_s1_A	midgard	1	A	v528	OPP	_v488beltbreak2	Core destroyed	489	0	740	710
parent_midgard_s1_A	midgard	1	A	parent	US	parent_arm	Core destroyed	341	0	550	750
flagoff_midgard_s1_A	midgard	1	A	flagoff	US	flagoff_arm	Core destroyed	196	0	1420	820
v528_midgard_s1_B	midgard	1	B	v528	US	_v528eco	Core destroyed	425	0	820	950
parent_midgard_s1_B	midgard	1	B	parent	US	parent_arm	Core destroyed	454	0	920	620
flagoff_midgard_s1_B	midgard	1	B	flagoff	US	flagoff_arm	Core destroyed	343	0	1010	740
v528_midgard_s2_A	midgard	2	A	v528	OPP	_v488beltbreak2	Core destroyed	156	0	740	1160
parent_midgard_s2_A	midgard	2	A	parent	US	parent_arm	Core destroyed	253	0	1030	630
flagoff_midgard_s2_A	midgard	2	A	flagoff	OPP	_v488beltbreak2	Core destroyed	312	0	770	1930
v528_midgard_s2_B	midgard	2	B	v528	US	_v528eco	Titanium collected (tiebreak)	313	0	890	530
parent_midgard_s2_B	midgard	2	B	parent	OPP	_v488beltbreak2	Core destroyed	493	0	1460	940
flagoff_midgard_s2_B	midgard	2	B	flagoff	US	flagoff_arm	Titanium collected (tiebreak)	1000	0	1130	500
v528_atoll_s3_A	atoll	3	A	v528	OPP	_v488beltbreak2	Core destroyed	755	0	3740	6520
parent_atoll_s3_A	atoll	3	A	parent	OPP	_v488beltbreak2	Core destroyed	302	0	890	1920
flagoff_atoll_s3_A	atoll	3	A	flagoff	OPP	_v488beltbreak2	Core destroyed	342	0	960	1680
v528_atoll_s3_B	atoll	3	B	v528	US	_v528eco	Titanium collected (tiebreak)	1000	0	5540	4750
parent_atoll_s3_B	atoll	3	B	parent	OPP	_v488beltbreak2	Core destroyed	241	0	350	2590
flagoff_atoll_s3_B	atoll	3	B	flagoff	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	5920	6110
v528_atoll_s4_A	atoll	4	A	v528	US	_v528eco	Core destroyed	117	0	400	60
parent_atoll_s4_A	atoll	4	A	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	4970	7410
flagoff_atoll_s4_A	atoll	4	A	flagoff	OPP	_v488beltbreak2	Core destroyed	157	0	220	980
v528_atoll_s4_B	atoll	4	B	v528	US	_v528eco	Core destroyed	176	0	840	280
parent_atoll_s4_B	atoll	4	B	parent	OPP	_v488beltbreak2	Core destroyed	217	0	250	590
flagoff_atoll_s4_B	atoll	4	B	flagoff	US	flagoff_arm	Core destroyed	142	0	680	430
v528_drakkarfjord_s3_A	drakkarfjord	3	A	v528	US	_v528eco	Core destroyed	105	0	380	0
parent_drakkarfjord_s3_A	drakkarfjord	3	A	parent	US	parent_arm	Core destroyed	90	0	280	0
flagoff_drakkarfjord_s3_A	drakkarfjord	3	A	flagoff	US	flagoff_arm	Titanium collected (tiebreak)	1000	0	300	0
v528_drakkarfjord_s3_B	drakkarfjord	3	B	v528	US	_v528eco	Core destroyed	279	0	1870	0
parent_drakkarfjord_s3_B	drakkarfjord	3	B	parent	US	parent_arm	Core destroyed	125	0	360	0
flagoff_drakkarfjord_s3_B	drakkarfjord	3	B	flagoff	US	flagoff_arm	Core destroyed	98	0	320	0
v528_drakkarfjord_s4_A	drakkarfjord	4	A	v528	US	_v528eco	Core destroyed	91	0	260	0
parent_drakkarfjord_s4_A	drakkarfjord	4	A	parent	US	parent_arm	Core destroyed	145	0	620	90
flagoff_drakkarfjord_s4_A	drakkarfjord	4	A	flagoff	OPP	_v488beltbreak2	Core destroyed	338	0	350	1760
v528_drakkarfjord_s4_B	drakkarfjord	4	B	v528	US	_v528eco	Core destroyed	101	0	280	0
parent_drakkarfjord_s4_B	drakkarfjord	4	B	parent	US	parent_arm	Core destroyed	600	0	1550	0
flagoff_drakkarfjord_s4_B	drakkarfjord	4	B	flagoff	US	flagoff_arm	Core destroyed	101	0	280	0
v528_glacierkeep_s3_A	glacierkeep	3	A	v528	US	_v528eco	Core destroyed	171	0	730	150
parent_glacierkeep_s3_A	glacierkeep	3	A	parent	US	parent_arm	Core destroyed	124	0	260	0
flagoff_glacierkeep_s3_A	glacierkeep	3	A	flagoff	US	flagoff_arm	Core destroyed	182	0	440	0
v528_glacierkeep_s3_B	glacierkeep	3	B	v528	OPP	_v488beltbreak2	Core destroyed	261	0	0	0
parent_glacierkeep_s3_B	glacierkeep	3	B	parent	US	parent_arm	Core destroyed	225	0	0	0
flagoff_glacierkeep_s3_B	glacierkeep	3	B	flagoff	US	flagoff_arm	Core destroyed	123	0	320	0
v528_glacierkeep_s4_A	glacierkeep	4	A	v528	US	_v528eco	Core destroyed	235	0	540	0
parent_glacierkeep_s4_A	glacierkeep	4	A	parent	US	parent_arm	Core destroyed	126	0	330	0
flagoff_glacierkeep_s4_A	glacierkeep	4	A	flagoff	US	flagoff_arm	Core destroyed	177	0	320	0
v528_glacierkeep_s4_B	glacierkeep	4	B	v528	US	_v528eco	Core destroyed	197	0	420	0
parent_glacierkeep_s4_B	glacierkeep	4	B	parent	US	parent_arm	Core destroyed	217	0	20	0
flagoff_glacierkeep_s4_B	glacierkeep	4	B	flagoff	US	flagoff_arm	Core destroyed	261	0	0	0
v528_nordkap_s3_A	nordkap	3	A	v528	US	_v528eco	Core destroyed	268	0	920	100
parent_nordkap_s3_A	nordkap	3	A	parent	US	parent_arm	Core destroyed	297	0	170	100
flagoff_nordkap_s3_A	nordkap	3	A	flagoff	OPP	_v488beltbreak2	Harvesters (tiebreak)	1000	0	110	110
v528_nordkap_s3_B	nordkap	3	B	v528	US	_v528eco	Core destroyed	535	0	870	440
parent_nordkap_s3_B	nordkap	3	B	parent	OPP	_v488beltbreak2	Core destroyed	176	0	180	470
flagoff_nordkap_s3_B	nordkap	3	B	flagoff	OPP	_v488beltbreak2	Core destroyed	308	0	1220	5000
v528_nordkap_s4_A	nordkap	4	A	v528	US	_v528eco	Core destroyed	233	0	1490	70
parent_nordkap_s4_A	nordkap	4	A	parent	US	parent_arm	Core destroyed	150	0	350	140
flagoff_nordkap_s4_A	nordkap	4	A	flagoff	OPP	_v488beltbreak2	Core destroyed	428	0	2260	6160
v528_nordkap_s4_B	nordkap	4	B	v528	US	_v528eco	Core destroyed	290	0	160	50
parent_nordkap_s4_B	nordkap	4	B	parent	US	parent_arm	Core destroyed	168	0	400	630
flagoff_nordkap_s4_B	nordkap	4	B	flagoff	US	flagoff_arm	Titanium collected (tiebreak)	1000	0	2480	290
v528_yulerune_s3_A	yulerune	3	A	v528	US	_v528eco	Core destroyed	88	0	250	0
parent_yulerune_s3_A	yulerune	3	A	parent	US	parent_arm	Core destroyed	113	0	340	0
