tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
glacierkeep_s2_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s2_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s2_B	99	12	3	RING	69	-1	930	1	6.5	558.5	999
glacierkeep_s3_A	7	14	5	HOME	1	2	1	0	462.5	6.5	181
glacierkeep_s3_A	11	15	11	HOP	3	4	1	0	240.5	72.5	181
glacierkeep_s3_A	13	16	17	HOP	5	6	1	0	92.5	212.5	181
glacierkeep_s3_A	14	15	23	HOP	8	9	1	0	12.5	420.5	181
glacierkeep_s3_B	7	14	24	HOME	1	2	1	0	462.5	6.5	192
glacierkeep_s3_B	11	15	18	HOP	3	4	1	0	240.5	72.5	192
glacierkeep_s3_B	13	16	12	HOP	5	6	1	0	92.5	212.5	192
glacierkeep_s3_B	14	16	6	HOP	7	8	1	0	14.5	422.5	192
glacierkeep_s4_A	7	14	5	HOME	1	2	1	0	462.5	6.5	261
glacierkeep_s4_A	11	15	11	HOP	3	4	1	0	240.5	72.5	261
glacierkeep_s4_A	13	16	17	HOP	5	6	1	0	92.5	212.5	261
glacierkeep_s4_A	14	15	23	HOP	8	9	1	0	12.5	420.5	261
glacierkeep_s4_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s4_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s4_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s4_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s5_A	7	14	5	HOME	1	2	1	0	462.5	6.5	116
glacierkeep_s5_A	11	15	11	HOP	3	4	1	0	240.5	72.5	116
glacierkeep_s5_A	13	16	17	HOP	5	6	1	0	92.5	212.5	116
glacierkeep_s5_A	14	16	23	HOP	7	8	1	0	14.5	422.5	116
glacierkeep_s5_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s5_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s5_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s5_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s6_A	7	14	5	HOME	1	2	1	0	462.5	6.5	154
glacierkeep_s6_A	11	15	11	HOP	3	4	1	0	240.5	72.5	154
glacierkeep_s6_A	13	16	17	HOP	5	6	1	0	92.5	212.5	154
glacierkeep_s6_A	14	17	23	HOP	8	9	1	0	18.5	426.5	154
glacierkeep_s6_B	7	14	24	HOME	1	2	1	0	462.5	6.5	464
glacierkeep_s6_B	11	15	18	HOP	3	4	1	0	240.5	72.5	464
glacierkeep_s6_B	13	16	12	HOP	5	6	1	0	92.5	212.5	464
glacierkeep_s6_B	14	16	6	HOP	7	8	1	0	14.5	422.5	464
midgard_s1_A	7	3	5	HOME	1	2	1	0	1014.5	6.5	156
midgard_s1_A	11	8	8	HOP	3	4	1	0	684.5	60.5	156
midgard_s1_A	15	12	12	HOP	5	6	1	0	420.5	180.5	156
midgard_s1_A	19	16	16	HOP	7	8	1	0	220.5	364.5	156
midgard_s1_A	25	20	20	HOP	9	10	1	0	84.5	612.5	156
midgard_s1_A	29	24	24	HOP	11	-1	145	1	12.5	924.5	156
midgard_s1_A	36	24	26	RING	14	16	2	0	6.5	1014.5	156
midgard_s1_A	56	24	26	RING	23	25	2	0	6.5	1014.5	156
midgard_s1_A	116	28	25	RING	47	-1	109	1	4.5	1156.5	156
midgard_s1_B	7	24	26	HOME	1	2	1	0	1014.5	6.5	268
midgard_s1_B	11	21	21	HOP	3	4	1	0	684.5	60.5	268
midgard_s1_B	19	17	17	HOP	5	6	1	0	420.5	180.5	268
midgard_s1_B	24	13	13	HOP	7	8	1	0	220.5	364.5	268
midgard_s1_B	28	9	9	HOP	9	10	1	0	84.5	612.5	268
midgard_s1_B	32	5	5	HOP	11	160	149	0	12.5	924.5	268
midgard_s1_B	332	21	21	HOP	108	109	1	0	684.5	60.5	268
midgard_s2_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	164
midgard_s2_A	11	8	8	HOP	3	4	1	0	684.5	60.5	164
midgard_s2_A	17	12	12	HOP	5	6	1	0	420.5	180.5	164
midgard_s2_A	18	16	16	HOP	7	8	1	0	220.5	364.5	164
midgard_s2_A	20	20	20	HOP	9	10	1	0	84.5	612.5	164
midgard_s2_A	25	24	24	HOP	11	-1	153	1	12.5	924.5	164
midgard_s2_A	176	14	9	HOP	66	67	1	0	462.5	174.5	164
midgard_s2_A	192	20	15	HOP	72	73	1	0	174.5	462.5	164
midgard_s2_A	290	24	28	HOP	105	-1	59	1	8.5	1112.5	164
midgard_s2_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	130
midgard_s2_B	11	21	21	HOP	3	4	1	0	684.5	60.5	130
midgard_s2_B	15	17	17	HOP	5	6	1	0	420.5	180.5	130
midgard_s2_B	23	13	13	HOP	7	8	1	0	220.5	364.5	130
midgard_s2_B	24	9	9	HOP	9	10	1	0	84.5	612.5	130
midgard_s2_B	28	5	5	HOP	11	-1	119	1	12.5	924.5	130
midgard_s3_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	325
midgard_s3_A	11	8	8	HOP	3	4	1	0	684.5	60.5	325
midgard_s3_A	17	12	12	HOP	5	6	1	0	420.5	180.5	325
midgard_s3_A	20	16	16	HOP	7	8	1	0	220.5	364.5	325
midgard_s3_A	25	20	20	HOP	9	10	1	0	84.5	612.5	325
midgard_s3_A	30	24	24	HOP	11	18	7	0	12.5	924.5	325
midgard_s3_A	33	24	26	RING	14	22	8	0	6.5	1014.5	325
midgard_s3_A	353	6	1	HOP	133	134	1	0	1070.5	14.5	325
midgard_s3_A	378	12	9	HOP	141	142	1	0	516.5	132.5	325
midgard_s3_A	405	20	15	HOP	149	150	1	0	174.5	462.5	325
midgard_s3_A	587	3	10	HOP	223	-1	102	1	824.5	56.5	325
midgard_s3_A	640	5	8	HOP	255	256	1	0	804.5	36.5	325
midgard_s3_A	670	21	20	HOP	277	278	1	0	72.5	648.5	325
midgard_s3_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	378
midgard_s3_B	11	21	21	HOP	3	4	1	0	684.5	60.5	378
midgard_s3_B	17	17	17	HOP	5	6	1	0	420.5	180.5	378
midgard_s3_B	23	13	13	HOP	7	8	1	0	220.5	364.5	378
midgard_s3_B	27	9	9	HOP	9	10	1	0	84.5	612.5	378
midgard_s3_B	30	5	5	HOP	11	-1	367	1	12.5	924.5	378
midgard_s3_B	499	22	24	HOP	184	185	1	0	842.5	26.5	378
midgard_s3_B	536	10	14	HOP	200	201	1	0	188.5	428.5	378
midgard_s3_B	600	28	28	HOME	242	243	1	0	1300.5	4.5	378
midgard_s3_B	618	20	20	HOP	252	253	1	0	612.5	84.5	378
midgard_s3_B	640	8	10	HOP	268	269	1	0	86.5	614.5	378
midgard_s4_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	168
midgard_s4_A	11	8	8	HOP	3	4	1	0	684.5	60.5	168
midgard_s4_A	17	12	12	HOP	5	6	1	0	420.5	180.5	168
midgard_s4_A	18	16	16	HOP	7	8	1	0	220.5	364.5	168
midgard_s4_A	20	20	20	HOP	9	10	1	0	84.5	612.5	168
midgard_s4_A	25	24	24	HOP	11	15	4	0	12.5	924.5	168
midgard_s4_A	31	24	26	RING	14	-1	154	1	6.5	1014.5	168
midgard_s4_A	127	28	25	RING	52	-1	116	1	4.5	1156.5	168
midgard_s4_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	155
midgard_s4_B	11	21	21	HOP	3	4	1	0	684.5	60.5	155
midgard_s4_B	15	17	17	HOP	5	6	1	0	420.5	180.5	155
midgard_s4_B	20	13	13	HOP	7	8	1	0	220.5	364.5	155
midgard_s4_B	24	9	9	HOP	9	10	1	0	84.5	612.5	155
midgard_s4_B	30	5	5	HOP	11	73	62	0	12.5	924.5	155
midgard_s4_B	375	9	10	HOP	144	145	1	0	98.5	578.5	155
midgard_s5_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	813
midgard_s5_A	11	8	8	HOP	3	4	1	0	684.5	60.5	813
midgard_s5_A	17	12	12	HOP	5	6	1	0	420.5	180.5	813
midgard_s5_A	18	16	16	HOP	7	8	1	0	220.5	364.5	813
midgard_s5_A	22	20	20	HOP	9	10	1	0	84.5	612.5	813
midgard_s5_A	27	24	24	HOP	11	15	4	0	12.5	924.5	813
midgard_s5_A	32	24	26	RING	14	-1	799	1	6.5	1014.5	813
midgard_s5_A	493	14	8	HOP	194	351	157	0	498.5	162.5	813
midgard_s5_A	522	1	6	HOP	203	204	1	0	1070.5	14.5	813
midgard_s5_A	540	8	9	HOP	209	210	1	0	648.5	72.5	813
midgard_s5_A	550	13	13	HOP	212	213	1	0	364.5	220.5	813
midgard_s5_A	562	16	18	HOP	216	217	1	0	182.5	422.5	813
midgard_s5_A	577	22	23	HOP	221	222	1	0	32.5	800.5	813
midgard_s5_A	626	1	0	HOME	236	-1	577	1	1352.5	8.5	813
midgard_s5_A	654	4	9	HOP	244	245	1	0	812.5	44.5	813
midgard_s5_A	666	7	15	HOP	247	248	1	0	512.5	176.5	813
midgard_s5_A	671	12	18	HOP	249	250	1	0	282.5	330.5	813
midgard_s5_A	693	19	24	HOP	256	257	1	0	62.5	734.5	813
midgard_s5_A	771	5	14	HOP	286	-1	527	1	618.5	138.5	813
midgard_s5_A	803	0	11	HOP	299	-1	514	1	942.5	78.5	813
midgard_s5_A	806	4	9	HOP	301	302	1	0	812.5	44.5	813
midgard_s5_A	818	8	15	HOP	305	306	1	0	474.5	186.5	813
midgard_s5_A	837	15	21	HOP	312	313	1	0	162.5	498.5	813
midgard_s5_A	857	20	27	HOP	319	320	1	0	42.5	906.5	813
midgard_s5_A	900	19	0	HOP	337	-1	476	1	758.5	278.5	813
midgard_s5_A	919	5	4	HOME	343	344	1	0	968.5	8.5	813
midgard_s5_A	940	18	12	HOP	351	352	1	0	282.5	330.5	813
midgard_s5_A	947	22	17	HOP	354	355	1	0	110.5	590.5	813
midgard_s5_A	983	16	16	HOP	367	423	56	0	220.5	364.5	813
midgard_s5_A	985	27	22	HOP	368	369	1	0	20.5	980.5	813
midgard_s5_A	1003	29	20	HOP	375	376	1	0	48.5	1008.5	813
midgard_s5_A	1024	29	27	RING	385	394	9	0	6.5	1302.5	813
midgard_s5_A	1058	6	5	HOP	408	409	1	0	882.5	18.5	813
midgard_s5_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	135
midgard_s5_B	11	21	21	HOP	3	4	1	0	684.5	60.5	135
midgard_s5_B	17	17	17	HOP	5	6	1	0	420.5	180.5	135
midgard_s5_B	24	13	13	HOP	7	8	1	0	220.5	364.5	135
midgard_s5_B	27	9	9	HOP	9	10	1	0	84.5	612.5	135
midgard_s5_B	30	5	5	HOP	11	-1	124	1	12.5	924.5	135
midgard_s5_B	338	12	13	HOP	112	113	1	0	200.5	392.5	135
midgard_s6_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	295
midgard_s6_A	11	8	8	HOP	3	4	1	0	684.5	60.5	295
midgard_s6_A	19	12	12	HOP	5	6	1	0	420.5	180.5	295
midgard_s6_A	24	16	16	HOP	7	8	1	0	220.5	364.5	295
midgard_s6_A	28	20	20	HOP	9	10	1	0	84.5	612.5	295
midgard_s6_A	30	24	24	HOP	11	15	4	0	12.5	924.5	295
midgard_s6_A	36	24	26	RING	14	-1	281	1	6.5	1014.5	295
midgard_s6_A	385	4	9	HOP	170	171	1	0	812.5	44.5	295
midgard_s6_A	453	27	22	HOP	200	201	1	0	20.5	980.5	295
midgard_s6_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	192
midgard_s6_B	11	21	21	HOP	3	4	1	0	684.5	60.5	192
midgard_s6_B	17	17	17	HOP	5	6	1	0	420.5	180.5	192
midgard_s6_B	22	13	13	HOP	7	8	1	0	220.5	364.5	192
midgard_s6_B	26	9	9	HOP	9	10	1	0	84.5	612.5	192
midgard_s6_B	30	5	5	HOP	11	75	64	0	12.5	924.5	192
nordkap_s1_A	7	9	9	HOME	1	2	1	0	90.5	6.5	342
nordkap_s1_A	11	10	15	HOP	3	4	1	0	12.5	72.5	342
nordkap_s1_A	19	12	19	RING	6	-1	336	1	6.5	162.5	342
nordkap_s1_A	416	9	9	HOME	184	209	25	0	90.5	6.5	342
nordkap_s1_A	600	10	1	HOP	228	-1	114	1	306.5	30.5	342
nordkap_s1_A	642	14	8	HOP	240	-1	102	1	130.5	22.5	342
nordkap_s1_B	7	9	16	HOME	1	2	1	0	90.5	6.5	162
nordkap_s1_B	11	10	10	HOP	3	4	1	0	12.5	72.5	162
nordkap_s1_B	80	9	9	RING	50	-1	112	1	6.5	90.5	162
nordkap_s2_A	7	9	9	HOME	1	2	1	0	90.5	6.5	859
nordkap_s2_A	11	10	15	HOP	3	4	1	0	12.5	72.5	859
nordkap_s2_B	7	9	16	HOME	1	2	1	0	90.5	6.5	200
nordkap_s2_B	11	10	10	HOP	3	4	1	0	12.5	72.5	200
nordkap_s2_B	80	12	7	RING	52	-1	148	1	6.5	138.5	200
nordkap_s3_A	7	9	9	HOME	1	2	1	0	90.5	6.5	415
nordkap_s3_A	11	10	15	HOP	3	4	1	0	12.5	72.5	415
nordkap_s3_A	198	11	17	RING	102	104	2	0	4.5	112.5	415
nordkap_s3_B	7	9	16	HOME	1	2	1	0	90.5	6.5	287
nordkap_s3_B	11	10	10	HOP	3	4	1	0	12.5	72.5	287
nordkap_s3_B	323	11	16	HOME	214	215	1	0	92.5	8.5	287
nordkap_s3_B	341	12	6	RING	221	-1	66	1	6.5	162.5	287
nordkap_s4_A	7	9	9	HOME	1	2	1	0	90.5	6.5	492
nordkap_s4_A	11	11	14	HOP	3	4	1	0	22.5	58.5	492
nordkap_s4_A	27	9	21	RING	10	-1	482	1	6.5	210.5	492
nordkap_s4_B	7	9	16	HOME	1	2	1	0	90.5	6.5	230
nordkap_s4_B	11	10	10	HOP	3	4	1	0	12.5	72.5	230
nordkap_s4_B	239	12	5	HOP	204	-1	26	1	8.5	188.5	230
nordkap_s5_A	7	9	9	HOME	1	2	1	0	90.5	6.5	294
nordkap_s5_A	11	10	15	HOP	3	4	1	0	12.5	72.5	294
nordkap_s5_A	17	11	20	RING	6	-1	288	1	4.5	184.5	294
nordkap_s5_B	7	9	16	HOME	1	2	1	0	90.5	6.5	162
nordkap_s5_B	11	10	10	HOP	3	4	1	0	12.5	72.5	162
nordkap_s5_B	86	9	9	RING	64	-1	98	1	6.5	90.5	162
nordkap_s6_A	7	9	9	HOME	1	2	1	0	90.5	6.5	505
nordkap_s6_A	11	10	15	HOP	3	4	1	0	12.5	72.5	505
nordkap_s6_A	29	12	19	RING	10	12	2	0	6.5	162.5	505
nordkap_s6_A	668	17	14	HOP	357	358	1	0	76.5	112.5	505
nordkap_s6_A	811	17	8	HOP	400	-1	105	1	166.5	58.5	505
nordkap_s6_A	944	10	12	HOP	457	458	1	0	42.5	30.5	505
nordkap_s6_A	1050	9	10	HOP	503	504	1	0	72.5	12.5	505
nordkap_s6_B	7	9	16	HOME	1	2	1	0	90.5	6.5	212
nordkap_s6_B	11	10	10	HOP	3	4	1	0	12.5	72.5	212
