tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
CREWCONVB_glacierkeep_g0	CREWCONVB	glacierkeep	0	9500	A	US	CREWCONV	Titanium collected (tiebreak)	1000	0	170	0
CREWCONVB_glacierkeep_g1	CREWCONVB	glacierkeep	1	9501	B	US	CREWCONV	Core destroyed	161	0	420	0
CREWCONVB_glacierkeep_g2	CREWCONVB	glacierkeep	2	9502	A	US	CREWCONV	Core destroyed	588	0	1940	870
CREWCONVB_glacierkeep_g3	CREWCONVB	glacierkeep	3	9503	B	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	60	1660
CREWCONVB_glacierkeep_g4	CREWCONVB	glacierkeep	4	9504	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	660	690
CREWCONVB_glacierkeep_g5	CREWCONVB	glacierkeep	5	9505	B	US	CREWCONV	Titanium collected (tiebreak)	1000	0	10	0
CREWCONVB_nordkap_g0	CREWCONVB	nordkap	0	9500	A	OPP	_v488beltbreak2	Core destroyed	416	0	120	1250
CREWCONVB_nordkap_g1	CREWCONVB	nordkap	1	9501	B	OPP	_v488beltbreak2	Core destroyed	180	0	110	720
CREWCONVB_nordkap_g2	CREWCONVB	nordkap	2	9502	A	OPP	_v488beltbreak2	Core destroyed	205	0	200	140
CREWCONVB_nordkap_g3	CREWCONVB	nordkap	3	9503	B	OPP	_v488beltbreak2	Core destroyed	167	0	460	460
CREWCONVB_nordkap_g4	CREWCONVB	nordkap	4	9504	A	OPP	_v488beltbreak2	Core destroyed	124	0	100	1700
CREWCONVB_nordkap_g5	CREWCONVB	nordkap	5	9505	B	OPP	_v488beltbreak2	Core destroyed	323	0	320	4010
CREWCONVB_atoll_g0	CREWCONVB	atoll	0	9500	A	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	2650	4960
CREWCONVB_atoll_g1	CREWCONVB	atoll	1	9501	B	US	CREWCONV	Core destroyed	163	0	780	340
CREWCONVB_atoll_g2	CREWCONVB	atoll	2	9502	A	US	CREWCONV	Core destroyed	599	0	4580	2830
CREWCONVB_atoll_g3	CREWCONVB	atoll	3	9503	B	US	CREWCONV	Core destroyed	261	0	730	400
CREWCONVB_atoll_g4	CREWCONVB	atoll	4	9504	A	US	CREWCONV	Core destroyed	201	0	620	330
CREWCONVB_atoll_g5	CREWCONVB	atoll	5	9505	B	US	CREWCONV	Core destroyed	253	0	800	1590
CREWCONVB_midgard_g0	CREWCONVB	midgard	0	9500	A	OPP	_v488beltbreak2	Core destroyed	291	0	780	3400
CREWCONVB_midgard_g1	CREWCONVB	midgard	1	9501	B	OPP	_v488beltbreak2	Core destroyed	178	0	1310	2030
CREWCONVB_midgard_g2	CREWCONVB	midgard	2	9502	A	OPP	_v488beltbreak2	Core destroyed	286	0	510	4070
CREWCONVB_midgard_g3	CREWCONVB	midgard	3	9503	B	OPP	_v488beltbreak2	Core destroyed	137	0	1050	1640
CREWCONVB_midgard_g4	CREWCONVB	midgard	4	9504	A	OPP	_v488beltbreak2	Core destroyed	184	0	630	1750
CREWCONVB_midgard_g5	CREWCONVB	midgard	5	9505	B	OPP	_v488beltbreak2	Core destroyed	255	0	990	2680
CREWCONVB_drakkarfjord_g0	CREWCONVB	drakkarfjord	0	9500	A	US	CREWCONV	Core destroyed	740	0	1380	770
CREWCONVB_drakkarfjord_g1	CREWCONVB	drakkarfjord	1	9501	B	US	CREWCONV	Titanium collected (tiebreak)	1000	0	490	0
CREWCONVB_drakkarfjord_g2	CREWCONVB	drakkarfjord	2	9502	A	US	CREWCONV	Core destroyed	609	0	380	320
CREWCONVB_drakkarfjord_g3	CREWCONVB	drakkarfjord	3	9503	B	OPP	_v488beltbreak2	Core destroyed	176	0	270	1090
CREWCONVB_drakkarfjord_g4	CREWCONVB	drakkarfjord	4	9504	A	US	CREWCONV	Core destroyed	229	0	290	320
CREWCONVB_drakkarfjord_g5	CREWCONVB	drakkarfjord	5	9505	B	US	CREWCONV	Titanium collected (tiebreak)	1000	0	490	0
