tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
midgard_s2_B	midgard	2	B	OPP	Core destroyed	481	v522	504	0	-4	0	0	500		0.0	4	13	2	5	7	2	40	3	0		0		9	
midgard_s3_A	midgard	3	A	US	Core destroyed	725	v522	0	0	500	504	0	-4	0.0		8	31	2	10	12	3	36	3	1	548	0		23	
midgard_s3_B	midgard	3	B	US	Core destroyed	310	v522	0	0	500	702	192	-10	0.2735		9	60	3	21	24	3	39	4	3	220	0		8	
nordkap_s1_A	nordkap	1	A	US	Core destroyed	258	v522	504	486	482	504	0	-4	0.0	0.9643	3	9	0	1	1	0		1	1	47	4	5	10	
nordkap_s1_B	nordkap	1	B	US	Core destroyed	141	v522	414	36	122	504	0	-4	0.0	0.087	3	5	1	1	2	1	9	1	1	44	3	5	11	
nordkap_s2_A	nordkap	2	A	US	Core destroyed	354	v522	0	0	500	2520	2020	0	0.8016		3	8	0	2	2	1	27	1	1	74	2	5	18	
nordkap_s2_B	nordkap	2	B	OPP	Core destroyed	273	v522	504	0	-4	234	0	266	0.0	0.0	5	18	0	4	4	2	9	2	2	73	5	5	11	
nordkap_s3_A	nordkap	3	A	US	Titanium collected (tiebreak)	1000	v522	54	54	500	1260	1102	342	0.8746	1.0	8	34	1	1	2	1	268	1	2	51	7	5	10	
nordkap_s3_B	nordkap	3	B	US	Core destroyed	141	v522	414	36	122	504	0	-4	0.0	0.087	3	5	1	1	2	1	9	1	1	44	3	5	11	
yulerune_s1_A	yulerune	1	A	US	Titanium collected (tiebreak)	1000	v522	0	0	500	0	0	500			7	27	2	10	12	1	19	1	0		0		12	
yulerune_s1_B	yulerune	1	B	US	Core destroyed	426	v522	0	0	500	828	324	-4	0.3913		19	40	15	10	25	3	19	8	2	337	0		17	
yulerune_s2_A	yulerune	2	A	US	Core destroyed	179	v522	0	0	500	648	144	-4	0.2222		6	32	0	3	3	1	19	2	2	117	0		11	
yulerune_s2_B	yulerune	2	B	OPP	Core destroyed	309	v522	504	0	-4	0	0	500		0.0	9	41	5	6	11	1	19	1	0		0		11	
yulerune_s3_A	yulerune	3	A	US	Core destroyed	228	v522	0	0	500	504	0	-4	0.0		5	26	0	6	6	1	19	2	2	132	0		10	
yulerune_s3_B	yulerune	3	B	US	Core destroyed	229	v522	198	0	302	504	0	-4	0.0	0.0	7	39	3	5	8	1	19	2	1	173	0		12	
atoll_s4_A	atoll	4	A	US	Core destroyed	244	v522	1008	1008	500	504	0	-4	0.0	1.0	4	15	0	6	6	1	107	2	1	188	3	7	18	
atoll_s4_B	atoll	4	B	US	Core destroyed	469	v522	2124	2124	500	3132	2624	-8	0.8378	1.0	3	13	0	1	1	0		0	2	118	3	7	10	
atoll_s5_A	atoll	5	A	US	Core destroyed	493	v522	1170	1170	500	504	0	-4	0.0	1.0	3	13	0	3	3	0		0	1	429	4	7	56	
atoll_s5_B	atoll	5	B	US	Core destroyed	116	v522	666	636	470	504	0	-4	0.0	0.955	3	12	0	1	1	0		0	1	60	2	7	6	
atoll_s6_A	atoll	6	A	US	Core destroyed	234	v522	0	0	500	756	248	-8	0.328		4	13	0	5	5	1	153	3	2	164	5	7	11	
atoll_s6_B	atoll	6	B	US	Core destroyed	226	v522	0	0	500	1152	644	-8	0.559		5	16	0	4	4	1	159	1	2	131	4	7	10	
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	88	v522	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	32	1	13	13	
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	250	v522	0	0	500	504	0	-4	0.0		4	24	0	2	2	1	113	3	2	196	1	13	19	
drakkarfjord_s5_A	drakkarfjord	5	A	US	Core destroyed	101	v522	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	45	1	13	12	
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	122	v522	0	0	500	738	232	-6	0.3144		3	14	0	0	0	0		0	1	40	1	13	12	
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	106	v522	0	0	500	630	128	-2	0.2032		3	17	0	0	0	0		0	1	36	1	13	11	
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	282	v522	0	0	500	1458	954	-4	0.6543		3	13	0	0	0	0		1	1	40	2	13	16	
glacierkeep_s4_A	glacierkeep	4	A	OPP	Core destroyed	581	v522	846	340	-6	0	0	500		0.4019	13	100	0	0	0	0		4	0		2	9	12	
glacierkeep_s4_B	glacierkeep	4	B	US	Titanium stored (tiebreak)	1000	v522	0	0	500	1152	1152	500	1.0		6	35	0	0	0	0		3	1	84	4	9	45	
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	110	v522	0	0	500	504	0	-4	0.0		3	15	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s5_B	glacierkeep	5	B	OPP	Core destroyed	629	v522	504	0	-4	18	0	482	0.0	0.0	6	41	0	1	1	0		2	1	112	3	9	14	
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	177	v522	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		0	1	92	3	9	15	
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	217	v522	0	0	500	504	0	-4	0.0		3	23	0	0	0	0		0	1	108	3	9	12	
midgard_s4_A	midgard	4	A	OPP	Core destroyed	177	v522	504	0	-4	468	234	266	0.5	0.0	7	17	3	4	7	2	36	2	1	65	0		6	
midgard_s4_B	midgard	4	B	US	Core destroyed	184	v522	792	792	500	828	312	-16	0.3768	1.0	5	20	3	10	13	4	38	5	1	92	0		7	
midgard_s5_A	midgard	5	A	OPP	Core destroyed	501	v522	504	0	-4	0	0	500		0.0	7	24	5	12	17	2	43	3	0		0		10	
midgard_s5_B	midgard	5	B	US	Core destroyed	301	v522	0	0	500	504	0	-4	0.0		7	13	6	8	14	5	40	6	1	245	0		10	
midgard_s6_A	midgard	6	A	US	Core destroyed	257	v522	432	0	68	504	0	-4	0.0	0.0	6	33	3	10	13	2	36	3	1	168	0		9	
midgard_s6_B	midgard	6	B	US	Core destroyed	849	v522	0	0	500	504	0	-4	0.0		7	25	4	13	17	3	38	4	1	784	1	660	43	
nordkap_s4_A	nordkap	4	A	OPP	Core destroyed	458	v522	900	386	-14	432	432	500	1.0	0.4289	11	37	0	2	2	1	325	2	1	96	3	5	8	
nordkap_s4_B	nordkap	4	B	US	Core destroyed	256	v522	0	0	500	1206	700	-6	0.5804		9	24	4	4	8	3	9	3	2	201	5	5	12	
nordkap_s5_A	nordkap	5	A	US	Core destroyed	277	v522	288	288	500	504	0	-4	0.0	1.0	2	6	1	3	4	2	7	2	1	148	3	5	30	
nordkap_s5_B	nordkap	5	B	US	Core destroyed	348	v522	540	540	500	756	248	-8	0.328	1.0	7	42	0	11	11	3	205	7	2	277	11	5	7	
nordkap_s6_A	nordkap	6	A	US	Core destroyed	544	v522	216	216	500	504	0	-4	0.0	1.0	6	22	0	1	1	1	73	2	3	106	4	5	11	
nordkap_s6_B	nordkap	6	B	US	Core destroyed	346	v522	1224	1188	464	504	0	-4	0.0	0.9706	9	25	3	7	10	2	9	2	2	240	4	5	24	
yulerune_s4_A	yulerune	4	A	US	Core destroyed	625	v522	0	0	500	504	0	-4	0.0		6	25	4	9	13	3	19	3	1	448	0		35	
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	387	v522	504	0	-4	0	0	500		0.0	14	52	8	9	17	1	19	1	0		0		5	
yulerune_s5_A	yulerune	5	A	OPP	Core destroyed	201	v522	504	0	-4	0	0	500		0.0	6	28	2	8	10	2	34	2	0		0		10	
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	115	v522	504	0	-4	0	0	500		0.0	8	31	4	10	14	1	19	1	0		0		6	
yulerune_s6_A	yulerune	6	A	US	Core destroyed	231	v522	0	0	500	630	128	-2	0.2032		5	21	3	6	9	3	19	4	2	185	0		10	
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	232	v522	504	0	-4	162	0	338	0.0	0.0	8	50	2	16	18	1	19	1	1	212	0		8	
atoll_s7_A	atoll	7	A	OPP	Core destroyed	148	v522	720	216	-4	144	0	356	0.0	0.3	4	17	0	0	0	0		1	1	130	3	7	14	
atoll_s7_B	atoll	7	B	US	Core destroyed	111	v522	972	954	482	504	0	-4	0.0	0.9815	3	12	0	1	1	0		0	1	55	3	7	8	
atoll_s8_A	atoll	8	A	US	Titanium collected (tiebreak)	1000	v522	0	0	500	216	0	284	0.0		5	132	0	125	125	2	156	4	1	973	3	7	19	
atoll_s8_B	atoll	8	B	OPP	Core destroyed	533	v522	1206	700	-6	342	120	278	0.3509	0.5804	4	13	1	2	3	1	454	6	1	494	3	7	5	
atoll_s9_A	atoll	9	A	OPP	Core destroyed	391	v522	666	160	-6	36	36	500	1.0	0.2402	4	16	0	1	1	0		1	1	193	4	7	7	
atoll_s9_B	atoll	9	B	OPP	Core destroyed	241	v522	774	270	-4	0	0	500		0.3488	6	21	0	1	1	0		1	0		4	7	6	
drakkarfjord_s7_A	drakkarfjord	7	A	OPP	Core destroyed	614	v522	1440	940	0	414	414	500	1.0	0.6528	7	80	0	0	0	0		0	1	81	5	13	12	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	149	v522	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	68	2	13	21	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	101	v522	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	45	1	13	12	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	101	v522	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
drakkarfjord_s9_A	drakkarfjord	9	A	US	Core destroyed	88	v522	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		0	1	32	1	13	10	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	258	v522	0	0	500	576	72	-4	0.125		5	39	0	0	0	0		3	1	194	2	13	10	
glacierkeep_s7_A	glacierkeep	7	A	OPP	Core destroyed	928	v522	648	144	-4	36	36	500	1.0	0.2222	16	126	0	1	1	0		1	1	124	7	9	35	
glacierkeep_s7_B	glacierkeep	7	B	US	Core destroyed	265	v522	0	0	500	504	0	-4	0.0		2	18	0	0	0	0		0	1	92	2	9	34	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	164	v522	0	0	500	504	0	-4	0.0		4	29	0	0	0	0		1	1	88	2	9	11	
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	617	v522	0	0	500	1008	504	-4	0.5		3	27	0	0	0	0		0	1	116	2	9	64	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	110	v522	0	0	500	504	0	-4	0.0		3	15	0	0	0	0		0	1	52	2	9	11	
glacierkeep_s9_B	glacierkeep	9	B	US	Core destroyed	253	v522	0	0	500	504	0	-4	0.0		3	20	0	0	0	0		0	1	92	2	9	30	
midgard_s7_A	midgard	7	A	OPP	Core destroyed	257	v522	504	0	-4	0	0	500		0.0	7	32	3	12	15	3	41	4	0		0		10	
midgard_s7_B	midgard	7	B	US	Core destroyed	293	v522	0	0	500	504	0	-4	0.0		7	31	5	12	17	3	38	7	1	237	0		11	
midgard_s8_A	midgard	8	A	OPP	Core destroyed	557	v522	504	0	-4	0	0	500		0.0	7	34	2	5	7	2	34	5	0		0		8	
midgard_s8_B	midgard	8	B	US	Core destroyed	297	v522	0	0	500	504	0	-4	0.0		12	24	7	4	11	2	34	5	1	208	0		10	
midgard_s9_A	midgard	9	A	US	Core destroyed	162	v522	0	0	500	504	0	-4	0.0		7	34	2	6	8	1	51	2	1	106	0		9	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	204	v522	504	0	-4	0	0	500		0.0	10	39	7	23	30	2	38	3	0		0		6	
nordkap_s7_A	nordkap	7	A	US	Core destroyed	221	v522	558	72	14	504	0	-4	0.0	0.129	5	14	0	1	1	0		0	1	116	3	5	8	
nordkap_s7_B	nordkap	7	B	OPP	Core destroyed	502	v522	1314	812	-2	0	0	500		0.618	12	82	0	5	5	0		2	0		10	5	10	
nordkap_s8_A	nordkap	8	A	US	Core destroyed	400	v522	180	180	500	2808	2308	0	0.8219	1.0	2	6	0	1	1	0		1	1	84	3	5	21	
nordkap_s8_B	nordkap	8	B	OPP	Core destroyed	273	v522	504	0	-4	234	0	266	0.0	0.0	5	18	0	4	4	2	9	2	2	73	5	5	11	
nordkap_s9_A	nordkap	9	A	US	Core destroyed	553	v522	2016	1998	482	504	0	-4	0.0	0.9911	3	12	0	1	1	0		1	1	80	4	5	10	
nordkap_s9_B	nordkap	9	B	US	Core destroyed	225	v522	0	0	500	612	104	-8	0.1699		5	19	1	3	4	1	7	2	1	81	3	5	12	
yulerune_s7_A	yulerune	7	A	US	Core destroyed	296	v522	0	0	500	504	0	-4	0.0		4	23	0	9	9	3	19	3	1	227	0		11	
yulerune_s7_B	yulerune	7	B	US	Core destroyed	265	v522	0	0	500	504	0	-4	0.0		6	35	2	8	10	1	19	1	1	172	0		10	
yulerune_s8_A	yulerune	8	A	US	Core destroyed	292	v522	90	90	500	504	0	-4	0.0	1.0	6	26	2	8	10	1	19	3	1	236	0		9	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	258	v522	738	236	-2	0	0	500		0.3198	7	38	2	4	6	1	19	2	0		0		9	
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	260	v522	504	0	-4	0	0	500		0.0	9	44	3	7	10	1	19	1	0		0		9	
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	121	v522	504	0	-4	0	0	500		0.0	7	41	1	4	5	1	19	1	0		0		4	
atoll_s10_A	atoll	10	A	OPP	Core destroyed	202	v522	918	408	-10	0	0	500		0.4444	5	18	0	2	2	0		1	0		3	7	4	
atoll_s10_B	atoll	10	B	US	Core destroyed	162	v522	1296	1290	494	504	0	-4	0.0	0.9954	3	12	0	2	2	1	71	1	2	84	2	7	7	
atoll_s11_A	atoll	11	A	US	Core destroyed	304	v522	72	72	500	900	392	-8	0.4356	1.0	4	15	0	3	3	0		2	1	204	4	7	7	
atoll_s11_B	atoll	11	B	OPP	Core destroyed	413	v522	2880	2378	-2	2052	2036	484	0.9922	0.8257	3	11	0	1	1	0		0	2	60	2	7	7	
atoll_s12_A	atoll	12	A	OPP	Core destroyed	430	v522	810	308	-2	468	388	420	0.8291	0.3802	5	16	1	5	6	2	328	4	2	251	6	7	3	
atoll_s12_B	atoll	12	B	US	Core destroyed	129	v522	720	702	482	504	0	-4	0.0	0.975	2	4	0	3	3	0		0	1	73	2	7	10	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	101	v522	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	45	1	13	13	
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	281	v522	0	0	500	504	0	-4	0.0		5	36	0	0	0	0		1	2	219	2	13	10	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	121	v522	0	0	500	756	248	-8	0.328		2	16	0	1	1	0		0	1	37	1	13	16	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	306	v522	0	0	500	1494	990	-4	0.6627		3	13	0	0	0	0		0	1	40	2	13	20	
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	116	v522	0	0	500	504	0	-4	0.0		3	21	0	0	0	0		0	1	60	2	13	14	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	125	v522	0	0	500	756	252	-4	0.3333		3	14	0	0	0	0		0	1	41	1	13	12	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	161	v522	0	0	500	504	0	-4	0.0		4	24	0	0	0	0		1	1	68	2	9	11	
glacierkeep_s10_B	glacierkeep	10	B	US	Harvesters (tiebreak)	1000	v522	0	0	500	90	20	430	0.2222		4	24	0	0	0	0		1	1	989	2	9	110	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	182	v522	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	1	91	2	9	12	
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	221	v522	0	0	500	504	0	-4	0.0		4	25	0	0	0	0		0	1	114	3	9	12	
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	124	v522	0	0	500	504	0	-4	0.0		3	18	0	0	0	0		1	1	68	2	9	11	
glacierkeep_s12_B	glacierkeep	12	B	OPP	Titanium collected (tiebreak)	1000	v522	0	0	500	2034	2034	500	1.0		9	63	0	0	0	0		0	1	56	2	9	120	
midgard_s10_A	midgard	10	A	US	Core destroyed	171	v522	0	0	500	504	0	-4	0.0		7	33	3	7	10	2	34	3	2	125	0		9	
midgard_s10_B	midgard	10	B	US	Titanium collected (tiebreak)	1000	v522	0	0	500	0	0	500			8	31	5	10	15	3	40	4	0		0		10	
midgard_s11_A	midgard	11	A	OPP	Core destroyed	243	v522	846	344	-2	0	0	500		0.4066	9	23	3	2	5	1	47	3	0		0		9	
midgard_s11_B	midgard	11	B	US	Core destroyed	292	v522	0	0	500	648	148	0	0.2284		8	41	4	14	18	3	39	7	1	216	0		9	
midgard_s12_A	midgard	12	A	US	Core destroyed	178	v522	0	0	500	504	0	-4	0.0		6	24	1	11	12	1	42	2	1	122	0		10	
midgard_s12_B	midgard	12	B	OPP	Core destroyed	171	v522	504	0	-4	0	0	500		0.0	6	17	4	4	8	2	38	3	0		0		5	
nordkap_s10_A	nordkap	10	A	US	Core destroyed	393	v522	0	0	500	846	342	-4	0.4043		3	9	0	2	2	0		0	1	55	4	5	36	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	762	v522	0	0	500	918	414	-4	0.451		16	59	0	5	5	2	9	3	2	156	6	5	11	
nordkap_s11_A	nordkap	11	A	US	Core destroyed	188	v522	144	144	500	504	0	-4	0.0	1.0	5	16	0	1	1	1	50	1	1	107	3	5	8	
nordkap_s11_B	nordkap	11	B	US	Core destroyed	117	v522	0	0	500	504	0	-4	0.0		4	11	2	2	4	2	7	2	1	52	3	5	11	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	178	v522	108	108	500	504	0	-4	0.0	1.0	3	13	0	1	1	0		0	1	112	2	5	28	
nordkap_s12_B	nordkap	12	B	OPP	Core destroyed	204	v522	594	90	-4	0	0	500		0.1515	10	36	5	7	12	2	7	2	0		3	5	7	
yulerune_s10_A	yulerune	10	A	US	Core destroyed	391	v522	0	0	500	504	0	-4	0.0		12	76	8	47	55	3	19	4	1	329	1	207	18	
yulerune_s10_B	yulerune	10	B	US	Core destroyed	146	v522	0	0	500	504	0	-4	0.0		7	34	1	9	10	1	24	1	1	90	0		9	
yulerune_s11_A	yulerune	11	A	US	Core destroyed	283	v522	0	0	500	702	200	-2	0.2849		4	21	2	6	8	3	24	5	2	222	1	206	12	
yulerune_s11_B	yulerune	11	B	OPP	Core destroyed	466	v522	504	0	-4	144	0	356	0.0	0.0	8	47	1	16	17	1	24	2	1	312	0		10	
yulerune_s12_A	yulerune	12	A	OPP	Core destroyed	515	v522	504	0	-4	0	0	500		0.0	8	50	3	12	15	1	19	2	0		0		10	
yulerune_s12_B	yulerune	12	B	US	Core destroyed	477	v522	234	0	266	504	0	-4	0.0	0.0	6	31	3	7	10	2	19	2	1	388	0		10	
atoll_s13_A	atoll	13	A	OPP	Titanium collected (tiebreak)	1000	v522	0	0	500	3402	3402	500	1.0		4	14	0	2	2	0		4	2	240	2	7	195	
atoll_s13_B	atoll	13	B	US	Core destroyed	433	v522	3078	3072	494	2862	2356	-6	0.8232	0.9981	4	13	0	7	7	2	397	2	2	118	3	7	13	
atoll_s14_A	atoll	14	A	US	Core destroyed	159	v522	504	470	466	504	0	-4	0.0	0.9325	3	12	0	3	3	0		2	1	103	3	7	7	
atoll_s14_B	atoll	14	B	US	Core destroyed	773	v522	0	0	500	3312	2812	0	0.849		4	16	0	1	1	0		0	1	68	2	7	8	
atoll_s15_A	atoll	15	A	OPP	Core destroyed	229	v522	864	356	-8	0	0	500		0.412	4	18	0	1	1	0		2	0		2	7	7	
atoll_s15_B	atoll	15	B	US	Core destroyed	368	v522	0	0	500	504	0	-4	0.0		4	13	0	2	2	0		1	4	103	12	7	14	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Titanium collected (tiebreak)	1000	v522	1332	1332	500	450	450	500	1.0	1.0	5	50	0	1	1	0		2	1	92	2	13	16	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Core destroyed	98	v522	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	42	1	13	12	
drakkarfjord_s14_A	drakkarfjord	14	A	US	Core destroyed	100	v522	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	41	1	13	12	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	98	v522	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	42	1	13	12	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Core destroyed	89	v522	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	33	1	13	12	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	374	v522	0	0	500	1422	916	-6	0.6442		2	9	0	0	0	0		0	1	68	3	13	31	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	177	v522	0	0	500	504	0	-4	0.0		4	24	0	0	0	0		1	1	72	2	9	11	
glacierkeep_s13_B	glacierkeep	13	B	US	Core destroyed	208	v522	0	0	500	504	0	-4	0.0		5	42	0	1	1	0		0	1	152	3	9	16	
glacierkeep_s14_A	glacierkeep	14	A	US	Core destroyed	159	v522	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	1	103	2	9	10	
glacierkeep_s14_B	glacierkeep	14	B	OPP	Core destroyed	769	v522	504	0	-4	0	0	500		0.0	7	67	0	0	0	0		0	0		2	9	7	
glacierkeep_s15_A	glacierkeep	15	A	US	Core destroyed	217	v522	0	0	500	504	0	-4	0.0		6	39	0	1	1	0		1	1	124	2	9	11	
glacierkeep_s15_B	glacierkeep	15	B	US	Core destroyed	123	v522	0	0	500	576	76	0	0.1319		3	22	0	0	0	0		0	1	59	2	9	15	
midgard_s13_A	midgard	13	A	US	Core destroyed	190	v522	0	0	500	504	0	-4	0.0		6	32	1	6	7	2	39	2	1	134	0		9	
midgard_s13_B	midgard	13	B	OPP	Core destroyed	224	v522	504	0	-4	0	0	500		0.0	10	57	3	21	24	2	39	3	0		0		7	
midgard_s14_A	midgard	14	A	US	Core destroyed	196	v522	0	0	500	504	0	-4	0.0		8	32	4	5	9	2	34	4	2	152	0		9	
midgard_s14_B	midgard	14	B	US	Core destroyed	168	v522	774	774	500	504	0	-4	0.0	1.0	6	21	4	8	12	3	33	3	1	112	0		10	
midgard_s15_A	midgard	15	A	US	Core destroyed	174	v522	0	0	500	648	136	-12	0.2099		8	31	3	4	7	2	34	3	3	131	0		10	
midgard_s15_B	midgard	15	B	US	Core destroyed	239	v522	0	0	500	594	90	-4	0.1515		8	27	4	13	17	1	33	3	2	40	0		9	
nordkap_s13_A	nordkap	13	A	US	Titanium collected (tiebreak)	1000	v522	540	72	32	270	0	230	0.0	0.1333	11	36	0	2	2	0		0	1	53	3	5	10	
nordkap_s13_B	nordkap	13	B	US	Titanium collected (tiebreak)	1000	v522	72	72	500	0	0	500		1.0	6	19	0	1	1	2	44	3	0		4	5	48	
nordkap_s14_A	nordkap	14	A	US	Core destroyed	277	v522	288	288	500	504	0	-4	0.0	1.0	2	6	1	3	4	2	7	2	1	148	3	5	30	
nordkap_s14_B	nordkap	14	B	OPP	Core destroyed	539	v522	504	0	-4	0	0	500		0.0	15	83	2	3	5	1	9	2	0		3	5	9	
