tag	map	seed	seat	ours	turn	n_seats	rounds	sealed_r	live_r	funded_r	livefund_r	overlap_r	overlap_first	seal_only_r	shot_only_r	dmg_in	heal_in	net_in	dmg_out	heal_out	net_out	net_per_overlap	net_per_nonoverlap
drakkarfjord_s9_B	drakkarfjord	9	B	US	258	8	258	0	64	244	64	0	-1	0	64	0	0		540	36	504		1.9535
glacierkeep_s7_A	glacierkeep	7	A	OPP	928	8	928	277	29	761	1	1	124	276	0	0	0	0	36	36	0	0.0	0.0
glacierkeep_s7_B	glacierkeep	7	B	US	265	8	265	198	173	0	0	0	-1	198	0	0	0		504	0	504		1.9019
glacierkeep_s8_A	glacierkeep	8	A	US	164	8	164	121	76	55	12	12	100	109	0	0	0	0	504	0	504	0.0	3.3158
glacierkeep_s8_B	glacierkeep	8	B	US	617	8	617	96	501	100	53	12	116	84	41	108	0	108	840	444	396	9.0	0.6545
glacierkeep_s9_A	glacierkeep	9	A	US	110	8	110	82	58	14	14	14	56	68	0	0	0	0	504	0	504	0.0	5.25
glacierkeep_s9_B	glacierkeep	9	B	US	253	8	253	207	161	1	1	1	92	206	0	0	0	0	504	0	504	0.0	2.0
midgard_s7_A	midgard	7	A	OPP	257	8	257	0	0	222	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s7_B	midgard	7	B	US	293	8	293	0	246	278	238	0	-1	0	238	0	0		504	0	504		1.7201
midgard_s8_A	midgard	8	A	OPP	557	8	557	0	507	145	103	0	-1	0	103	0	0		0	0	0		0.0
midgard_s8_B	midgard	8	B	US	297	8	297	0	104	211	28	0	-1	0	28	0	0		504	0	504		1.697
midgard_s9_A	midgard	9	A	US	162	8	162	0	56	137	56	0	-1	0	56	0	0		504	0	504		3.1111
midgard_s9_B	midgard	9	B	OPP	204	8	204	0	0	141	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s7_A	nordkap	7	A	US	221	8	221	0	105	110	4	0	-1	0	4	0	0		504	0	504		2.2805
nordkap_s7_B	nordkap	7	B	OPP	502	8	502	0	0	243	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s8_A	nordkap	8	A	US	400	8	400	36	316	205	145	0	-1	36	145	0	0		1656	1156	500		1.25
nordkap_s8_B	nordkap	8	B	OPP	273	8	273	163	36	254	28	13	260	150	15	108	0	108	126	0	126	8.3077	0.4846
nordkap_s9_A	nordkap	9	A	US	553	8	553	515	473	31	0	0	-1	515	0	0	0		504	0	504		0.9114
nordkap_s9_B	nordkap	9	B	US	225	8	225	128	150	57	5	0	-1	128	5	0	0		576	68	508		2.2578
yulerune_s7_A	yulerune	7	A	US	296	8	296	0	245	243	202	0	-1	0	202	0	0		504	0	504		1.7027
yulerune_s7_B	yulerune	7	B	US	265	8	265	0	93	162	16	0	-1	0	16	0	0		504	0	504		1.9019
yulerune_s8_A	yulerune	8	A	US	292	8	292	0	56	251	56	0	-1	0	56	0	0		504	0	504		1.726
yulerune_s8_B	yulerune	8	B	OPP	258	8	258	0	0	97	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_A	yulerune	9	A	OPP	260	8	260	0	0	245	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_B	yulerune	9	B	OPP	121	8	121	0	0	107	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s10_A	atoll	10	A	OPP	202	8	202	0	0	179	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s10_B	atoll	10	B	US	162	8	162	0	56	153	56	0	-1	0	56	0	0		504	0	504		3.1111
atoll_s11_A	atoll	11	A	US	304	8	304	0	100	294	100	0	-1	0	100	0	0		704	196	508		1.6711
atoll_s11_B	atoll	11	B	OPP	413	8	413	0	353	110	59	0	-1	0	59	0	0		1302	1286	16		0.0387
atoll_s12_A	atoll	12	A	OPP	430	8	430	0	98	373	98	0	-1	0	98	0	0		272	192	80		0.186
atoll_s12_B	atoll	12	B	US	129	8	129	74	56	120	56	56	73	18	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s10_A	drakkarfjord	10	A	US	101	8	101	57	56	87	56	56	45	1	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s10_B	drakkarfjord	10	B	US	281	8	281	0	56	267	56	0	-1	0	56	0	0		504	0	504		1.7936
drakkarfjord_s11_A	drakkarfjord	11	A	US	121	8	121	22	84	107	84	15	37	7	69	126	0	126	506	124	382	8.4	3.6038
drakkarfjord_s11_B	drakkarfjord	11	B	US	306	8	306	55	266	227	201	36	40	19	165	324	0	324	946	766	180	9.0	0.6667
drakkarfjord_s12_A	drakkarfjord	12	A	US	116	8	116	0	56	102	56	0	-1	0	56	0	0		504	0	504		4.3448
drakkarfjord_s12_B	drakkarfjord	12	B	US	125	8	125	20	84	111	84	15	41	5	69	126	0	126	502	124	378	8.4	3.4364
glacierkeep_s10_A	glacierkeep	10	A	US	161	8	161	118	93	17	5	5	76	113	0	0	0	0	504	0	504	0.0	3.2308
glacierkeep_s10_B	glacierkeep	10	B	US	1000	8	1000	89	11	892	11	0	-1	89	11	0	0		82	12	70		0.07
glacierkeep_s11_A	glacierkeep	11	A	US	182	8	182	115	91	83	11	11	140	104	0	0	0	0	504	0	504	0.0	2.9474
glacierkeep_s11_B	glacierkeep	11	B	US	221	8	221	90	107	99	3	3	114	87	0	18	0	18	486	0	486	6.0	2.2294
glacierkeep_s12_A	glacierkeep	12	A	US	124	8	124	82	56	35	14	14	68	68	0	18	0	18	486	0	486	1.2857	4.4182
glacierkeep_s12_B	glacierkeep	12	B	OPP	1000	8	1000	55	944	171	163	24	56	31	139	216	0	216	1498	1714	-216	9.0	-0.2213
midgard_s10_A	midgard	10	A	US	171	8	171	0	56	161	55	0	-1	0	55	0	0		504	0	504		2.9474
midgard_s10_B	midgard	10	B	US	1000	8	1000	0	948	159	121	0	-1	0	121	0	0		0	0	0		0.0
midgard_s11_A	midgard	11	A	OPP	243	8	243	0	0	214	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s11_B	midgard	11	B	US	292	8	292	0	76	259	54	0	-1	0	54	0	0		572	72	500		1.7123
midgard_s12_A	midgard	12	A	US	178	8	178	0	56	167	56	0	-1	0	56	0	0		504	0	504		2.8315
midgard_s12_B	midgard	12	B	OPP	171	8	171	0	0	156	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s10_A	nordkap	10	A	US	393	8	393	148	338	88	45	15	55	133	30	108	0	108	710	314	396	7.2	1.0476
nordkap_s10_B	nordkap	10	B	US	762	8	762	155	148	654	102	0	-1	155	102	0	0		738	234	504		0.6614
nordkap_s11_A	nordkap	11	A	US	188	8	188	0	81	77	10	0	-1	0	10	0	0		504	0	504		2.6809
nordkap_s11_B	nordkap	11	B	US	117	8	117	73	71	87	48	44	52	29	4	378	0	378	126	0	126	8.5909	1.726
nordkap_s12_A	nordkap	12	A	US	178	8	178	96	66	98	21	17	112	79	4	108	0	108	396	0	396	6.3529	2.4596
nordkap_s12_B	nordkap	12	B	OPP	204	8	204	0	197	153	153	0	-1	0	153	0	0		0	0	0		0.0
yulerune_s10_A	yulerune	10	A	US	391	8	391	0	62	340	44	0	-1	0	44	0	0		504	0	504		1.289
yulerune_s10_B	yulerune	10	B	US	146	8	146	0	122	135	120	0	-1	0	120	0	0		504	0	504		3.4521
yulerune_s11_A	yulerune	11	A	US	283	8	283	0	259	272	258	0	-1	0	258	0	0		570	68	502		1.7739
yulerune_s11_B	yulerune	11	B	OPP	466	8	466	0	442	230	215	0	-1	0	215	0	0		144	0	144		0.309
yulerune_s12_A	yulerune	12	A	OPP	515	8	515	0	0	480	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_B	yulerune	12	B	US	477	8	477	0	450	396	381	0	-1	0	381	0	0		504	0	504		1.0566
atoll_s13_A	atoll	13	A	OPP	1000	8	1000	0	760	527	302	0	-1	0	302	0	0		2226	2226	0		0.0
atoll_s13_B	atoll	13	B	US	433	8	433	0	315	418	315	0	-1	0	315	0	0		1670	1164	506		1.1686
atoll_s14_A	atoll	14	A	US	159	8	159	0	56	148	56	0	-1	0	56	0	0		504	0	504		3.1698
atoll_s14_B	atoll	14	B	US	773	8	773	0	705	85	28	0	-1	0	28	0	0		2580	2080	500		0.6468
atoll_s15_A	atoll	15	A	OPP	229	8	229	0	0	206	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_B	atoll	15	B	US	368	8	368	181	56	352	56	39	223	142	17	342	0	342	162	0	162	8.7692	0.4924
drakkarfjord_s13_A	drakkarfjord	13	A	US	1000	8	1000	36	908	84	17	0	-1	36	17	0	0		446	446	0		0.0
drakkarfjord_s13_B	drakkarfjord	13	B	US	98	8	98	52	56	84	56	51	42	1	5	468	0	468	36	0	36	9.1765	0.766
drakkarfjord_s14_A	drakkarfjord	14	A	US	100	8	100	59	59	72	45	45	41	14	0	378	0	378	126	0	126	8.4	2.2909
drakkarfjord_s14_B	drakkarfjord	14	B	US	98	8	98	52	56	84	56	51	42	1	5	468	0	468	36	0	36	9.1765	0.766
drakkarfjord_s15_A	drakkarfjord	15	A	US	89	8	89	49	56	74	55	47	33	2	8	396	0	396	108	0	108	8.4255	2.5714
drakkarfjord_s15_B	drakkarfjord	15	B	US	374	8	374	52	306	172	118	24	68	28	94	216	0	216	986	696	290	9.0	0.8286
glacierkeep_s13_A	glacierkeep	13	A	US	177	8	177	134	105	49	3	3	84	131	0	0	0	0	504	0	504	0.0	2.8966
glacierkeep_s13_B	glacierkeep	13	B	US	208	8	208	142	56	182	56	56	152	86	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s14_A	glacierkeep	14	A	US	159	8	159	42	56	134	56	0	-1	42	56	0	0		504	0	504		3.1698
glacierkeep_s14_B	glacierkeep	14	B	OPP	769	8	769	0	0	638	0	0	-1	0	0	0	0		0	0	0		0.0
glacierkeep_s15_A	glacierkeep	15	A	US	217	8	217	150	93	81	16	16	124	134	0	126	0	126	378	0	378	7.875	1.8806
glacierkeep_s15_B	glacierkeep	15	B	US	123	8	123	64	64	70	64	37	59	27	27	324	0	324	212	36	176	8.7568	2.0465
midgard_s13_A	midgard	13	A	US	190	8	190	0	138	168	128	0	-1	0	128	0	0		504	0	504		2.6526
midgard_s13_B	midgard	13	B	OPP	224	8	224	0	0	173	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s14_A	midgard	14	A	US	196	8	196	0	146	176	143	0	-1	0	143	0	0		504	0	504		2.5714
midgard_s14_B	midgard	14	B	US	168	8	168	0	119	159	118	0	-1	0	118	0	0		504	0	504		3.0
midgard_s15_A	midgard	15	A	US	174	8	174	0	62	157	62	0	-1	0	62	0	0		520	8	512		2.9425
midgard_s15_B	midgard	15	B	US	239	8	239	0	66	217	64	0	-1	0	64	0	0		570	66	504		2.1088
nordkap_s13_A	nordkap	13	A	US	1000	8	1000	956	44	390	9	9	53	947	0	72	0	72	198	0	198	8.0	0.1998
nordkap_s13_B	nordkap	13	B	US	1000	8	1000	733	0	125	0	0	-1	733	0	0	0		0	0	0		0.0
nordkap_s14_A	nordkap	14	A	US	277	8	277	27	270	143	143	0	-1	27	143	0	0		504	0	504		1.8195
nordkap_s14_B	nordkap	14	B	OPP	539	8	539	0	63	50	46	0	-1	0	46	0	0		0	0	0		0.0
nordkap_s15_A	nordkap	15	A	US	286	8	286	32	222	104	51	16	64	16	35	126	0	126	1052	670	382	7.875	1.4148
nordkap_s15_B	nordkap	15	B	OPP	581	8	581	0	0	561	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s13_A	yulerune	13	A	US	435	8	435	0	56	419	56	0	-1	0	56	0	0		504	0	504		1.1586
yulerune_s13_B	yulerune	13	B	US	402	8	402	0	136	388	136	0	-1	0	136	0	0		674	172	502		1.2488
yulerune_s14_A	yulerune	14	A	US	216	8	216	0	41	205	41	0	-1	0	41	0	0		504	0	504		2.3333
yulerune_s14_B	yulerune	14	B	US	157	8	157	0	57	126	37	0	-1	0	37	0	0		504	0	504		3.2102
yulerune_s15_A	yulerune	15	A	OPP	207	8	207	0	132	98	34	0	-1	0	34	0	0		0	0	0		0.0
yulerune_s15_B	yulerune	15	B	US	492	8	492	0	465	408	395	0	-1	0	395	0	0		504	0	504		1.0244
atoll_s16_A	atoll	16	A	US	471	8	471	0	279	432	254	0	-1	0	254	0	0		1492	992	500		1.0616
atoll_s16_B	atoll	16	B	US	184	8	184	0	64	144	38	0	-1	0	38	0	0		504	0	504		2.7391
atoll_s17_A	atoll	17	A	US	124	8	124	0	56	117	56	0	-1	0	56	0	0		504	0	504		4.0645
atoll_s17_B	atoll	17	B	US	157	8	157	0	56	148	56	0	-1	0	56	0	0		504	0	504		3.2102
atoll_s18_A	atoll	18	A	US	194	8	194	0	68	184	68	0	-1	0	68	0	0		560	52	508		2.6186
atoll_s18_B	atoll	18	B	US	259	8	259	0	106	248	106	0	-1	0	106	0	0		698	198	500		1.9305
drakkarfjord_s16_A	drakkarfjord	16	A	US	101	8	101	57	56	87	56	56	45	1	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s16_B	drakkarfjord	16	B	US	326	8	326	53	286	195	169	21	40	32	148	180	0	180	1170	846	324	8.5714	1.0623
drakkarfjord_s17_A	drakkarfjord	17	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s17_B	drakkarfjord	17	B	US	255	8	255	0	60	241	60	0	-1	0	60	0	0		520	20	500		1.9608
drakkarfjord_s18_A	drakkarfjord	18	A	OPP	377	8	377	0	0	259	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s18_B	drakkarfjord	18	B	OPP	521	8	521	0	461	55	9	0	-1	0	9	0	0		1688	1348	340		0.6526
glacierkeep_s16_A	glacierkeep	16	A	US	127	8	127	80	56	93	39	39	71	41	0	198	0	198	306	0	306	5.0769	3.4773
glacierkeep_s16_B	glacierkeep	16	B	US	217	8	217	179	149	35	4	4	68	175	0	18	0	18	486	0	486	4.5	2.2817
glacierkeep_s17_A	glacierkeep	17	A	US	119	8	119	76	56	76	56	56	63	20	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s17_B	glacierkeep	17	B	OPP	1000	8	1000	3	0	948	0	0	-1	3	0	0	0		0	0	0		0.0
glacierkeep_s18_A	glacierkeep	18	A	US	143	8	143	100	55	128	55	55	63	45	0	486	0	486	18	0	18	8.8364	0.2045
glacierkeep_s18_B	glacierkeep	18	B	US	217	8	217	179	149	35	4	4	68	175	0	18	0	18	486	0	486	4.5	2.2817
midgard_s16_A	midgard	16	A	US	347	8	347	0	88	331	88	0	-1	0	88	0	0		684	180	504		1.4524
midgard_s16_B	midgard	16	B	OPP	502	8	502	0	0	422	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s17_A	midgard	17	A	US	1000	8	1000	0	0	99	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s17_B	midgard	17	B	OPP	1000	8	1000	0	560	298	20	0	-1	0	20	0	0		1428	1428	0		0.0
midgard_s18_A	midgard	18	A	US	293	8	293	0	93	191	16	0	-1	0	16	0	0		504	0	504		1.7201
midgard_s18_B	midgard	18	B	US	261	8	261	0	93	158	16	0	-1	0	16	0	0		504	0	504		1.931
nordkap_s16_A	nordkap	16	A	US	266	8	266	232	62	205	31	31	104	201	0	306	0	306	198	0	198	9.871	0.8426
nordkap_s16_B	nordkap	16	B	OPP	251	8	251	0	101	205	74	0	-1	0	74	0	0		0	0	0		0.0
nordkap_s17_A	nordkap	17	A	OPP	238	8	238	0	7	228	7	0	-1	0	7	0	0		60	60	0		0.0
nordkap_s17_B	nordkap	17	B	OPP	784	8	784	410	670	91	60	23	21	387	37	0	0	0	336	336	0	0.0	0.0
nordkap_s18_A	nordkap	18	A	US	277	8	277	27	270	143	143	0	-1	27	143	0	0		504	0	504		1.8195
nordkap_s18_B	nordkap	18	B	US	117	8	117	80	85	66	41	33	41	47	8	288	0	288	216	0	216	8.7273	2.5714
yulerune_s16_A	yulerune	16	A	US	568	8	568	0	80	493	80	0	-1	0	80	0	0		608	108	500		0.8803
yulerune_s16_B	yulerune	16	B	OPP	108	8	108	0	0	59	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_A	yulerune	17	A	OPP	193	8	193	0	0	70	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_B	yulerune	17	B	OPP	278	8	278	0	0	77	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_A	yulerune	18	A	OPP	264	8	264	0	135	69	55	0	-1	0	55	0	0		0	0	0		0.0
yulerune_s18_B	yulerune	18	B	OPP	545	8	545	0	0	147	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s19_A	atoll	19	A	US	135	8	135	0	56	120	56	0	-1	0	56	0	0		504	0	504		3.7333
atoll_s19_B	atoll	19	B	US	500	8	500	0	440	491	440	0	-1	0	440	0	0		2246	1732	514		1.028
atoll_s20_A	atoll	20	A	OPP	689	8	689	0	0	681	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s20_B	atoll	20	B	OPP	597	8	597	0	8	578	8	0	-1	0	8	0	0		72	0	72		0.1206
atoll_s21_A	atoll	21	A	OPP	285	8	285	0	0	197	0	0	-1	0	0	0	0		0	0	0		0.0
