arm	tag	map	seed	seat	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v542_539off	auroraveil_s7_B	auroraveil	7	B	US	v542_539off	Core destroyed	358	0	1030	0
v542_539off	auroraveil_s8_A	auroraveil	8	A	US	v542_539off	Core destroyed	658	0	1600	0
v542_539off	auroraveil_s8_B	auroraveil	8	B	US	v542_539off	Core destroyed	320	0	850	0
v542_539off	auroraveil_s9_A	auroraveil	9	A	US	v542_539off	Core destroyed	658	0	1600	0
v542_539off	auroraveil_s9_B	auroraveil	9	B	US	v542_539off	Core destroyed	312	0	810	0
v542_539off	midgard_s10_A	midgard	10	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_539off	midgard_s10_B	midgard	10	B	US	v542_539off	Core destroyed	150	0	1200	550
v542_539off	midgard_s11_A	midgard	11	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_539off	midgard_s11_B	midgard	11	B	US	v542_539off	Core destroyed	150	0	1200	550
v542_539off	midgard_s12_A	midgard	12	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_539off	midgard_s12_B	midgard	12	B	US	v542_539off	Core destroyed	150	0	1200	550
v542_539off	glacierkeep_s10_A	glacierkeep	10	A	US	v542_539off	Core destroyed	121	0	200	0
v542_539off	glacierkeep_s10_B	glacierkeep	10	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_539off	glacierkeep_s11_A	glacierkeep	11	A	US	v542_539off	Core destroyed	121	0	200	0
v542_539off	glacierkeep_s11_B	glacierkeep	11	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_539off	glacierkeep_s12_A	glacierkeep	12	A	US	v542_539off	Core destroyed	121	0	200	0
v542_539off	glacierkeep_s12_B	glacierkeep	12	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_539off	icefloe_s10_A	icefloe	10	A	US	v542_539off	Core destroyed	164	0	490	0
v542_539off	icefloe_s10_B	icefloe	10	B	US	v542_539off	Core destroyed	163	0	1430	0
v542_539off	icefloe_s11_A	icefloe	11	A	US	v542_539off	Core destroyed	164	0	490	0
v542_539off	icefloe_s11_B	icefloe	11	B	US	v542_539off	Core destroyed	163	0	1430	0
v542_539off	icefloe_s12_A	icefloe	12	A	US	v542_539off	Core destroyed	164	0	490	0
v542_539off	icefloe_s12_B	icefloe	12	B	US	v542_539off	Core destroyed	163	0	1430	0
v542_539off	valkyrie_s10_A	valkyrie	10	A	US	v542_539off	Core destroyed	485	0	4340	1090
v542_539off	valkyrie_s10_B	valkyrie	10	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
v542_539off	valkyrie_s11_A	valkyrie	11	A	US	v542_539off	Core destroyed	485	0	4340	1090
v542_539off	valkyrie_s11_B	valkyrie	11	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
v542_539off	valkyrie_s12_A	valkyrie	12	A	US	v542_539off	Core destroyed	485	0	4340	1090
v542_539off	valkyrie_s12_B	valkyrie	12	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
v542_539off	auroraveil_s10_A	auroraveil	10	A	US	v542_539off	Core destroyed	658	0	1600	0
v542_539off	auroraveil_s10_B	auroraveil	10	B	US	v542_539off	Core destroyed	320	0	850	0
v542_539off	auroraveil_s11_A	auroraveil	11	A	US	v542_539off	Core destroyed	658	0	1600	0
v542_539off	auroraveil_s11_B	auroraveil	11	B	US	v542_539off	Core destroyed	320	0	850	0
v542_539off	auroraveil_s12_A	auroraveil	12	A	US	v542_539off	Core destroyed	658	0	1600	0
v542_539off	auroraveil_s12_B	auroraveil	12	B	US	v542_539off	Core destroyed	320	0	850	0
ref_no539	midgard_s1_A	midgard	1	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s1_B	midgard	1	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	midgard_s2_A	midgard	2	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s2_B	midgard	2	B	US	ref_no539	Core destroyed	134	0	900	570
ref_no539	midgard_s3_A	midgard	3	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s3_B	midgard	3	B	US	ref_no539	Core destroyed	134	0	900	570
ref_no539	glacierkeep_s1_A	glacierkeep	1	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s1_B	glacierkeep	1	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s2_A	glacierkeep	2	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s2_B	glacierkeep	2	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s3_A	glacierkeep	3	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s3_B	glacierkeep	3	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	icefloe_s1_A	icefloe	1	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s1_B	icefloe	1	B	US	ref_no539	Core destroyed	177	0	1450	0
ref_no539	icefloe_s2_A	icefloe	2	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s2_B	icefloe	2	B	US	ref_no539	Core destroyed	177	0	1450	0
ref_no539	icefloe_s3_A	icefloe	3	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s3_B	icefloe	3	B	US	ref_no539	Core destroyed	163	0	1430	0
ref_no539	valkyrie_s1_A	valkyrie	1	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s1_B	valkyrie	1	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s2_A	valkyrie	2	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s2_B	valkyrie	2	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s3_A	valkyrie	3	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s3_B	valkyrie	3	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	auroraveil_s1_A	auroraveil	1	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s1_B	auroraveil	1	B	US	ref_no539	Core destroyed	320	0	850	0
ref_no539	auroraveil_s2_A	auroraveil	2	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s2_B	auroraveil	2	B	US	ref_no539	Core destroyed	320	0	850	0
ref_no539	auroraveil_s3_A	auroraveil	3	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s3_B	auroraveil	3	B	US	ref_no539	Core destroyed	320	0	850	0
ref_no539	midgard_s4_A	midgard	4	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s4_B	midgard	4	B	US	ref_no539	Core destroyed	134	0	900	570
ref_no539	midgard_s5_A	midgard	5	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s5_B	midgard	5	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	midgard_s6_A	midgard	6	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s6_B	midgard	6	B	US	ref_no539	Core destroyed	134	0	900	570
ref_no539	glacierkeep_s4_A	glacierkeep	4	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s4_B	glacierkeep	4	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s5_A	glacierkeep	5	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s5_B	glacierkeep	5	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s6_A	glacierkeep	6	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s6_B	glacierkeep	6	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	icefloe_s4_A	icefloe	4	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s4_B	icefloe	4	B	US	ref_no539	Core destroyed	163	0	1430	0
ref_no539	icefloe_s5_A	icefloe	5	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s5_B	icefloe	5	B	US	ref_no539	Core destroyed	177	0	1450	0
ref_no539	icefloe_s6_A	icefloe	6	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s6_B	icefloe	6	B	US	ref_no539	Core destroyed	163	0	1430	0
ref_no539	valkyrie_s4_A	valkyrie	4	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s4_B	valkyrie	4	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s5_A	valkyrie	5	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s5_B	valkyrie	5	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s6_A	valkyrie	6	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s6_B	valkyrie	6	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	auroraveil_s4_A	auroraveil	4	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s4_B	auroraveil	4	B	US	ref_no539	Core destroyed	312	0	810	0
ref_no539	auroraveil_s5_A	auroraveil	5	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s5_B	auroraveil	5	B	US	ref_no539	Core destroyed	320	0	850	0
ref_no539	auroraveil_s6_A	auroraveil	6	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s6_B	auroraveil	6	B	US	ref_no539	Core destroyed	312	0	810	0
ref_no539	midgard_s7_A	midgard	7	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s7_B	midgard	7	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	midgard_s8_A	midgard	8	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s8_B	midgard	8	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	midgard_s9_A	midgard	9	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s9_B	midgard	9	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	glacierkeep_s7_A	glacierkeep	7	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s7_B	glacierkeep	7	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s8_A	glacierkeep	8	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s8_B	glacierkeep	8	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s9_A	glacierkeep	9	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s9_B	glacierkeep	9	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	icefloe_s7_A	icefloe	7	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s7_B	icefloe	7	B	US	ref_no539	Core destroyed	177	0	1450	0
ref_no539	icefloe_s8_A	icefloe	8	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s8_B	icefloe	8	B	US	ref_no539	Core destroyed	177	0	1450	0
ref_no539	icefloe_s9_A	icefloe	9	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s9_B	icefloe	9	B	US	ref_no539	Core destroyed	177	0	1450	0
ref_no539	valkyrie_s7_A	valkyrie	7	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s7_B	valkyrie	7	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s8_A	valkyrie	8	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s8_B	valkyrie	8	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s9_A	valkyrie	9	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s9_B	valkyrie	9	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	auroraveil_s7_A	auroraveil	7	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s7_B	auroraveil	7	B	US	ref_no539	Core destroyed	358	0	1030	0
ref_no539	auroraveil_s8_A	auroraveil	8	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s8_B	auroraveil	8	B	US	ref_no539	Core destroyed	320	0	850	0
ref_no539	auroraveil_s9_A	auroraveil	9	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s9_B	auroraveil	9	B	US	ref_no539	Core destroyed	312	0	810	0
ref_no539	midgard_s10_A	midgard	10	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s10_B	midgard	10	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	midgard_s11_A	midgard	11	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s11_B	midgard	11	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	midgard_s12_A	midgard	12	A	OPP	opp_bb2	Core destroyed	629	0	550	620
ref_no539	midgard_s12_B	midgard	12	B	US	ref_no539	Core destroyed	150	0	1200	550
ref_no539	glacierkeep_s10_A	glacierkeep	10	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s10_B	glacierkeep	10	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s11_A	glacierkeep	11	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s11_B	glacierkeep	11	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	glacierkeep_s12_A	glacierkeep	12	A	US	ref_no539	Core destroyed	121	0	200	0
ref_no539	glacierkeep_s12_B	glacierkeep	12	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
ref_no539	icefloe_s10_A	icefloe	10	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s10_B	icefloe	10	B	US	ref_no539	Core destroyed	163	0	1430	0
ref_no539	icefloe_s11_A	icefloe	11	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s11_B	icefloe	11	B	US	ref_no539	Core destroyed	163	0	1430	0
ref_no539	icefloe_s12_A	icefloe	12	A	US	ref_no539	Core destroyed	164	0	490	0
ref_no539	icefloe_s12_B	icefloe	12	B	US	ref_no539	Core destroyed	163	0	1430	0
ref_no539	valkyrie_s10_A	valkyrie	10	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s10_B	valkyrie	10	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s11_A	valkyrie	11	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s11_B	valkyrie	11	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	valkyrie_s12_A	valkyrie	12	A	US	ref_no539	Core destroyed	485	0	4340	1090
ref_no539	valkyrie_s12_B	valkyrie	12	B	OPP	opp_bb2	Core destroyed	474	0	390	3650
ref_no539	auroraveil_s10_A	auroraveil	10	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s10_B	auroraveil	10	B	US	ref_no539	Core destroyed	320	0	850	0
ref_no539	auroraveil_s11_A	auroraveil	11	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s11_B	auroraveil	11	B	US	ref_no539	Core destroyed	320	0	850	0
ref_no539	auroraveil_s12_A	auroraveil	12	A	US	ref_no539	Core destroyed	658	0	1600	0
ref_no539	auroraveil_s12_B	auroraveil	12	B	US	ref_no539	Core destroyed	320	0	850	0
v542_541off	midgard_s1_A	midgard	1	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s1_B	midgard	1	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	midgard_s2_A	midgard	2	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s2_B	midgard	2	B	US	v542_541off	Core destroyed	136	0	900	570
v542_541off	midgard_s3_A	midgard	3	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s3_B	midgard	3	B	US	v542_541off	Core destroyed	136	0	900	570
v542_541off	glacierkeep_s1_A	glacierkeep	1	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s1_B	glacierkeep	1	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s2_A	glacierkeep	2	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s2_B	glacierkeep	2	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s3_A	glacierkeep	3	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s3_B	glacierkeep	3	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	icefloe_s1_A	icefloe	1	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s1_B	icefloe	1	B	US	v542_541off	Core destroyed	177	0	1450	0
v542_541off	icefloe_s2_A	icefloe	2	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s2_B	icefloe	2	B	US	v542_541off	Core destroyed	177	0	1450	0
v542_541off	icefloe_s3_A	icefloe	3	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s3_B	icefloe	3	B	US	v542_541off	Core destroyed	163	0	1430	0
v542_541off	valkyrie_s1_A	valkyrie	1	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s1_B	valkyrie	1	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s2_A	valkyrie	2	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s2_B	valkyrie	2	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s3_A	valkyrie	3	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s3_B	valkyrie	3	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	auroraveil_s1_A	auroraveil	1	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s1_B	auroraveil	1	B	US	v542_541off	Core destroyed	320	0	850	0
v542_541off	auroraveil_s2_A	auroraveil	2	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s2_B	auroraveil	2	B	US	v542_541off	Core destroyed	320	0	850	0
v542_541off	auroraveil_s3_A	auroraveil	3	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s3_B	auroraveil	3	B	US	v542_541off	Core destroyed	320	0	850	0
v542_541off	midgard_s4_A	midgard	4	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s4_B	midgard	4	B	US	v542_541off	Core destroyed	136	0	900	570
v542_541off	midgard_s5_A	midgard	5	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s5_B	midgard	5	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	midgard_s6_A	midgard	6	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s6_B	midgard	6	B	US	v542_541off	Core destroyed	136	0	900	570
v542_541off	glacierkeep_s4_A	glacierkeep	4	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s4_B	glacierkeep	4	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s5_A	glacierkeep	5	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s5_B	glacierkeep	5	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s6_A	glacierkeep	6	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s6_B	glacierkeep	6	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	icefloe_s4_A	icefloe	4	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s4_B	icefloe	4	B	US	v542_541off	Core destroyed	163	0	1430	0
v542_541off	icefloe_s5_A	icefloe	5	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s5_B	icefloe	5	B	US	v542_541off	Core destroyed	177	0	1450	0
v542_541off	icefloe_s6_A	icefloe	6	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s6_B	icefloe	6	B	US	v542_541off	Core destroyed	163	0	1430	0
v542_541off	valkyrie_s4_A	valkyrie	4	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s4_B	valkyrie	4	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s5_A	valkyrie	5	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s5_B	valkyrie	5	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s6_A	valkyrie	6	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s6_B	valkyrie	6	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	auroraveil_s4_A	auroraveil	4	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s4_B	auroraveil	4	B	US	v542_541off	Core destroyed	312	0	810	0
v542_541off	auroraveil_s5_A	auroraveil	5	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s5_B	auroraveil	5	B	US	v542_541off	Core destroyed	320	0	850	0
v542_541off	auroraveil_s6_A	auroraveil	6	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s6_B	auroraveil	6	B	US	v542_541off	Core destroyed	312	0	810	0
v542_541off	midgard_s7_A	midgard	7	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s7_B	midgard	7	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	midgard_s8_A	midgard	8	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s8_B	midgard	8	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	midgard_s9_A	midgard	9	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s9_B	midgard	9	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	glacierkeep_s7_A	glacierkeep	7	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s7_B	glacierkeep	7	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s8_A	glacierkeep	8	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s8_B	glacierkeep	8	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s9_A	glacierkeep	9	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s9_B	glacierkeep	9	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	icefloe_s7_A	icefloe	7	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s7_B	icefloe	7	B	US	v542_541off	Core destroyed	177	0	1450	0
v542_541off	icefloe_s8_A	icefloe	8	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s8_B	icefloe	8	B	US	v542_541off	Core destroyed	177	0	1450	0
v542_541off	icefloe_s9_A	icefloe	9	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s9_B	icefloe	9	B	US	v542_541off	Core destroyed	177	0	1450	0
v542_541off	valkyrie_s7_A	valkyrie	7	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s7_B	valkyrie	7	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s8_A	valkyrie	8	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s8_B	valkyrie	8	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s9_A	valkyrie	9	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s9_B	valkyrie	9	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	auroraveil_s7_A	auroraveil	7	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s7_B	auroraveil	7	B	US	v542_541off	Core destroyed	358	0	1030	0
v542_541off	auroraveil_s8_A	auroraveil	8	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s8_B	auroraveil	8	B	US	v542_541off	Core destroyed	320	0	850	0
v542_541off	auroraveil_s9_A	auroraveil	9	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s9_B	auroraveil	9	B	US	v542_541off	Core destroyed	312	0	810	0
v542_541off	midgard_s10_A	midgard	10	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s10_B	midgard	10	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	midgard_s11_A	midgard	11	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s11_B	midgard	11	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	midgard_s12_A	midgard	12	A	OPP	opp_bb2	Core destroyed	629	0	550	620
v542_541off	midgard_s12_B	midgard	12	B	US	v542_541off	Core destroyed	152	0	1230	550
v542_541off	glacierkeep_s10_A	glacierkeep	10	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s10_B	glacierkeep	10	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s11_A	glacierkeep	11	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s11_B	glacierkeep	11	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	glacierkeep_s12_A	glacierkeep	12	A	US	v542_541off	Core destroyed	121	0	200	0
v542_541off	glacierkeep_s12_B	glacierkeep	12	B	OPP	opp_bb2	Harvesters (tiebreak)	1000	0	0	0
v542_541off	icefloe_s10_A	icefloe	10	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s10_B	icefloe	10	B	US	v542_541off	Core destroyed	163	0	1430	0
v542_541off	icefloe_s11_A	icefloe	11	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s11_B	icefloe	11	B	US	v542_541off	Core destroyed	163	0	1430	0
v542_541off	icefloe_s12_A	icefloe	12	A	US	v542_541off	Core destroyed	164	0	490	0
v542_541off	icefloe_s12_B	icefloe	12	B	US	v542_541off	Core destroyed	163	0	1430	0
v542_541off	valkyrie_s10_A	valkyrie	10	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s10_B	valkyrie	10	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s11_A	valkyrie	11	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s11_B	valkyrie	11	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	valkyrie_s12_A	valkyrie	12	A	US	v542_541off	Core destroyed	485	0	4340	1090
v542_541off	valkyrie_s12_B	valkyrie	12	B	OPP	opp_bb2	Core destroyed	373	0	390	2210
v542_541off	auroraveil_s10_A	auroraveil	10	A	US	v542_541off	Core destroyed	658	0	1600	0
v542_541off	auroraveil_s10_B	auroraveil	10	B	US	v542_541off	Core destroyed	320	0	850	0
