arm	opp	map	seed	seat	md5	turns	cond	winner	tb
P0	OPP1	snowflake	5	A	f4b7092befeda2beae9a3505ce637f4c	242	core_destroyed	B	0
P0	OPP1	snowflake	5	B	74193f97838d12f4388f91224e7698aa	373	core_destroyed	B	0
P0	OPP1	stavkirke	5	A	6e4601b80a29dc1f53949b8fb936088a	705	core_destroyed	B	0
P0	OPP1	stavkirke	5	B	306d9eeab6ff533a7ffb0ec5adbc3ee7	613	core_destroyed	B	0
P0	OPP1	yggdrasil	5	A	693a72028fab66d0b321ce2cd85f40b1	355	core_destroyed	A	0
P0	OPP1	yggdrasil	5	B	9f98d7d41a57336e41a6d73da0a3c4d5	287	core_destroyed	B	0
P0	OPP1	yulerune	5	A	c1c07830648539e49c8408d8c0544a4d	208	core_destroyed	A	0
P0	OPP1	yulerune	5	B	a88fa11bd16cb54ad4f2b97e30f284aa	136	core_destroyed	B	0
P0	OPP1	fjordgate	5	A	c6d413e9690cf9fcb34f5f129b38b696	262	core_destroyed	A	0
P0	OPP1	fjordgate	5	B	1de40b96cb0fe0439d75f49c62567cb1	729	core_destroyed	B	0
P0	OPP2	antler	5	A	5456fcbdfb7d82139e6fd4e7379bb3fa	271	core_destroyed	A	0
P0	OPP2	antler	5	B	624b6164c630f46d923538b8c4fdbf98	435	core_destroyed	B	0
P0	OPP2	archipelago	5	A	61ae61f11dd31048a36cf009d1174150	294	core_destroyed	B	0
P0	OPP2	archipelago	5	B	3e57d4d369b051fd57ab632c5ea12c7b	386	core_destroyed	B	0
P0	OPP2	auroraveil	5	A	decd843184072120736ceae201b31fa5	175	core_destroyed	A	0
P0	OPP2	auroraveil	5	B	a24eb50ba54340a0bb882effb18b9e01	1000	titanium_collected	A	0
P0	OPP2	bifrost	5	A	d528b522a159c1d60fb831e2fd4fb9d5	372	core_destroyed	B	0
P0	OPP2	bifrost	5	B	e192b7cd6417718dee8048b0c27c8818	1000	titanium_collected	B	0
P0	OPP2	drumlin	5	A	f5b584e8d0e79cd2f395e9ad8c0171f2	257	core_destroyed	B	0
P0	OPP2	drumlin	5	B	163e08530b20229714b627aac09da738	142	core_destroyed	B	0
P0	OPP2	eider	5	A	66d2bf03f0cd44d5644aca9c096651cd	228	core_destroyed	A	0
P0	OPP2	eider	5	B	003caa7a92f511cf6e6abd5373f19865	332	core_destroyed	B	0
P0	OPP2	fimbulwinter	5	A	3d2e1f38c46cc321224140a02b678491	277	core_destroyed	B	0
P0	OPP2	fimbulwinter	5	B	921440c45822c6ae22a1e2f80d61b57d	287	core_destroyed	B	0
P0	OPP2	frostgate	5	A	7c8b13d688b0278e84b208b9703eb096	109	core_destroyed	A	0
P0	OPP2	frostgate	5	B	bedfbcbea5360fe6854c8b0658ff9b60	364	core_destroyed	B	0
P0	OPP2	heart	5	A	f6bd730cbbdec65e3ddf5a8def562254	295	core_destroyed	A	0
P0	OPP2	heart	5	B	edce9d3c5abcfd0089cc15cbd9841050	361	core_destroyed	A	0
P0	OPP2	helheim	5	A	3f7b3394e5168c7ce3f41e16b557d3d0	289	core_destroyed	A	0
P0	OPP2	helheim	5	B	bc6a22cf8e7dbf041f31e9f234ea3073	297	core_destroyed	A	0
P0	OPP2	hive	5	A	34e63d6eda0a4ac07beae3a0a75cec1a	1000	titanium_collected	B	0
P0	OPP2	hive	5	B	3d92b6cc5696f545bda68b606155d9a2	796	core_destroyed	A	0
P0	OPP2	icefloe	5	A	b675734a2cab6f4bcba5f0256f4a29cd	294	core_destroyed	B	0
P0	OPP2	icefloe	5	B	3ebd17b0cb045124a90f0db66fd2bf00	449	core_destroyed	B	0
P0	OPP2	jackpot	5	A	f7055f7497c6973a268377307ab7dfb0	699	core_destroyed	A	0
P0	OPP2	jackpot	5	B	27bfaf749474accab71ecf297262595e	116	core_destroyed	B	0
P0	OPP2	lighthouse	5	A	9f145f9e741d4b61a2a5861cffcbaea1	148	core_destroyed	A	0
P0	OPP2	lighthouse	5	B	395ab1d9f0007d4812ef93dcd48c042e	206	core_destroyed	B	0
P0	OPP2	longhouse	5	A	29f6d51e01a499bcf341b97b6dfd98cf	217	core_destroyed	A	0
P0	OPP2	longhouse	5	B	ca3d1d011e714cdb3665b5523995e89a	1000	titanium_collected	A	0
P0	OPP2	meander	5	A	95265a7fc3f237e51d73b66d652e60f0	223	core_destroyed	B	0
P0	OPP2	meander	5	B	c9ba2fd212a27574d2e2eb031a2921c8	1000	harvesters	B	0
P0	OPP2	moonrise	5	A	7badfd6ca096305d10951e8ed8563d70	175	core_destroyed	A	0
P0	OPP2	moonrise	5	B	34a2330fd6e1f3038dfa3e739d8519ab	222	core_destroyed	B	0
P0	OPP2	paths	5	A	0f993284a88ffbd49ee763a0a38f2c17	163	core_destroyed	B	0
P0	OPP2	paths	5	B	beb080d6f09066b63f22af0a64c9084d	266	core_destroyed	A	0
P0	OPP2	royale	5	A	d415be2950cf6980e68525e778fd4226	181	core_destroyed	A	0
P0	OPP2	royale	5	B	6288679115b93a9e1838dbc21454eb4f	178	core_destroyed	B	0
P0	OPP2	skald	5	A	22501b6603f39b67b63bbe8201fae168	346	core_destroyed	A	0
P0	OPP2	skald	5	B	39653d8f131b5ea71ae9705985c60061	374	core_destroyed	A	0
P0	OPP2	snowflake	5	A	3f1d52a5c237be996e78d9e075846148	191	core_destroyed	B	0
P0	OPP2	snowflake	5	B	14dcc7c0f3734fc9d9b7325af2b2803d	140	core_destroyed	B	0
P0	OPP2	stavkirke	5	A	22201dcfbb7be59f9353cc05adae7fd8	231	core_destroyed	A	0
P0	OPP2	stavkirke	5	B	00793697f055477eb5c2427beef0a056	405	core_destroyed	B	0
P0	OPP2	yggdrasil	5	A	ae805bb48ec87270cf3cab8368c43ff7	201	core_destroyed	B	0
P0	OPP2	yggdrasil	5	B	a5a9bd353a4f8559b4e91626c8f1a9e2	1000	titanium_collected	B	0
P0	OPP2	yulerune	5	A	6310a2489f7ba86848572487ea0caefe	274	core_destroyed	B	0
P0	OPP2	yulerune	5	B	271c41e00cac0750d754f78ee2086fbd	526	core_destroyed	A	0
P0	OPP2	fjordgate	5	A	c0813bbdd74845f89f955312cf939815	203	core_destroyed	A	0
P0	OPP2	fjordgate	5	B	a22b0db827534decd067e99d11fbfbdd	104	core_destroyed	B	0
TOFF	OPP1	antler	5	A	15e5aad28841364b6a9ec2f0219c0e08	207	core_destroyed	A	0
TOFF	OPP1	antler	5	B	1a675452a715779df422e9cf37ee65fb	267	core_destroyed	B	0
TOFF	OPP1	archipelago	5	A	5d38e1fe393d785fe65f6a23de357f1d	447	core_destroyed	B	0
TOFF	OPP1	archipelago	5	B	5a04d453639a1708043c4ac8ab599e78	378	core_destroyed	B	0
TOFF	OPP1	auroraveil	5	A	5d15bd94752125bef28a9bf5f5fb1b3b	658	core_destroyed	A	0
TOFF	OPP1	auroraveil	5	B	5b3ddda2ed49cecda5e86dca88de559e	320	core_destroyed	B	0
TOFF	OPP1	bifrost	5	A	86757f43fb7773650e83a54138c69d71	110	core_destroyed	A	0
TOFF	OPP1	bifrost	5	B	fc6b797dd69c1f62c380b214fe1aa2f0	765	core_destroyed	B	0
TOFF	OPP1	drumlin	5	A	668a47ea509c5c7bb50adcc52780da3b	277	core_destroyed	A	0
TOFF	OPP1	drumlin	5	B	233b5f3b676851f7c3b5668cefbc5bfa	116	core_destroyed	B	0
TOFF	OPP1	eider	5	A	dd5caaa752985c8df8eddad76248da68	154	core_destroyed	A	0
TOFF	OPP1	eider	5	B	85b82e11538267a72b7d5b8ef1321f9e	184	core_destroyed	B	0
TOFF	OPP1	fimbulwinter	5	A	55d11a8a31e1075c2809148c52842145	342	core_destroyed	A	0
TOFF	OPP1	fimbulwinter	5	B	f81e07a4965ebfaa9249a88d97fd8600	199	core_destroyed	A	0
TOFF	OPP1	frostgate	5	A	e79af0ea7f3f3c3cdaa302a40053b204	105	core_destroyed	A	0
TOFF	OPP1	frostgate	5	B	832a72b28392f2af138037c099782121	293	core_destroyed	A	0
TOFF	OPP1	heart	5	A	894c993dce0a9f33cf90314daae76606	513	core_destroyed	A	0
TOFF	OPP1	heart	5	B	5f5b119476560ea34b5b67088dc4e064	1000	titanium_collected	A	0
TOFF	OPP1	helheim	5	A	3400383bf2dde8ad32f7301625f50a1e	698	core_destroyed	B	0
TOFF	OPP1	helheim	5	B	2301449dc8076c0110c4094b477402cd	341	core_destroyed	B	0
TOFF	OPP1	hive	5	A	53305f92fe113ff35134b9c88ef4060e	386	core_destroyed	A	0
TOFF	OPP1	hive	5	B	4e79e9ba2f5525654bdf350adf5606e8	151	core_destroyed	B	0
TOFF	OPP1	icefloe	5	A	b9a0236150032aa209bde902938f4808	164	core_destroyed	A	0
TOFF	OPP1	icefloe	5	B	007cf75b09b8b0beb220a1cae8e23187	177	core_destroyed	B	0
TOFF	OPP1	jackpot	5	A	631c6dcdbf27ff23c0a7b94b2f87a3d9	1000	titanium_collected	A	0
TOFF	OPP1	jackpot	5	B	e3745bd7d68be789f7561f48c98e7d1b	113	core_destroyed	B	0
TOFF	OPP1	lighthouse	5	A	ad140b23b9264b8971dc7777c4f7c601	429	core_destroyed	B	0
TOFF	OPP1	lighthouse	5	B	bbb41c6922c8cf6990440bef59ca267a	172	core_destroyed	B	0
TOFF	OPP1	longhouse	5	A	bb18d66e56886672db1e1cde7bc12a6e	209	core_destroyed	A	0
TOFF	OPP1	longhouse	5	B	4298061dfb00108b9e6d48b99daeb603	166	core_destroyed	B	0
TOFF	OPP1	meander	5	A	dd3a5f57692808468ad7ad9c95541228	591	core_destroyed	A	0
TOFF	OPP1	meander	5	B	d2d4248faa4b205c332eacde4b87a03b	204	core_destroyed	B	0
TOFF	OPP1	moonrise	5	A	5eb886122e364cb6a504713436e19dad	157	core_destroyed	B	0
TOFF	OPP1	moonrise	5	B	11e80ad621cb096a0058b44d88351f4b	460	core_destroyed	B	0
TOFF	OPP1	paths	5	A	5d943283cdd0302b49294e06f6f408aa	154	core_destroyed	A	0
TOFF	OPP1	paths	5	B	dd2797fa9bcd50c4d89b02b5d4e213b9	236	core_destroyed	B	0
TOFF	OPP1	royale	5	A	6c687c784513b0a7ed396becc1186923	320	core_destroyed	A	0
TOFF	OPP1	royale	5	B	cdd923f3a680db9a9cf93d7c523e59ed	447	core_destroyed	B	0
TOFF	OPP1	skald	5	A	5c00b102692a36a5e58f8863fc037f84	436	core_destroyed	A	0
TOFF	OPP1	skald	5	B	b12c5d7dae8ff11da325a87731243775	252	core_destroyed	B	0
TOFF	OPP1	snowflake	5	A	f4b7092befeda2beae9a3505ce637f4c	242	core_destroyed	B	0
TOFF	OPP1	snowflake	5	B	74193f97838d12f4388f91224e7698aa	373	core_destroyed	B	0
TOFF	OPP1	stavkirke	5	A	6e4601b80a29dc1f53949b8fb936088a	705	core_destroyed	B	0
TOFF	OPP1	stavkirke	5	B	306d9eeab6ff533a7ffb0ec5adbc3ee7	613	core_destroyed	B	0
TOFF	OPP1	yggdrasil	5	A	693a72028fab66d0b321ce2cd85f40b1	355	core_destroyed	A	0
TOFF	OPP1	yggdrasil	5	B	9f98d7d41a57336e41a6d73da0a3c4d5	287	core_destroyed	B	0
TOFF	OPP1	yulerune	5	A	c1c07830648539e49c8408d8c0544a4d	208	core_destroyed	A	0
TOFF	OPP1	yulerune	5	B	a88fa11bd16cb54ad4f2b97e30f284aa	136	core_destroyed	B	0
TOFF	OPP1	fjordgate	5	A	c6d413e9690cf9fcb34f5f129b38b696	262	core_destroyed	A	0
TOFF	OPP1	fjordgate	5	B	1de40b96cb0fe0439d75f49c62567cb1	729	core_destroyed	B	0
TOFF	OPP2	antler	5	A	5456fcbdfb7d82139e6fd4e7379bb3fa	271	core_destroyed	A	0
TOFF	OPP2	antler	5	B	624b6164c630f46d923538b8c4fdbf98	435	core_destroyed	B	0
TOFF	OPP2	archipelago	5	A	61ae61f11dd31048a36cf009d1174150	294	core_destroyed	B	0
TOFF	OPP2	archipelago	5	B	3e57d4d369b051fd57ab632c5ea12c7b	386	core_destroyed	B	0
TOFF	OPP2	auroraveil	5	A	decd843184072120736ceae201b31fa5	175	core_destroyed	A	0
TOFF	OPP2	auroraveil	5	B	a24eb50ba54340a0bb882effb18b9e01	1000	titanium_collected	A	0
TOFF	OPP2	bifrost	5	A	d528b522a159c1d60fb831e2fd4fb9d5	372	core_destroyed	B	0
TOFF	OPP2	bifrost	5	B	e192b7cd6417718dee8048b0c27c8818	1000	titanium_collected	B	0
TOFF	OPP2	drumlin	5	A	f5b584e8d0e79cd2f395e9ad8c0171f2	257	core_destroyed	B	0
TOFF	OPP2	drumlin	5	B	163e08530b20229714b627aac09da738	142	core_destroyed	B	0
TOFF	OPP2	eider	5	A	66d2bf03f0cd44d5644aca9c096651cd	228	core_destroyed	A	0
TOFF	OPP2	eider	5	B	003caa7a92f511cf6e6abd5373f19865	332	core_destroyed	B	0
TOFF	OPP2	fimbulwinter	5	A	3d2e1f38c46cc321224140a02b678491	277	core_destroyed	B	0
TOFF	OPP2	fimbulwinter	5	B	921440c45822c6ae22a1e2f80d61b57d	287	core_destroyed	B	0
TOFF	OPP2	frostgate	5	A	7c8b13d688b0278e84b208b9703eb096	109	core_destroyed	A	0
TOFF	OPP2	frostgate	5	B	bedfbcbea5360fe6854c8b0658ff9b60	364	core_destroyed	B	0
TOFF	OPP2	heart	5	A	f6bd730cbbdec65e3ddf5a8def562254	295	core_destroyed	A	0
TOFF	OPP2	heart	5	B	edce9d3c5abcfd0089cc15cbd9841050	361	core_destroyed	A	0
TOFF	OPP2	helheim	5	A	3f7b3394e5168c7ce3f41e16b557d3d0	289	core_destroyed	A	0
TOFF	OPP2	helheim	5	B	bc6a22cf8e7dbf041f31e9f234ea3073	297	core_destroyed	A	0
TOFF	OPP2	hive	5	A	34e63d6eda0a4ac07beae3a0a75cec1a	1000	titanium_collected	B	0
TOFF	OPP2	hive	5	B	3d92b6cc5696f545bda68b606155d9a2	796	core_destroyed	A	0
TOFF	OPP2	icefloe	5	A	b675734a2cab6f4bcba5f0256f4a29cd	294	core_destroyed	B	0
TOFF	OPP2	icefloe	5	B	3ebd17b0cb045124a90f0db66fd2bf00	449	core_destroyed	B	0
TOFF	OPP2	jackpot	5	A	f7055f7497c6973a268377307ab7dfb0	699	core_destroyed	A	0
TOFF	OPP2	jackpot	5	B	27bfaf749474accab71ecf297262595e	116	core_destroyed	B	0
TOFF	OPP2	lighthouse	5	A	9f145f9e741d4b61a2a5861cffcbaea1	148	core_destroyed	A	0
TOFF	OPP2	lighthouse	5	B	395ab1d9f0007d4812ef93dcd48c042e	206	core_destroyed	B	0
TOFF	OPP2	longhouse	5	A	29f6d51e01a499bcf341b97b6dfd98cf	217	core_destroyed	A	0
TOFF	OPP2	longhouse	5	B	ca3d1d011e714cdb3665b5523995e89a	1000	titanium_collected	A	0
TOFF	OPP2	meander	5	A	95265a7fc3f237e51d73b66d652e60f0	223	core_destroyed	B	0
TOFF	OPP2	meander	5	B	c9ba2fd212a27574d2e2eb031a2921c8	1000	harvesters	B	0
TOFF	OPP2	moonrise	5	A	7badfd6ca096305d10951e8ed8563d70	175	core_destroyed	A	0
TOFF	OPP2	moonrise	5	B	34a2330fd6e1f3038dfa3e739d8519ab	222	core_destroyed	B	0
TOFF	OPP2	paths	5	A	0f993284a88ffbd49ee763a0a38f2c17	163	core_destroyed	B	0
TOFF	OPP2	paths	5	B	beb080d6f09066b63f22af0a64c9084d	266	core_destroyed	A	0
TOFF	OPP2	royale	5	A	d415be2950cf6980e68525e778fd4226	181	core_destroyed	A	0
TOFF	OPP2	royale	5	B	6288679115b93a9e1838dbc21454eb4f	178	core_destroyed	B	0
TOFF	OPP2	skald	5	A	22501b6603f39b67b63bbe8201fae168	346	core_destroyed	A	0
TOFF	OPP2	skald	5	B	39653d8f131b5ea71ae9705985c60061	374	core_destroyed	A	0
TOFF	OPP2	snowflake	5	A	3f1d52a5c237be996e78d9e075846148	191	core_destroyed	B	0
TOFF	OPP2	snowflake	5	B	14dcc7c0f3734fc9d9b7325af2b2803d	140	core_destroyed	B	0
TOFF	OPP2	stavkirke	5	A	22201dcfbb7be59f9353cc05adae7fd8	231	core_destroyed	A	0
TOFF	OPP2	stavkirke	5	B	00793697f055477eb5c2427beef0a056	405	core_destroyed	B	0
TOFF	OPP2	yggdrasil	5	A	ae805bb48ec87270cf3cab8368c43ff7	201	core_destroyed	B	0
TOFF	OPP2	yggdrasil	5	B	a5a9bd353a4f8559b4e91626c8f1a9e2	1000	titanium_collected	B	0
TOFF	OPP2	yulerune	5	A	6310a2489f7ba86848572487ea0caefe	274	core_destroyed	B	0
TOFF	OPP2	yulerune	5	B	271c41e00cac0750d754f78ee2086fbd	526	core_destroyed	A	0
TOFF	OPP2	fjordgate	5	A	c0813bbdd74845f89f955312cf939815	203	core_destroyed	A	0
TOFF	OPP2	fjordgate	5	B	a22b0db827534decd067e99d11fbfbdd	104	core_destroyed	B	0
TON	OPP1	antler	5	A	15e5aad28841364b6a9ec2f0219c0e08	207	core_destroyed	A	0
TON	OPP1	antler	5	B	1a675452a715779df422e9cf37ee65fb	267	core_destroyed	B	0
TON	OPP1	archipelago	5	A	5d38e1fe393d785fe65f6a23de357f1d	447	core_destroyed	B	0
TON	OPP1	archipelago	5	B	5a04d453639a1708043c4ac8ab599e78	378	core_destroyed	B	0
TON	OPP1	auroraveil	5	A	5d15bd94752125bef28a9bf5f5fb1b3b	658	core_destroyed	A	0
TON	OPP1	auroraveil	5	B	5b3ddda2ed49cecda5e86dca88de559e	320	core_destroyed	B	0
TON	OPP1	bifrost	5	A	86757f43fb7773650e83a54138c69d71	110	core_destroyed	A	0
TON	OPP1	bifrost	5	B	fc6b797dd69c1f62c380b214fe1aa2f0	765	core_destroyed	B	0
TON	OPP1	drumlin	5	A	668a47ea509c5c7bb50adcc52780da3b	277	core_destroyed	A	0
TON	OPP1	drumlin	5	B	233b5f3b676851f7c3b5668cefbc5bfa	116	core_destroyed	B	0
TON	OPP1	eider	5	A	dd5caaa752985c8df8eddad76248da68	154	core_destroyed	A	0
TON	OPP1	eider	5	B	85b82e11538267a72b7d5b8ef1321f9e	184	core_destroyed	B	0
TON	OPP1	fimbulwinter	5	A	55d11a8a31e1075c2809148c52842145	342	core_destroyed	A	0
TON	OPP1	fimbulwinter	5	B	f81e07a4965ebfaa9249a88d97fd8600	199	core_destroyed	A	0
TON	OPP1	frostgate	5	A	e79af0ea7f3f3c3cdaa302a40053b204	105	core_destroyed	A	0
TON	OPP1	frostgate	5	B	832a72b28392f2af138037c099782121	293	core_destroyed	A	0
TON	OPP1	heart	5	A	894c993dce0a9f33cf90314daae76606	513	core_destroyed	A	0
TON	OPP1	heart	5	B	5f5b119476560ea34b5b67088dc4e064	1000	titanium_collected	A	0
TON	OPP1	helheim	5	A	3400383bf2dde8ad32f7301625f50a1e	698	core_destroyed	B	0
TON	OPP1	helheim	5	B	71f101ebdfacd1af72a2b486d7235f61	225	core_destroyed	B	0
TON	OPP1	hive	5	A	7b0f93944a20e705610291e5fa14c0ed	386	core_destroyed	A	0
TON	OPP1	hive	5	B	4e79e9ba2f5525654bdf350adf5606e8	151	core_destroyed	B	0
TON	OPP1	icefloe	5	A	b9a0236150032aa209bde902938f4808	164	core_destroyed	A	0
TON	OPP1	icefloe	5	B	007cf75b09b8b0beb220a1cae8e23187	177	core_destroyed	B	0
TON	OPP1	jackpot	5	A	631c6dcdbf27ff23c0a7b94b2f87a3d9	1000	titanium_collected	A	0
TON	OPP1	jackpot	5	B	e3745bd7d68be789f7561f48c98e7d1b	113	core_destroyed	B	0
TON	OPP1	lighthouse	5	A	ad140b23b9264b8971dc7777c4f7c601	429	core_destroyed	B	0
TON	OPP1	lighthouse	5	B	bbb41c6922c8cf6990440bef59ca267a	172	core_destroyed	B	0
TON	OPP1	longhouse	5	A	bb18d66e56886672db1e1cde7bc12a6e	209	core_destroyed	A	0
TON	OPP1	longhouse	5	B	4298061dfb00108b9e6d48b99daeb603	166	core_destroyed	B	0
TON	OPP1	meander	5	A	ba00016ea55aa1cda5e14d463beec26b	591	core_destroyed	A	0
TON	OPP1	meander	5	B	d2d4248faa4b205c332eacde4b87a03b	204	core_destroyed	B	0
TON	OPP1	moonrise	5	A	5eb886122e364cb6a504713436e19dad	157	core_destroyed	B	0
TON	OPP1	moonrise	5	B	11e80ad621cb096a0058b44d88351f4b	460	core_destroyed	B	0
TON	OPP1	paths	5	A	5d943283cdd0302b49294e06f6f408aa	154	core_destroyed	A	0
TON	OPP1	paths	5	B	dd2797fa9bcd50c4d89b02b5d4e213b9	236	core_destroyed	B	0
TON	OPP1	royale	5	A	6c687c784513b0a7ed396becc1186923	320	core_destroyed	A	0
TON	OPP1	royale	5	B	ef6cb474349d8543295f601346bf708f	447	core_destroyed	B	0
TON	OPP1	skald	5	A	5c00b102692a36a5e58f8863fc037f84	436	core_destroyed	A	0
TON	OPP1	skald	5	B	b12c5d7dae8ff11da325a87731243775	252	core_destroyed	B	0
TON	OPP1	snowflake	5	A	f4b7092befeda2beae9a3505ce637f4c	242	core_destroyed	B	0
TON	OPP1	snowflake	5	B	74193f97838d12f4388f91224e7698aa	373	core_destroyed	B	0
TON	OPP1	stavkirke	5	A	6e4601b80a29dc1f53949b8fb936088a	705	core_destroyed	B	0
TON	OPP1	stavkirke	5	B	306d9eeab6ff533a7ffb0ec5adbc3ee7	613	core_destroyed	B	0
TON	OPP1	yggdrasil	5	A	693a72028fab66d0b321ce2cd85f40b1	355	core_destroyed	A	0
TON	OPP1	yggdrasil	5	B	ea3339bc2616365f9be9a5107999430f	537	core_destroyed	B	0
TON	OPP1	yulerune	5	A	c1c07830648539e49c8408d8c0544a4d	208	core_destroyed	A	0
TON	OPP1	yulerune	5	B	a88fa11bd16cb54ad4f2b97e30f284aa	136	core_destroyed	B	0
TON	OPP1	fjordgate	5	A	c6d413e9690cf9fcb34f5f129b38b696	262	core_destroyed	A	0
TON	OPP1	fjordgate	5	B	1de40b96cb0fe0439d75f49c62567cb1	729	core_destroyed	B	0
TON	OPP2	antler	5	A	5456fcbdfb7d82139e6fd4e7379bb3fa	271	core_destroyed	A	0
TON	OPP2	antler	5	B	624b6164c630f46d923538b8c4fdbf98	435	core_destroyed	B	0
TON	OPP2	archipelago	5	A	61ae61f11dd31048a36cf009d1174150	294	core_destroyed	B	0
TON	OPP2	archipelago	5	B	3e57d4d369b051fd57ab632c5ea12c7b	386	core_destroyed	B	0
TON	OPP2	auroraveil	5	A	decd843184072120736ceae201b31fa5	175	core_destroyed	A	0
TON	OPP2	auroraveil	5	B	a24eb50ba54340a0bb882effb18b9e01	1000	titanium_collected	A	0
TON	OPP2	bifrost	5	A	d528b522a159c1d60fb831e2fd4fb9d5	372	core_destroyed	B	0
TON	OPP2	bifrost	5	B	e192b7cd6417718dee8048b0c27c8818	1000	titanium_collected	B	0
TON	OPP2	drumlin	5	A	f5b584e8d0e79cd2f395e9ad8c0171f2	257	core_destroyed	B	0
TON	OPP2	drumlin	5	B	163e08530b20229714b627aac09da738	142	core_destroyed	B	0
TON	OPP2	eider	5	A	66d2bf03f0cd44d5644aca9c096651cd	228	core_destroyed	A	0
TON	OPP2	eider	5	B	c1adfc94a282521babc3e78193fb5847	332	core_destroyed	B	0
TON	OPP2	fimbulwinter	5	A	3c649be079a6a3a4450ec7fa21f75b44	293	core_destroyed	B	0
TON	OPP2	fimbulwinter	5	B	921440c45822c6ae22a1e2f80d61b57d	287	core_destroyed	B	0
TON	OPP2	frostgate	5	A	7c8b13d688b0278e84b208b9703eb096	109	core_destroyed	A	0
