tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
drakkarfjord_s3_A	drakkarfjord	3	A	US	Core destroyed	856	v523	0	0	500	882	378	-4	0.4286		9	116	0	0	0	0		0	2	33	2	13	28	
drakkarfjord_s3_B	drakkarfjord	3	B	US	Core destroyed	98	v523	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	42	1	13	15	
glacierkeep_s1_A	glacierkeep	1	A	US	Core destroyed	149	v523	0	0	500	504	0	-4	0.0		4	19	0	0	0	0		0	1	55	2	9	11	
glacierkeep_s1_B	glacierkeep	1	B	OPP	Harvesters (tiebreak)	1000	v523	0	0	500	0	0	500			4	25	0	0	0	0		1	1	128	3	9	83	
glacierkeep_s2_A	glacierkeep	2	A	US	Core destroyed	144	v523	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		1	1	88	2	9	11	
glacierkeep_s2_B	glacierkeep	2	B	US	Core destroyed	133	v523	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		0	1	76	2	9	16	
glacierkeep_s3_A	glacierkeep	3	A	US	Core destroyed	126	v523	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	68	2	9	11	
glacierkeep_s3_B	glacierkeep	3	B	US	Core destroyed	253	v523	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	92	2	9	30	
midgard_s1_A	midgard	1	A	US	Core destroyed	130	v523	0	0	500	756	248	-8	0.328		6	31	1	5	6	2	34	2	1	46	0		7	
midgard_s1_B	midgard	1	B	US	Core destroyed	721	v523	0	0	500	774	270	-4	0.3488		7	35	1	19	20	5	35	5	2	332	0		18	
midgard_s2_A	midgard	2	A	OPP	Core destroyed	313	v523	504	0	-4	0	0	500		0.0	8	35	2	18	20	3	34	4	0		0		9	
midgard_s2_B	midgard	2	B	OPP	Core destroyed	257	v523	504	0	-4	324	0	176	0.0	0.0	6	37	3	7	10	2	38	3	1	204	0		10	
midgard_s3_A	midgard	3	A	OPP	Core destroyed	265	v523	504	0	-4	0	0	500		0.0	7	16	4	4	8	2	34	3	0		0		6	
midgard_s3_B	midgard	3	B	OPP	Core destroyed	218	v523	1818	1316	-2	1980	1686	206	0.8515	0.7239	6	20	2	4	6	2	34	2	2	53	0		5	
nordkap_s1_A	nordkap	1	A	US	Core destroyed	504	v523	0	0	500	2862	2356	-6	0.8232		3	6	0	1	1	0		3	2	48	3	5	29	
nordkap_s1_B	nordkap	1	B	US	Core destroyed	269	v523	432	36	104	504	0	-4	0.0	0.0833	4	14	1	3	4	1	9	1	1	160	2	5	11	
nordkap_s2_A	nordkap	2	A	US	Core destroyed	494	v523	0	0	500	1548	1044	-4	0.6744		4	9	1	2	3	1	162	3	1	68	3	5	18	
nordkap_s2_B	nordkap	2	B	OPP	Core destroyed	185	v523	666	162	-4	0	0	500		0.2432	3	12	1	2	3	2	7	6	0		3	5	11	
nordkap_s3_A	nordkap	3	A	US	Core destroyed	368	v523	0	0	500	2592	2092	0	0.8071		3	8	0	1	1	0		1	1	71	2	5	21	
nordkap_s3_B	nordkap	3	B	US	Core destroyed	239	v523	0	0	500	684	176	-8	0.2573		4	12	0	1	1	0		0	2	44	5	5	13	
yulerune_s1_A	yulerune	1	A	US	Core destroyed	340	v523	0	0	500	504	0	-4	0.0		8	44	1	3	4	2	33	5	1	284	0		10	
yulerune_s1_B	yulerune	1	B	US	Core destroyed	317	v523	0	0	500	504	0	-4	0.0		6	33	2	8	10	1	19	1	1	224	0		10	
yulerune_s2_A	yulerune	2	A	US	Core destroyed	179	v523	0	0	500	504	0	-4	0.0		7	28	3	13	16	2	19	3	1	123	0		9	
yulerune_s2_B	yulerune	2	B	US	Titanium collected (tiebreak)	1000	v523	2034	2028	494	0	0	500		0.9971	7	36	3	11	14	1	19	2	0		0		9	
yulerune_s3_A	yulerune	3	A	US	Core destroyed	661	v523	0	0	500	504	0	-4	0.0		8	54	3	23	26	4	19	5	1	481	0		22	
yulerune_s3_B	yulerune	3	B	OPP	Core destroyed	209	v523	504	0	-4	144	0	356	0.0	0.0	4	26	2	10	12	2	19	2	1	192	0		12	
atoll_s4_A	atoll	4	A	US	Core destroyed	322	v523	0	0	500	864	364	0	0.4213		4	15	0	2	2	0		0	1	226	11	7	14	
atoll_s4_B	atoll	4	B	US	Core destroyed	176	v523	0	0	500	504	0	-4	0.0		3	18	0	1	1	0		3	1	120	3	7	26	
atoll_s5_A	atoll	5	A	OPP	Core destroyed	152	v523	810	300	-10	0	0	500		0.3704	4	15	0	1	1	0		1	0		3	7	4	
atoll_s5_B	atoll	5	B	OPP	Core destroyed	201	v523	900	392	-8	0	0	500		0.4356	4	12	0	0	0	0		0	0		5	7	12	
atoll_s6_A	atoll	6	A	OPP	Core destroyed	268	v523	504	0	-4	0	0	500		0.0	4	14	0	0	0	0		0	0		3	7	5	
atoll_s6_B	atoll	6	B	US	Core destroyed	235	v523	720	720	500	504	0	-4	0.0	1.0	4	12	0	3	3	0		4	1	128	3	7	10	
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	139	v523	0	0	500	684	180	-4	0.2632		2	16	0	1	1	0		0	1	63	1	13	15	
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	122	v523	0	0	500	738	232	-6	0.3144		3	14	0	0	0	0		0	1	40	1	13	12	
drakkarfjord_s5_A	drakkarfjord	5	A	US	Core destroyed	95	v523	0	0	500	504	0	-4	0.0		3	15	0	0	0	0		0	1	39	1	13	12	
drakkarfjord_s5_B	drakkarfjord	5	B	US	Titanium collected (tiebreak)	1000	v523	0	0	500	2196	2196	500	1.0		4	14	0	0	0	0		0	1	41	13	13	81	
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	100	v523	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	41	1	13	12	
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	99	v523	0	0	500	504	0	-4	0.0		3	13	0	0	0	0		0	1	43	1	13	14	
glacierkeep_s4_A	glacierkeep	4	A	OPP	Core destroyed	389	v523	504	0	-4	0	0	500		0.0	13	90	0	0	0	0		1	0		4	9	12	
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	253	v523	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	92	2	9	30	
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	128	v523	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		1	1	67	2	9	11	
glacierkeep_s5_B	glacierkeep	5	B	OPP	Titanium collected (tiebreak)	1000	v523	162	0	338	0	0	500		0.0	8	66	0	0	0	0		1	0		2	9	146	
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	127	v523	0	0	500	504	0	-4	0.0		3	17	0	0	0	0		1	1	71	2	9	12	
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	457	v523	0	0	500	504	0	-4	0.0		9	75	0	1	1	0		0	1	349	2	9	17	
midgard_s4_A	midgard	4	A	US	Titanium collected (tiebreak)	1000	v523	0	0	500	324	324	500	1.0		8	30	2	5	7	1	34	2	2	47	0		11	
midgard_s4_B	midgard	4	B	OPP	Core destroyed	491	v523	504	0	-4	0	0	500		0.0	8	17	4	5	9	1	39	3	0		0		8	
midgard_s5_A	midgard	5	A	OPP	Core destroyed	243	v523	504	0	-4	0	0	500		0.0	12	45	6	7	13	1	36	2	0		0		6	
midgard_s5_B	midgard	5	B	OPP	Titanium collected (tiebreak)	1000	v523	0	0	500	0	0	500			10	55	3	27	30	2	39	4	0		0		19	
midgard_s6_A	midgard	6	A	OPP	Core destroyed	649	v523	2304	1804	0	432	0	68	0.0	0.783	7	38	1	10	11	2	71	3	1	524	0		10	
midgard_s6_B	midgard	6	B	OPP	Core destroyed	481	v523	504	0	-4	234	0	266	0.0	0.0	7	52	1	20	21	2	40	3	1	448	0		9	
nordkap_s4_A	nordkap	4	A	US	Core destroyed	133	v523	0	0	500	504	0	-4	0.0		5	19	0	0	0	0		0	1	41	2	5	11	
nordkap_s4_B	nordkap	4	B	OPP	Core destroyed	279	v523	504	0	-4	54	54	500	1.0	0.0	12	31	4	2	6	2	9	2	1	260	7	5	17	
nordkap_s5_A	nordkap	5	A	OPP	Core destroyed	720	v523	612	108	-4	144	144	500	1.0	0.1765	12	33	5	3	8	1	108	1	1	64	7	5	24	
nordkap_s5_B	nordkap	5	B	US	Core destroyed	532	v523	378	378	500	504	0	-4	0.0	1.0	5	23	2	8	10	3	7	7	4	169	6	5	11	
nordkap_s6_A	nordkap	6	A	US	Core destroyed	197	v523	576	488	412	504	0	-4	0.0	0.8472	2	5	0	1	1	0		0	1	48	4	5	11	
nordkap_s6_B	nordkap	6	B	OPP	Core destroyed	445	v523	504	0	-4	1494	1164	170	0.7791	0.0	5	17	2	4	6	1	9	1	1	112	3	5	17	
yulerune_s4_A	yulerune	4	A	OPP	Core destroyed	641	v523	504	0	-4	0	0	500		0.0	9	61	2	9	11	1	19	2	0		0		11	
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	748	v523	504	0	-4	864	864	500	1.0	0.0	11	73	0	13	13	3	21	4	1	112	0		16	
yulerune_s5_A	yulerune	5	A	OPP	Core destroyed	318	v523	504	0	-4	0	0	500		0.0	6	24	3	5	8	3	19	3	0		0		12	
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	222	v523	504	0	-4	0	0	500		0.0	12	43	8	7	15	2	19	2	0		0		7	
yulerune_s6_A	yulerune	6	A	US	Core destroyed	209	v523	0	0	500	504	0	-4	0.0		8	37	3	12	15	3	19	3	1	153	0		11	
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	213	v523	504	0	-4	0	0	500		0.0	6	27	1	8	9	1	24	2	0		0		6	
atoll_s7_A	atoll	7	A	US	Core destroyed	639	v523	0	0	500	1548	1040	-8	0.6718		5	16	0	3	3	0		3	1	72	3	7	28	
atoll_s7_B	atoll	7	B	US	Core destroyed	312	v523	720	720	500	504	0	-4	0.0	1.0	5	16	3	2	5	0		0	1	256	6	7	9	
atoll_s8_A	atoll	8	A	US	Titanium collected (tiebreak)	1000	v523	90	90	500	288	288	500	1.0	1.0	9	18	6	6	12	2	534	6	2	333	5	7	10	
atoll_s8_B	atoll	8	B	US	Core destroyed	398	v523	2862	2844	482	2358	1858	0	0.788	0.9937	3	11	0	1	1	0		0	2	60	2	7	7	
atoll_s9_A	atoll	9	A	OPP	Core destroyed	992	v523	576	72	-4	126	12	386	0.0952	0.125	4	16	0	0	0	1	990	1	2	984	10	7	6	
atoll_s9_B	atoll	9	B	OPP	Core destroyed	201	v523	900	392	-8	0	0	500		0.4356	4	12	0	0	0	0		0	0		6	7	8	
drakkarfjord_s7_A	drakkarfjord	7	A	US	Core destroyed	88	v523	0	0	500	504	0	-4	0.0		3	22	0	0	0	0		0	1	32	1	13	10	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	287	v523	0	0	500	1476	970	-6	0.6572		3	13	0	0	0	0		0	1	40	2	13	14	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	149	v523	0	0	500	756	252	-4	0.3333		3	21	0	1	1	0		0	1	65	3	13	17	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	317	v523	0	0	500	828	324	-4	0.3913		6	40	0	0	0	0		4	1	225	4	13	9	
drakkarfjord_s9_A	drakkarfjord	9	A	US	Core destroyed	139	v523	0	0	500	684	180	-4	0.2632		2	16	0	1	1	0		0	1	63	1	13	15	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	284	v523	0	0	500	1458	958	0	0.6571		3	13	0	0	0	0		0	1	40	2	13	14	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	124	v523	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		1	1	67	2	9	11	
glacierkeep_s7_B	glacierkeep	7	B	OPP	Core destroyed	769	v523	504	0	-4	0	0	500		0.0	7	67	0	0	0	0		0	0		2	9	7	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	144	v523	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		1	1	88	2	9	11	
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	312	v523	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		1	1	256	2	9	34	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	361	v523	738	738	500	504	0	-4	0.0	1.0	4	24	0	1	1	0		1	1	272	3	9	24	
glacierkeep_s9_B	glacierkeep	9	B	US	Core destroyed	624	v523	0	0	500	1242	738	-4	0.5942		4	24	0	0	0	0		0	2	88	7	9	46	
midgard_s7_A	midgard	7	A	OPP	Core destroyed	453	v523	900	396	-4	0	0	500		0.44	11	63	2	5	7	0		3	0		0		19	
midgard_s7_B	midgard	7	B	OPP	Core destroyed	777	v523	648	144	-4	0	0	500		0.2222	15	66	7	10	17	2	40	3	0		0		25	
midgard_s8_A	midgard	8	A	US	Titanium collected (tiebreak)	1000	v523	0	0	500	0	0	500			8	31	3	7	10	1	48	3	0		0		9	
midgard_s8_B	midgard	8	B	OPP	Core destroyed	373	v523	504	0	-4	0	0	500		0.0	11	24	6	3	9	3	38	5	0		0		6	
midgard_s9_A	midgard	9	A	OPP	Core destroyed	229	v523	504	0	-4	162	162	500	1.0	0.0	9	34	4	12	16	3	34	3	1	46	0		8	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	333	v523	504	0	-4	0	0	500		0.0	8	20	6	9	15	2	38	5	0		0		23	
nordkap_s7_A	nordkap	7	A	OPP	Titanium collected (tiebreak)	1000	v523	72	72	500	3564	3320	256	0.9315	1.0	9	32	0	3	3	0		1	1	168	3	5	9	
nordkap_s7_B	nordkap	7	B	US	Core destroyed	161	v523	36	0	464	504	0	-4	0.0	0.0	5	21	0	3	3	2	7	2	1	61	4	5	8	
nordkap_s8_A	nordkap	8	A	US	Core destroyed	171	v523	270	270	500	504	0	-4	0.0	1.0	3	12	0	1	1	1	64	1	1	104	4	5	8	
nordkap_s8_B	nordkap	8	B	US	Core destroyed	349	v523	324	324	500	504	0	-4	0.0	1.0	5	20	1	6	7	1	8	1	1	172	2	5	37	
nordkap_s9_A	nordkap	9	A	US	Core destroyed	280	v523	216	216	500	504	0	-4	0.0	1.0	2	5	0	1	1	0		0	1	224	3	5	39	
nordkap_s9_B	nordkap	9	B	OPP	Core destroyed	165	v523	540	36	-4	0	0	500		0.0667	3	6	1	1	2	2	9	2	0		3	5	11	
yulerune_s7_A	yulerune	7	A	OPP	Core destroyed	160	v523	1062	552	-10	0	0	500		0.5198	8	37	2	8	10	1	19	2	0		0		5	
yulerune_s7_B	yulerune	7	B	US	Core destroyed	206	v523	0	0	500	738	236	-2	0.3198		5	22	2	10	12	1	23	3	1	124	0		13	
yulerune_s8_A	yulerune	8	A	US	Core destroyed	135	v523	594	584	490	504	0	-4	0.0	0.9832	3	13	1	4	5	1	28	1	1	79	0		9	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	377	v523	504	0	-4	0	0	500		0.0	16	51	9	6	15	1	19	2	0		0		8	
yulerune_s9_A	yulerune	9	A	OPP	Titanium collected (tiebreak)	1000	v523	2736	2736	500	0	0	500		1.0	8	45	1	17	18	2	19	3	0		0		10	
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	248	v523	504	0	-4	0	0	500		0.0	14	55	8	11	19	1	19	1	0		0		9	
atoll_s10_A	atoll	10	A	OPP	Core destroyed	325	v523	1098	594	-4	0	0	500		0.541	5	17	0	2	2	0		3	0		4	7	7	
atoll_s10_B	atoll	10	B	US	Core destroyed	312	v523	720	720	500	504	0	-4	0.0	1.0	5	16	3	2	5	0		0	1	256	6	7	9	
atoll_s11_A	atoll	11	A	US	Core destroyed	529	v523	0	0	500	3510	3008	-2	0.857		4	15	0	3	3	0		2	3	104	2	7	6	
atoll_s11_B	atoll	11	B	US	Core destroyed	438	v523	2394	2376	482	2772	2272	0	0.8196	0.9925	3	13	0	1	1	0		1	1	130	3	7	11	
atoll_s12_A	atoll	12	A	US	Core destroyed	269	v523	0	0	500	594	90	-4	0.1515		5	14	0	3	3	0		1	3	102	6	7	26	
atoll_s12_B	atoll	12	B	US	Core destroyed	144	v523	846	846	500	504	0	-4	0.0	1.0	2	4	0	3	3	0		1	1	88	3	7	10	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	88	v523	0	0	500	504	0	-4	0.0		3	25	0	0	0	0		0	1	32	1	13	10	
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	153	v523	0	0	500	612	104	-8	0.1699		3	18	0	0	0	0		0	1	85	2	13	16	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	224	v523	0	0	500	1692	1192	0	0.7045		3	17	0	0	0	0		1	1	36	1	13	11	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	124	v523	0	0	500	756	256	0	0.3386		3	14	0	0	0	0		0	1	40	1	13	14	
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	91	v523	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		0	1	35	1	13	11	
drakkarfjord_s12_B	drakkarfjord	12	B	OPP	Core destroyed	521	v523	504	0	-4	2178	1820	142	0.8356	0.0	4	20	0	0	0	0		0	1	60	2	13	10	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	144	v523	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		1	1	88	2	9	11	
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	624	v523	0	0	500	1242	738	-4	0.5942		4	24	0	0	0	0		0	2	88	7	9	46	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	172	v523	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		2	1	104	2	9	11	
glacierkeep_s11_B	glacierkeep	11	B	US	Harvesters (tiebreak)	1000	v523	0	0	500	90	20	430	0.2222		4	24	0	0	0	0		1	1	989	2	9	110	
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	185	v523	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	68	2	9	11	
glacierkeep_s12_B	glacierkeep	12	B	OPP	Core destroyed	954	v523	504	0	-4	0	0	500		0.0	9	91	0	0	0	0		0	0		4	9	7	
midgard_s10_A	midgard	10	A	OPP	Core destroyed	429	v523	792	292	0	0	0	500		0.3687	10	40	3	11	14	2	36	4	0		0		9	
midgard_s10_B	midgard	10	B	US	Core destroyed	151	v523	522	520	498	504	0	-4	0.0	0.9962	6	28	1	7	8	1	40	2	1	95	0		7	
midgard_s11_A	midgard	11	A	OPP	Core destroyed	161	v523	504	0	-4	360	360	500	1.0	0.0	8	35	2	8	10	2	34	3	1	50	0		5	
midgard_s11_B	midgard	11	B	OPP	Core destroyed	132	v523	504	0	-4	630	630	500	1.0	0.0	8	23	2	3	5	0		2	1	45	0		5	
midgard_s12_A	midgard	12	A	OPP	Core destroyed	260	v523	504	0	-4	450	450	500	1.0	0.0	9	48	1	4	5	1	45	2	1	100	0		10	
midgard_s12_B	midgard	12	B	US	Core destroyed	350	v523	828	828	500	504	0	-4	0.0	1.0	8	24	4	13	17	3	38	4	2	310	0		8	
nordkap_s10_A	nordkap	10	A	US	Core destroyed	507	v523	126	0	374	1512	1010	-2	0.668	0.0	3	12	1	1	2	1	221	2	1	68	4	5	29	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	171	v523	864	864	500	504	0	-4	0.0	1.0	2	5	0	1	1	0		0	1	80	4	5	10	
nordkap_s11_A	nordkap	11	A	US	Core destroyed	229	v523	0	0	500	846	340	-6	0.4019		4	10	0	2	2	1	105	1	2	175	3	5	32	
nordkap_s11_B	nordkap	11	B	OPP	Core destroyed	276	v523	576	72	-4	0	0	500		0.125	7	27	1	1	2	1	7	2	0		3	5	7	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	577	v523	0	0	500	990	486	-4	0.4909		2	5	0	1	1	0		0	1	108	3	5	71	
nordkap_s12_B	nordkap	12	B	US	Core destroyed	191	v523	1008	1008	500	504	0	-4	0.0	1.0	2	6	1	2	3	1	7	1	1	112	2	5	11	
yulerune_s10_A	yulerune	10	A	OPP	Core destroyed	249	v523	864	364	0	0	0	500		0.4213	7	37	2	8	10	1	19	1	0		0		9	
yulerune_s10_B	yulerune	10	B	OPP	Core destroyed	845	v523	504	0	-4	0	0	500		0.0	7	37	3	13	16	2	19	2	0		0		10	
yulerune_s11_A	yulerune	11	A	OPP	Core destroyed	288	v523	504	0	-4	0	0	500		0.0	9	51	1	4	5	1	24	1	0		0		10	
yulerune_s11_B	yulerune	11	B	OPP	Core destroyed	140	v523	504	0	-4	0	0	500		0.0	5	23	3	5	8	2	19	3	0		0		9	
yulerune_s12_A	yulerune	12	A	US	Core destroyed	384	v523	0	0	500	504	0	-4	0.0		7	41	2	10	12	1	19	2	2	192	0		12	
yulerune_s12_B	yulerune	12	B	OPP	Core destroyed	691	v523	1998	1496	-2	0	0	500		0.7487	10	36	5	4	9	1	19	2	0		0		7	
atoll_s13_A	atoll	13	A	OPP	Titanium collected (tiebreak)	1000	v523	270	270	500	54	0	446	0.0	1.0	4	14	0	0	0	0		1	5	766	5	7	7	
atoll_s13_B	atoll	13	B	OPP	Core destroyed	694	v523	3762	3262	0	2502	2212	210	0.8841	0.8671	4	17	0	3	3	0		2	1	390	5	7	4	
atoll_s14_A	atoll	14	A	US	Core destroyed	632	v523	54	54	500	3132	2632	0	0.8404	1.0	4	16	0	2	2	0		0	1	284	7	7	9	
atoll_s14_B	atoll	14	B	OPP	Core destroyed	362	v523	504	0	-4	0	0	500		0.0	3	6	0	1	1	0		1	0		5	7	8	
atoll_s15_A	atoll	15	A	US	Core destroyed	220	v523	0	0	500	864	360	-4	0.4167		5	22	0	9	9	1	77	1	1	124	4	7	8	
atoll_s15_B	atoll	15	B	OPP	Core destroyed	634	v523	504	0	-4	0	0	500		0.0	6	19	0	1	1	0		6	0		3	7	8	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Core destroyed	153	v523	0	0	500	720	220	0	0.3056		2	16	0	0	0	0		0	1	73	1	13	15	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Core destroyed	101	v523	0	0	500	504	0	-4	0.0		2	9	0	0	0	0		0	1	45	1	13	18	
drakkarfjord_s14_A	drakkarfjord	14	A	US	Core destroyed	106	v523	0	0	500	576	76	0	0.1319		3	15	0	0	0	0		0	1	42	1	13	13	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	98	v523	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	42	1	13	12	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Core destroyed	101	v523	0	0	500	504	0	-4	0.0		2	16	0	0	0	0		0	1	45	1	13	13	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	544	v523	0	0	500	2880	2380	0	0.8264		6	36	0	0	0	0		1	1	40	1	13	15	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	115	v523	0	0	500	504	0	-4	0.0		4	30	0	0	0	0		0	1	59	2	9	11	
glacierkeep_s13_B	glacierkeep	13	B	US	Titanium collected (tiebreak)	1000	v523	0	0	500	1494	1494	500	1.0		4	23	0	0	0	0		0	1	68	2	9	95	
glacierkeep_s14_A	glacierkeep	14	A	OPP	Core destroyed	777	v523	504	0	-4	144	0	356	0.0	0.0	6	55	0	1	1	0		11	1	113	3	9	15	
glacierkeep_s14_B	glacierkeep	14	B	US	Core destroyed	317	v523	0	0	500	1242	738	-4	0.5942		5	35	0	0	0	0		0	1	71	2	9	12	
glacierkeep_s15_A	glacierkeep	15	A	US	Core destroyed	143	v523	0	0	500	504	0	-4	0.0		4	19	0	0	0	0		0	1	77	2	9	8	
glacierkeep_s15_B	glacierkeep	15	B	US	Core destroyed	217	v523	0	0	500	504	0	-4	0.0		3	23	0	0	0	0		0	1	108	3	9	12	
midgard_s13_A	midgard	13	A	OPP	Core destroyed	221	v523	504	0	-4	0	0	500		0.0	10	41	5	12	17	2	34	3	0		0		8	
midgard_s13_B	midgard	13	B	US	Core destroyed	266	v523	72	72	500	504	0	-4	0.0	1.0	6	39	2	11	13	2	43	3	2	228	0		9	
midgard_s14_A	midgard	14	A	OPP	Core destroyed	409	v523	504	0	-4	450	0	50	0.0	0.0	7	49	2	22	24	3	34	4	1	220	0		9	
midgard_s14_B	midgard	14	B	OPP	Core destroyed	297	v523	504	0	-4	288	0	212	0.0	0.0	9	28	6	12	18	2	38	3	1	252	0		9	
midgard_s15_A	midgard	15	A	US	Core destroyed	172	v523	144	100	456	504	0	-4	0.0	0.6944	6	26	3	11	14	2	43	3	1	116	0		9	
midgard_s15_B	midgard	15	B	US	Core destroyed	207	v523	1080	1080	500	504	0	-4	0.0	1.0	8	22	4	9	13	2	40	3	1	151	0		9	
nordkap_s13_A	nordkap	13	A	US	Core destroyed	441	v523	72	72	500	504	0	-4	0.0	1.0	5	17	0	3	3	0		0	1	216	3	5	57	
nordkap_s13_B	nordkap	13	B	US	Core destroyed	161	v523	36	0	464	504	0	-4	0.0	0.0	5	21	0	3	3	2	7	2	1	61	4	5	8	
nordkap_s14_A	nordkap	14	A	US	Titanium collected (tiebreak)	1000	v523	144	144	500	144	0	356	0.0	1.0	9	35	0	1	1	0		0	1	64	3	5	11	
nordkap_s14_B	nordkap	14	B	OPP	Core destroyed	210	v523	666	164	-2	0	0	500		0.2462	13	57	0	1	1	1	9	1	0		3	5	7	
