tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v531fix_auroraveil_s1_B	auroraveil	1	B	v531fix	US	_v531fix	Core destroyed	504	0	1400	220
parent_auroraveil_s2_A	auroraveil	2	A	parent	US	parent_arm	Core destroyed	201	0	460	620
flagoff_auroraveil_s2_A	auroraveil	2	A	flagoff	US	flagoff_arm	Core destroyed	432	0	1040	0
v530_auroraveil_s2_A	auroraveil	2	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	178	0	180	810
v531fix_auroraveil_s2_A	auroraveil	2	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	671	0	1450	3900
parent_auroraveil_s2_B	auroraveil	2	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	184	0	0	1100
flagoff_auroraveil_s2_B	auroraveil	2	B	flagoff	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	6580	10700
v530_auroraveil_s2_B	auroraveil	2	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	293	0	0	2210
v531fix_auroraveil_s2_B	auroraveil	2	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	261	0	0	2060
parent_glacierkeep_s1_A	glacierkeep	1	A	parent	US	parent_arm	Core destroyed	314	0	0	0
flagoff_glacierkeep_s1_A	glacierkeep	1	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	303	0	0	710
v530_glacierkeep_s1_A	glacierkeep	1	A	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	110
v531fix_glacierkeep_s1_A	glacierkeep	1	A	v531fix	US	_v531fix	Core destroyed	480	0	0	0
parent_glacierkeep_s1_B	glacierkeep	1	B	parent	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	3610
flagoff_glacierkeep_s1_B	glacierkeep	1	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	521	0	0	3700
v530_glacierkeep_s1_B	glacierkeep	1	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	770	0	0	5000
v531fix_glacierkeep_s1_B	glacierkeep	1	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	556	0	1250	4570
parent_glacierkeep_s2_A	glacierkeep	2	A	parent	US	parent_arm	Core destroyed	281	0	0	110
flagoff_glacierkeep_s2_A	glacierkeep	2	A	flagoff	US	flagoff_arm	Titanium stored (tiebreak)	1000	0	0	0
v530_glacierkeep_s2_A	glacierkeep	2	A	v530	US	v530_arm	Titanium stored (tiebreak)	1000	0	0	0
v531fix_glacierkeep_s2_A	glacierkeep	2	A	v531fix	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	7360
parent_glacierkeep_s2_B	glacierkeep	2	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	391	0	0	750
flagoff_glacierkeep_s2_B	glacierkeep	2	B	flagoff	US	flagoff_arm	Core destroyed	990	0	0	0
v530_glacierkeep_s2_B	glacierkeep	2	B	v530	US	v530_arm	Core destroyed	640	0	2910	1990
v531fix_glacierkeep_s2_B	glacierkeep	2	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	488	0	0	640
parent_yulerune_s1_A	yulerune	1	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	153	0	0	640
flagoff_yulerune_s1_A	yulerune	1	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	160	0	0	600
v530_yulerune_s1_A	yulerune	1	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	249	0	80	1340
v531fix_yulerune_s1_A	yulerune	1	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	129	0	480	660
parent_yulerune_s1_B	yulerune	1	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	278	0	70	1190
flagoff_yulerune_s1_B	yulerune	1	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	327	0	0	640
v530_yulerune_s1_B	yulerune	1	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	240	0	0	1460
v531fix_yulerune_s1_B	yulerune	1	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	241	0	840	1420
parent_yulerune_s2_A	yulerune	2	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	153	0	0	720
flagoff_yulerune_s2_A	yulerune	2	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	101	0	0	520
v530_yulerune_s2_A	yulerune	2	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	248	0	80	1560
v531fix_yulerune_s2_A	yulerune	2	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	426	0	360	680
parent_yulerune_s2_B	yulerune	2	B	parent	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	7180
flagoff_yulerune_s2_B	yulerune	2	B	flagoff	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	460	3870
v530_yulerune_s2_B	yulerune	2	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	350	0	2730	4260
v531fix_yulerune_s2_B	yulerune	2	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	361	0	2770	2880
parent_drakkarfjord_s1_A	drakkarfjord	1	A	parent	US	parent_arm	Core destroyed	285	0	0	0
flagoff_drakkarfjord_s1_A	drakkarfjord	1	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	528	0	0	1970
v530_drakkarfjord_s1_A	drakkarfjord	1	A	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	11600
v531fix_drakkarfjord_s1_A	drakkarfjord	1	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	220	0	1210	500
parent_drakkarfjord_s1_B	drakkarfjord	1	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	653	0	320	0
flagoff_drakkarfjord_s1_B	drakkarfjord	1	B	flagoff	US	flagoff_arm	Core destroyed	196	0	920	0
v530_drakkarfjord_s1_B	drakkarfjord	1	B	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	100
v531fix_drakkarfjord_s1_B	drakkarfjord	1	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	454	0	0	1600
parent_drakkarfjord_s2_A	drakkarfjord	2	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	532	0	0	2030
flagoff_drakkarfjord_s2_A	drakkarfjord	2	A	flagoff	US	flagoff_arm	Core destroyed	285	0	0	0
v530_drakkarfjord_s2_A	drakkarfjord	2	A	v530	US	v530_arm	Core destroyed	216	0	190	170
v531fix_drakkarfjord_s2_A	drakkarfjord	2	A	v531fix	US	_v531fix	Core destroyed	226	0	330	0
parent_drakkarfjord_s2_B	drakkarfjord	2	B	parent	US	parent_arm	Core destroyed	172	0	730	0
flagoff_drakkarfjord_s2_B	drakkarfjord	2	B	flagoff	US	flagoff_arm	Core destroyed	453	0	310	0
v530_drakkarfjord_s2_B	drakkarfjord	2	B	v530	US	v530_arm	Core destroyed	302	0	670	90
v531fix_drakkarfjord_s2_B	drakkarfjord	2	B	v531fix	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	6220
parent_ragnarok_s1_A	ragnarok	1	A	parent	US	parent_arm	Core destroyed	126	0	580	210
flagoff_ragnarok_s1_A	ragnarok	1	A	flagoff	US	flagoff_arm	Core destroyed	126	0	580	210
v530_ragnarok_s1_A	ragnarok	1	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	165	0	0	790
v531fix_ragnarok_s1_A	ragnarok	1	A	v531fix	US	_v531fix	Core destroyed	127	0	570	230
parent_ragnarok_s1_B	ragnarok	1	B	parent	US	parent_arm	Core destroyed	309	0	800	490
flagoff_ragnarok_s1_B	ragnarok	1	B	flagoff	US	flagoff_arm	Core destroyed	193	0	510	190
v530_ragnarok_s1_B	ragnarok	1	B	v530	US	v530_arm	Core destroyed	153	0	410	220
v531fix_ragnarok_s1_B	ragnarok	1	B	v531fix	US	_v531fix	Core destroyed	208	0	1000	220
parent_ragnarok_s2_A	ragnarok	2	A	parent	US	parent_arm	Core destroyed	126	0	590	220
flagoff_ragnarok_s2_A	ragnarok	2	A	flagoff	US	flagoff_arm	Core destroyed	126	0	590	220
v530_ragnarok_s2_A	ragnarok	2	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	153	0	0	730
v531fix_ragnarok_s2_A	ragnarok	2	A	v531fix	US	_v531fix	Core destroyed	127	0	570	230
parent_ragnarok_s2_B	ragnarok	2	B	parent	US	parent_arm	Core destroyed	277	0	720	490
flagoff_ragnarok_s2_B	ragnarok	2	B	flagoff	US	flagoff_arm	Core destroyed	193	0	510	180
v530_ragnarok_s2_B	ragnarok	2	B	v530	US	v530_arm	Core destroyed	179	0	520	210
v531fix_ragnarok_s2_B	ragnarok	2	B	v531fix	US	_v531fix	Core destroyed	183	0	870	230
parent_royale_s1_A	royale	1	A	parent	US	parent_arm	Core destroyed	203	0	2330	420
flagoff_royale_s1_A	royale	1	A	flagoff	US	flagoff_arm	Core destroyed	207	0	2310	60
v530_royale_s1_A	royale	1	A	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	11620	13780
v531fix_royale_s1_A	royale	1	A	v531fix	US	_v531fix	Core destroyed	471	0	5110	2240
parent_royale_s1_B	royale	1	B	parent	US	parent_arm	Core destroyed	168	0	1420	50
flagoff_royale_s1_B	royale	1	B	flagoff	US	flagoff_arm	Core destroyed	160	0	1260	70
v530_royale_s1_B	royale	1	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	289	0	680	2770
v531fix_royale_s1_B	royale	1	B	v531fix	US	_v531fix	Core destroyed	185	0	2030	80
parent_royale_s2_A	royale	2	A	parent	US	parent_arm	Core destroyed	217	0	2810	440
flagoff_royale_s2_A	royale	2	A	flagoff	US	flagoff_arm	Core destroyed	360	0	4320	2210
v530_royale_s2_A	royale	2	A	v530	US	v530_arm	Core destroyed	208	0	680	0
v531fix_royale_s2_A	royale	2	A	v531fix	US	_v531fix	Core destroyed	349	0	3830	200
parent_royale_s2_B	royale	2	B	parent	US	parent_arm	Core destroyed	208	0	2000	70
flagoff_royale_s2_B	royale	2	B	flagoff	US	flagoff_arm	Core destroyed	226	0	2480	640
v530_royale_s2_B	royale	2	B	v530	US	v530_arm	Core destroyed	243	0	1350	0
v531fix_royale_s2_B	royale	2	B	v531fix	US	_v531fix	Core destroyed	514	0	3940	2100
parent_nordkap_s1_A	nordkap	1	A	parent	US	parent_arm	Core destroyed	164	0	660	70
flagoff_nordkap_s1_A	nordkap	1	A	flagoff	US	flagoff_arm	Core destroyed	552	0	4500	670
v530_nordkap_s1_A	nordkap	1	A	v530	US	v530_arm	Core destroyed	169	0	400	110
v531fix_nordkap_s1_A	nordkap	1	A	v531fix	US	_v531fix	Core destroyed	805	0	90	70
parent_nordkap_s1_B	nordkap	1	B	parent	US	parent_arm	Core destroyed	504	0	1360	110
flagoff_nordkap_s1_B	nordkap	1	B	flagoff	US	flagoff_arm	Core destroyed	322	0	760	650
v530_nordkap_s1_B	nordkap	1	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	132	0	200	610
v531fix_nordkap_s1_B	nordkap	1	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	95	0	210	420
parent_nordkap_s2_A	nordkap	2	A	parent	US	parent_arm	Core destroyed	276	0	1040	190
flagoff_nordkap_s2_A	nordkap	2	A	flagoff	US	flagoff_arm	Core destroyed	258	0	2290	140
v530_nordkap_s2_A	nordkap	2	A	v530	US	v530_arm	Core destroyed	197	0	470	70
v531fix_nordkap_s2_A	nordkap	2	A	v531fix	US	_v531fix	Core destroyed	537	0	230	160
parent_nordkap_s2_B	nordkap	2	B	parent	US	parent_arm	Core destroyed	309	0	750	840
flagoff_nordkap_s2_B	nordkap	2	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	152	0	280	1290
v530_nordkap_s2_B	nordkap	2	B	v530	US	v530_arm	Core destroyed	288	0	780	220
v531fix_nordkap_s2_B	nordkap	2	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	414	0	200	5610
parent_icefloe_s3_A	icefloe	3	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	196	0	0	780
flagoff_icefloe_s3_A	icefloe	3	A	flagoff	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	80
v530_icefloe_s3_A	icefloe	3	A	v530	US	v530_arm	Core destroyed	201	0	400	0
v531fix_icefloe_s3_A	icefloe	3	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	430	0	890	1040
parent_icefloe_s3_B	icefloe	3	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	373	0	0	850
flagoff_icefloe_s3_B	icefloe	3	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	120	0	0	610
v530_icefloe_s3_B	icefloe	3	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	735	0	9080	7550
v531fix_icefloe_s3_B	icefloe	3	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	675	0	5660	6750
parent_icefloe_s4_A	icefloe	4	A	parent	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	930
flagoff_icefloe_s4_A	icefloe	4	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	481	0	790	3510
v530_icefloe_s4_A	icefloe	4	A	v530	US	v530_arm	Core destroyed	451	0	1490	0
v531fix_icefloe_s4_A	icefloe	4	A	v531fix	US	_v531fix	Core destroyed	355	0	1120	20
parent_icefloe_s4_B	icefloe	4	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	141	0	0	550
flagoff_icefloe_s4_B	icefloe	4	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	331	0	270	830
v530_icefloe_s4_B	icefloe	4	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	719	0	7600	6000
v531fix_icefloe_s4_B	icefloe	4	B	v531fix	US	_v531fix	Titanium collected (tiebreak)	1000	0	10290	6670
parent_auroraveil_s3_A	auroraveil	3	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	621	0	830	180
flagoff_auroraveil_s3_A	auroraveil	3	A	flagoff	US	flagoff_arm	Core destroyed	291	0	680	320
v530_auroraveil_s3_A	auroraveil	3	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	184	0	0	1010
v531fix_auroraveil_s3_A	auroraveil	3	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	673	0	1490	3920
parent_auroraveil_s3_B	auroraveil	3	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	171	0	0	610
flagoff_auroraveil_s3_B	auroraveil	3	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	254	0	0	1730
v530_auroraveil_s3_B	auroraveil	3	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	580	0	0	4930
v531fix_auroraveil_s3_B	auroraveil	3	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	461	0	460	2650
parent_auroraveil_s4_A	auroraveil	4	A	parent	US	parent_arm	Core destroyed	209	0	480	0
flagoff_auroraveil_s4_A	auroraveil	4	A	flagoff	US	flagoff_arm	Core destroyed	223	0	510	0
v530_auroraveil_s4_A	auroraveil	4	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	164	0	0	740
v531fix_auroraveil_s4_A	auroraveil	4	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	177	0	0	230
parent_auroraveil_s4_B	auroraveil	4	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	209	0	0	1380
flagoff_auroraveil_s4_B	auroraveil	4	B	flagoff	US	flagoff_arm	Harvesters (tiebreak)	1000	0	0	0
v530_auroraveil_s4_B	auroraveil	4	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	391	0	160	2760
v531fix_auroraveil_s4_B	auroraveil	4	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	200	0	0	1300
parent_glacierkeep_s3_A	glacierkeep	3	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	323	0	0	690
flagoff_glacierkeep_s3_A	glacierkeep	3	A	flagoff	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	1430
v530_glacierkeep_s3_A	glacierkeep	3	A	v530	US	v530_arm	Core destroyed	386	0	0	0
v531fix_glacierkeep_s3_A	glacierkeep	3	A	v531fix	US	_v531fix	Harvesters (tiebreak)	493	0	0	0
parent_glacierkeep_s3_B	glacierkeep	3	B	parent	US	parent_arm	Core destroyed	261	0	0	0
flagoff_glacierkeep_s3_B	glacierkeep	3	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	460	0	0	4700
v530_glacierkeep_s3_B	glacierkeep	3	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	397	0	0	850
v531fix_glacierkeep_s3_B	glacierkeep	3	B	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	583	0	1300	4650
parent_glacierkeep_s4_A	glacierkeep	4	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	381	0	0	540
flagoff_glacierkeep_s4_A	glacierkeep	4	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	379	0	0	950
v530_glacierkeep_s4_A	glacierkeep	4	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	460	0	0	5020
v531fix_glacierkeep_s4_A	glacierkeep	4	A	v531fix	US	_v531fix	Core destroyed	621	0	0	0
parent_glacierkeep_s4_B	glacierkeep	4	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	460	0	0	4700
flagoff_glacierkeep_s4_B	glacierkeep	4	B	flagoff	US	flagoff_arm	Core destroyed	957	0	0	0
v530_glacierkeep_s4_B	glacierkeep	4	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	598	0	2170	3230
v531fix_glacierkeep_s4_B	glacierkeep	4	B	v531fix	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	3010	8750
parent_yulerune_s3_A	yulerune	3	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	197	0	0	830
flagoff_yulerune_s3_A	yulerune	3	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	222	0	0	1020
v530_yulerune_s3_A	yulerune	3	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	376	0	80	3900
v531fix_yulerune_s3_A	yulerune	3	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	371	0	230	690
parent_yulerune_s3_B	yulerune	3	B	parent	US	parent_arm	Core destroyed	329	0	1980	2190
flagoff_yulerune_s3_B	yulerune	3	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	349	0	0	320
v530_yulerune_s3_B	yulerune	3	B	v530	US	v530_arm	Core destroyed	420	0	3350	1530
v531fix_yulerune_s3_B	yulerune	3	B	v531fix	US	_v531fix	Core destroyed	510	0	5690	5250
parent_yulerune_s4_A	yulerune	4	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	222	0	0	1090
flagoff_yulerune_s4_A	yulerune	4	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	101	0	0	520
v530_yulerune_s4_A	yulerune	4	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	267	0	80	1650
v531fix_yulerune_s4_A	yulerune	4	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	197	0	900	650
parent_yulerune_s4_B	yulerune	4	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	340	0	0	2400
flagoff_yulerune_s4_B	yulerune	4	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	495	0	0	2260
v530_yulerune_s4_B	yulerune	4	B	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	6330	9390
v531fix_yulerune_s4_B	yulerune	4	B	v531fix	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	8270	10300
parent_drakkarfjord_s3_A	drakkarfjord	3	A	parent	US	parent_arm	Core destroyed	885	0	0	140
flagoff_drakkarfjord_s3_A	drakkarfjord	3	A	flagoff	US	flagoff_arm	Core destroyed	565	0	0	140
v530_drakkarfjord_s3_A	drakkarfjord	3	A	v530	US	v530_arm	Core destroyed	583	0	1470	1880
v531fix_drakkarfjord_s3_A	drakkarfjord	3	A	v531fix	US	_v531fix	Core destroyed	112	0	220	50
parent_drakkarfjord_s3_B	drakkarfjord	3	B	parent	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	320	1310
flagoff_drakkarfjord_s3_B	drakkarfjord	3	B	flagoff	US	flagoff_arm	Core destroyed	182	0	770	0
v530_drakkarfjord_s3_B	drakkarfjord	3	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	337	0	770	1240
v531fix_drakkarfjord_s3_B	drakkarfjord	3	B	v531fix	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	1460
parent_drakkarfjord_s4_A	drakkarfjord	4	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	593	0	0	250
flagoff_drakkarfjord_s4_A	drakkarfjord	4	A	flagoff	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	140
v530_drakkarfjord_s4_A	drakkarfjord	4	A	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	400
v531fix_drakkarfjord_s4_A	drakkarfjord	4	A	v531fix	OPP	_x3r0v165mjolnirB	Core destroyed	571	0	520	1000
parent_drakkarfjord_s4_B	drakkarfjord	4	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	653	0	320	0
flagoff_drakkarfjord_s4_B	drakkarfjord	4	B	flagoff	US	flagoff_arm	Core destroyed	182	0	770	0
v530_drakkarfjord_s4_B	drakkarfjord	4	B	v530	US	v530_arm	Core destroyed	302	0	670	90
v531fix_drakkarfjord_s4_B	drakkarfjord	4	B	v531fix	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	260
parent_ragnarok_s3_A	ragnarok	3	A	parent	US	parent_arm	Core destroyed	132	0	610	430
flagoff_ragnarok_s3_A	ragnarok	3	A	flagoff	US	flagoff_arm	Core destroyed	132	0	610	430
v530_ragnarok_s3_A	ragnarok	3	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	145	0	0	690
v531fix_ragnarok_s3_A	ragnarok	3	A	v531fix	US	_v531fix	Core destroyed	128	0	570	210
parent_ragnarok_s3_B	ragnarok	3	B	parent	US	parent_arm	Core destroyed	193	0	510	190
flagoff_ragnarok_s3_B	ragnarok	3	B	flagoff	US	flagoff_arm	Core destroyed	277	0	720	490
v530_ragnarok_s3_B	ragnarok	3	B	v530	US	v530_arm	Core destroyed	197	0	520	180
v531fix_ragnarok_s3_B	ragnarok	3	B	v531fix	US	_v531fix	Core destroyed	153	0	410	420
parent_ragnarok_s4_A	ragnarok	4	A	parent	US	parent_arm	Core destroyed	120	0	520	170
flagoff_ragnarok_s4_A	ragnarok	4	A	flagoff	US	flagoff_arm	Core destroyed	120	0	520	170
v530_ragnarok_s4_A	ragnarok	4	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	145	0	0	690
v531fix_ragnarok_s4_A	ragnarok	4	A	v531fix	US	_v531fix	Core destroyed	127	0	570	230
parent_ragnarok_s4_B	ragnarok	4	B	parent	US	parent_arm	Core destroyed	309	0	800	490
flagoff_ragnarok_s4_B	ragnarok	4	B	flagoff	US	flagoff_arm	Core destroyed	153	0	410	210
v530_ragnarok_s4_B	ragnarok	4	B	v530	US	v530_arm	Core destroyed	337	0	870	880
v531fix_ragnarok_s4_B	ragnarok	4	B	v531fix	US	_v531fix	Core destroyed	245	0	640	160
parent_royale_s3_A	royale	3	A	parent	US	parent_arm	Core destroyed	168	0	1750	20
flagoff_royale_s3_A	royale	3	A	flagoff	US	flagoff_arm	Core destroyed	248	0	3240	80
v530_royale_s3_A	royale	3	A	v530	US	v530_arm	Core destroyed	257	0	530	100
v531fix_royale_s3_A	royale	3	A	v531fix	US	_v531fix	Core destroyed	403	0	5050	1770
parent_royale_s3_B	royale	3	B	parent	US	parent_arm	Core destroyed	298	0	3580	430
flagoff_royale_s3_B	royale	3	B	flagoff	US	flagoff_arm	Core destroyed	296	0	2180	1250
v530_royale_s3_B	royale	3	B	v530	US	v530_arm	Core destroyed	209	0	1670	1410
v531fix_royale_s3_B	royale	3	B	v531fix	US	_v531fix	Core destroyed	302	0	3070	730
parent_royale_s4_A	royale	4	A	parent	US	parent_arm	Core destroyed	262	0	2900	110
flagoff_royale_s4_A	royale	4	A	flagoff	US	flagoff_arm	Core destroyed	136	0	1280	450
v530_royale_s4_A	royale	4	A	v530	US	v530_arm	Core destroyed	213	0	480	0
v531fix_royale_s4_A	royale	4	A	v531fix	US	_v531fix	Core destroyed	230	0	2290	380
parent_royale_s4_B	royale	4	B	parent	US	parent_arm	Core destroyed	168	0	1800	0
flagoff_royale_s4_B	royale	4	B	flagoff	US	flagoff_arm	Core destroyed	228	0	3660	490
