tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
atoll_s1_A	561	first_fwd_sentinel	476	142	200	16	0	5	25	10	40	80
atoll_s1_A	300	r300	351	105	100	16	0	5	20	10	40	60
atoll_s1_A	999	end	345	103	80	15	0	5	15	10	60	60
atoll_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s1_B	300	r300	292	87	80	12	0	5	25	10	0	60
atoll_s1_B	379	end	312	93	80	12	0	5	25	10	0	80
atoll_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s2_A	260	first_fwd_sentinel	347	104	80	14	0	3	20	10	60	60
atoll_s2_A	300	r300	306	91	40	14	0	2	20	10	60	60
atoll_s2_A	735	end	306	91	40	14	0	2	20	10	60	60
atoll_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s2_B	298	r300	255	76	60	7	0	3	15	10	60	0
atoll_s2_B	298	end	255	76	60	7	0	3	15	10	60	0
atoll_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s3_A	244	first_fwd_sentinel	309	92	80	12	0	7	20	10	40	40
atoll_s3_A	300	r300	310	93	80	13	0	7	20	10	40	40
atoll_s3_A	820	end	591	177	180	13	0	8	20	10	100	160
atoll_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s3_B	300	r300	259	77	0	9	0	0	20	10	0	120
atoll_s3_B	350	end	259	77	0	9	0	0	20	10	0	120
atoll_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s1_A	91	first_fwd_sentinel	316	94	100	22	0	9	15	10	20	40
drakkarfjord_s1_A	200	r300	294	88	80	21	0	8	15	10	20	40
drakkarfjord_s1_A	200	end	294	88	80	21	0	8	15	10	20	40
drakkarfjord_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s1_B	97	first_fwd_sentinel	318	95	100	18	0	10	10	0	0	80
drakkarfjord_s1_B	172	r300	316	94	100	18	0	8	10	0	0	80
drakkarfjord_s1_B	172	end	316	94	100	18	0	8	10	0	0	80
drakkarfjord_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s2_A	76	first_fwd_sentinel	309	92	100	23	0	11	15	0	0	60
drakkarfjord_s2_A	131	r300	309	92	100	23	0	11	15	0	0	60
drakkarfjord_s2_A	131	end	309	92	100	23	0	11	15	0	0	60
drakkarfjord_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s2_B	300	r300	258	77	60	21	0	2	15	0	20	40
drakkarfjord_s2_B	341	end	258	77	60	21	0	2	15	0	20	40
drakkarfjord_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s3_A	286	first_fwd_sentinel	411	123	80	93	0	3	45	10	40	40
drakkarfjord_s3_A	300	r300	411	123	80	93	0	3	45	10	40	40
drakkarfjord_s3_A	477	end	481	144	100	93	0	3	45	40	60	40
drakkarfjord_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s3_B	80	first_fwd_sentinel	297	89	100	18	0	9	10	0	20	40
drakkarfjord_s3_B	151	r300	297	89	100	18	0	9	10	0	20	40
drakkarfjord_s3_B	151	end	297	89	100	18	0	9	10	0	20	40
drakkarfjord_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_A	73	first_fwd_sentinel	285	85	120	10	0	10	5	0	20	20
glacierkeep_s1_A	128	r300	285	85	120	10	0	10	5	0	20	20
glacierkeep_s1_A	128	end	285	85	120	10	0	10	5	0	20	20
glacierkeep_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_B	65	first_fwd_sentinel	265	79	120	9	0	11	5	0	0	20
glacierkeep_s1_B	300	r300	241	72	100	7	0	9	5	0	0	20
glacierkeep_s1_B	999	end	231	69	80	8	0	8	15	0	0	20
glacierkeep_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_A	77	first_fwd_sentinel	284	85	120	10	0	9	5	0	20	20
glacierkeep_s2_A	224	r300	284	85	120	9	0	10	5	0	20	20
glacierkeep_s2_A	224	end	284	85	120	9	0	10	5	0	20	20
glacierkeep_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_B	67	first_fwd_sentinel	264	79	120	10	0	9	5	0	0	20
glacierkeep_s2_B	144	r300	261	78	120	7	0	9	5	0	0	20
glacierkeep_s2_B	144	end	261	78	120	7	0	9	5	0	0	20
glacierkeep_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_A	116	first_fwd_sentinel	326	97	120	10	0	11	5	0	60	20
glacierkeep_s3_A	204	r300	326	97	120	10	0	11	5	0	60	20
glacierkeep_s3_A	204	end	326	97	120	10	0	11	5	0	60	20
glacierkeep_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
