tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v530_atoll_s41_A	atoll	41	A	v530	US	_v530home	Core destroyed	84	0	520	0
nodoor_atoll_s41_A	atoll	41	A	nodoor	US	nodoor	Core destroyed	84	0	520	0
v530_atoll_s41_B	atoll	41	B	v530	US	_v530home	Core destroyed	173	0	0	0
nodoor_atoll_s41_B	atoll	41	B	nodoor	US	nodoor	Core destroyed	173	0	0	0
v530_atoll_s42_A	atoll	42	A	v530	US	_v530home	Core destroyed	84	0	520	0
nodoor_atoll_s42_A	atoll	42	A	nodoor	US	nodoor	Core destroyed	84	0	520	0
v530_atoll_s42_B	atoll	42	B	v530	US	_v530home	Core destroyed	173	0	0	0
nodoor_atoll_s42_B	atoll	42	B	nodoor	US	nodoor	Core destroyed	88	0	170	0
v530_atoll_s43_A	atoll	43	A	v530	US	_v530home	Core destroyed	87	0	550	0
nodoor_atoll_s43_A	atoll	43	A	nodoor	US	nodoor	Core destroyed	84	0	520	0
v530_atoll_s43_B	atoll	43	B	v530	US	_v530home	Core destroyed	173	0	0	0
nodoor_atoll_s43_B	atoll	43	B	nodoor	US	nodoor	Core destroyed	88	0	170	0
v530_atoll_s44_A	atoll	44	A	v530	US	_v530home	Core destroyed	84	0	520	0
nodoor_atoll_s44_A	atoll	44	A	nodoor	US	nodoor	Core destroyed	84	0	520	0
v530_atoll_s44_B	atoll	44	B	v530	US	_v530home	Core destroyed	88	0	170	0
nodoor_atoll_s44_B	atoll	44	B	nodoor	US	nodoor	Core destroyed	173	0	0	0
v530_drakkarfjord_s41_A	drakkarfjord	41	A	v530	US	_v530home	Core destroyed	165	0	0	0
nodoor_drakkarfjord_s41_A	drakkarfjord	41	A	nodoor	US	nodoor	Core destroyed	165	0	0	0
v530_drakkarfjord_s41_B	drakkarfjord	41	B	v530	US	_v530home	Core destroyed	181	0	0	0
nodoor_drakkarfjord_s41_B	drakkarfjord	41	B	nodoor	US	nodoor	Core destroyed	181	0	0	0
v530_drakkarfjord_s42_A	drakkarfjord	42	A	v530	US	_v530home	Core destroyed	165	0	0	0
nodoor_drakkarfjord_s42_A	drakkarfjord	42	A	nodoor	US	nodoor	Core destroyed	165	0	0	0
v530_drakkarfjord_s42_B	drakkarfjord	42	B	v530	US	_v530home	Core destroyed	181	0	0	0
nodoor_drakkarfjord_s42_B	drakkarfjord	42	B	nodoor	US	nodoor	Core destroyed	181	0	0	0
v530_drakkarfjord_s43_A	drakkarfjord	43	A	v530	US	_v530home	Core destroyed	165	0	0	0
nodoor_drakkarfjord_s43_A	drakkarfjord	43	A	nodoor	US	nodoor	Core destroyed	165	0	0	0
v530_drakkarfjord_s43_B	drakkarfjord	43	B	v530	US	_v530home	Core destroyed	181	0	0	0
nodoor_drakkarfjord_s43_B	drakkarfjord	43	B	nodoor	US	nodoor	Core destroyed	181	0	0	0
v530_drakkarfjord_s44_A	drakkarfjord	44	A	v530	US	_v530home	Core destroyed	165	0	0	0
nodoor_drakkarfjord_s44_A	drakkarfjord	44	A	nodoor	US	nodoor	Core destroyed	165	0	0	0
v530_drakkarfjord_s44_B	drakkarfjord	44	B	v530	US	_v530home	Core destroyed	181	0	0	0
nodoor_drakkarfjord_s44_B	drakkarfjord	44	B	nodoor	US	nodoor	Core destroyed	181	0	0	0
v530_glacierkeep_s41_A	glacierkeep	41	A	v530	US	_v530home	Core destroyed	165	0	0	0
nodoor_glacierkeep_s41_A	glacierkeep	41	A	nodoor	US	nodoor	Core destroyed	177	0	0	0
v530_glacierkeep_s41_B	glacierkeep	41	B	v530	US	_v530home	Core destroyed	200	0	180	0
nodoor_glacierkeep_s41_B	glacierkeep	41	B	nodoor	US	nodoor	Core destroyed	227	0	390	0
v530_glacierkeep_s42_A	glacierkeep	42	A	v530	US	_v530home	Core destroyed	177	0	0	0
nodoor_glacierkeep_s42_A	glacierkeep	42	A	nodoor	US	nodoor	Core destroyed	269	0	0	0
v530_glacierkeep_s42_B	glacierkeep	42	B	v530	US	_v530home	Core destroyed	200	0	180	0
nodoor_glacierkeep_s42_B	glacierkeep	42	B	nodoor	US	nodoor	Core destroyed	215	0	660	0
v530_glacierkeep_s43_A	glacierkeep	43	A	v530	US	_v530home	Core destroyed	269	0	0	0
nodoor_glacierkeep_s43_A	glacierkeep	43	A	nodoor	US	nodoor	Core destroyed	177	0	0	0
v530_glacierkeep_s43_B	glacierkeep	43	B	v530	US	_v530home	Core destroyed	219	0	710	0
nodoor_glacierkeep_s43_B	glacierkeep	43	B	nodoor	US	nodoor	Core destroyed	219	0	710	0
v530_glacierkeep_s44_A	glacierkeep	44	A	v530	US	_v530home	Core destroyed	161	0	0	0
nodoor_glacierkeep_s44_A	glacierkeep	44	A	nodoor	US	nodoor	Core destroyed	361	0	0	0
v530_glacierkeep_s44_B	glacierkeep	44	B	v530	US	_v530home	Core destroyed	227	0	390	0
nodoor_glacierkeep_s44_B	glacierkeep	44	B	nodoor	US	nodoor	Core destroyed	227	0	390	0
v530_nordkap_s41_A	nordkap	41	A	v530	US	_v530home	Core destroyed	101	0	220	0
nodoor_nordkap_s41_A	nordkap	41	A	nodoor	US	nodoor	Core destroyed	99	0	220	0
v530_nordkap_s41_B	nordkap	41	B	v530	US	_v530home	Core destroyed	139	0	840	0
nodoor_nordkap_s41_B	nordkap	41	B	nodoor	US	nodoor	Core destroyed	142	0	630	0
v530_nordkap_s42_A	nordkap	42	A	v530	US	_v530home	Core destroyed	111	0	250	0
nodoor_nordkap_s42_A	nordkap	42	A	nodoor	US	nodoor	Core destroyed	111	0	250	0
v530_nordkap_s42_B	nordkap	42	B	v530	US	_v530home	Core destroyed	152	0	680	0
nodoor_nordkap_s42_B	nordkap	42	B	nodoor	US	nodoor	Core destroyed	139	0	840	0
v530_nordkap_s43_A	nordkap	43	A	v530	US	_v530home	Core destroyed	111	0	250	0
nodoor_nordkap_s43_A	nordkap	43	A	nodoor	US	nodoor	Core destroyed	111	0	250	0
v530_nordkap_s43_B	nordkap	43	B	v530	US	_v530home	Core destroyed	152	0	680	0
nodoor_nordkap_s43_B	nordkap	43	B	nodoor	US	nodoor	Core destroyed	151	0	680	0
v530_nordkap_s44_A	nordkap	44	A	v530	US	_v530home	Core destroyed	111	0	250	0
nodoor_nordkap_s44_A	nordkap	44	A	nodoor	US	nodoor	Core destroyed	111	0	250	0
v530_nordkap_s44_B	nordkap	44	B	v530	US	_v530home	Core destroyed	152	0	680	0
nodoor_nordkap_s44_B	nordkap	44	B	nodoor	US	nodoor	Core destroyed	139	0	850	0
v530_yulerune_s41_A	yulerune	41	A	v530	US	_v530home	Core destroyed	149	0	440	0
nodoor_yulerune_s41_A	yulerune	41	A	nodoor	US	nodoor	Core destroyed	151	0	450	0
v530_yulerune_s41_B	yulerune	41	B	v530	US	_v530home	Core destroyed	93	0	360	0
nodoor_yulerune_s41_B	yulerune	41	B	nodoor	US	nodoor	Core destroyed	89	0	350	0
v530_yulerune_s42_A	yulerune	42	A	v530	US	_v530home	Core destroyed	91	0	190	0
nodoor_yulerune_s42_A	yulerune	42	A	nodoor	US	nodoor	Core destroyed	91	0	190	0
v530_yulerune_s42_B	yulerune	42	B	v530	US	_v530home	Core destroyed	89	0	350	0
nodoor_yulerune_s42_B	yulerune	42	B	nodoor	US	nodoor	Core destroyed	97	0	380	0
v530_yulerune_s43_A	yulerune	43	A	v530	US	_v530home	Core destroyed	91	0	190	0
nodoor_yulerune_s43_A	yulerune	43	A	nodoor	US	nodoor	Core destroyed	148	0	560	0
v530_yulerune_s43_B	yulerune	43	B	v530	US	_v530home	Core destroyed	89	0	350	0
nodoor_yulerune_s43_B	yulerune	43	B	nodoor	US	nodoor	Core destroyed	93	0	360	0
v530_yulerune_s44_A	yulerune	44	A	v530	US	_v530home	Core destroyed	151	0	450	0
nodoor_yulerune_s44_A	yulerune	44	A	nodoor	US	nodoor	Core destroyed	91	0	190	0
v530_yulerune_s44_B	yulerune	44	B	v530	US	_v530home	Core destroyed	93	0	360	0
nodoor_yulerune_s44_B	yulerune	44	B	nodoor	US	nodoor	Core destroyed	94	0	370	0
v530_antler_s41_A	antler	41	A	v530	US	_v530home	Core destroyed	203	0	2060	0
nodoor_antler_s41_A	antler	41	A	nodoor	US	nodoor	Core destroyed	215	0	1880	0
v530_antler_s41_B	antler	41	B	v530	US	_v530home	Core destroyed	147	0	1690	0
nodoor_antler_s41_B	antler	41	B	nodoor	US	nodoor	Core destroyed	96	0	440	0
v530_antler_s42_A	antler	42	A	v530	US	_v530home	Core destroyed	120	0	780	0
nodoor_antler_s42_A	antler	42	A	nodoor	US	nodoor	Core destroyed	134	0	790	0
v530_antler_s42_B	antler	42	B	v530	US	_v530home	Core destroyed	96	0	590	0
nodoor_antler_s42_B	antler	42	B	nodoor	US	nodoor	Core destroyed	180	0	590	0
v530_antler_s43_A	antler	43	A	v530	US	_v530home	Core destroyed	204	0	2000	0
nodoor_antler_s43_A	antler	43	A	nodoor	US	nodoor	Core destroyed	215	0	1880	0
v530_antler_s43_B	antler	43	B	v530	US	_v530home	Core destroyed	213	0	690	0
nodoor_antler_s43_B	antler	43	B	nodoor	US	nodoor	Core destroyed	164	0	1670	0
v530_antler_s44_A	antler	44	A	v530	US	_v530home	Core destroyed	233	0	1530	0
nodoor_antler_s44_A	antler	44	A	nodoor	US	nodoor	Core destroyed	198	0	2180	0
v530_antler_s44_B	antler	44	B	v530	US	_v530home	Core destroyed	159	0	1270	0
nodoor_antler_s44_B	antler	44	B	nodoor	US	nodoor	Core destroyed	135	0	630	0
v530_fjordgate_s41_A	fjordgate	41	A	v530	US	_v530home	Core destroyed	97	0	800	0
nodoor_fjordgate_s41_A	fjordgate	41	A	nodoor	US	nodoor	Core destroyed	84	0	370	0
v530_fjordgate_s41_B	fjordgate	41	B	v530	US	_v530home	Core destroyed	85	0	830	0
nodoor_fjordgate_s41_B	fjordgate	41	B	nodoor	US	nodoor	Core destroyed	96	0	820	0
v530_fjordgate_s42_A	fjordgate	42	A	v530	US	_v530home	Core destroyed	113	0	680	0
nodoor_fjordgate_s42_A	fjordgate	42	A	nodoor	US	nodoor	Core destroyed	90	0	750	0
v530_fjordgate_s42_B	fjordgate	42	B	v530	US	_v530home	Core destroyed	94	0	970	0
nodoor_fjordgate_s42_B	fjordgate	42	B	nodoor	US	nodoor	Core destroyed	107	0	1130	0
v530_fjordgate_s43_A	fjordgate	43	A	v530	US	_v530home	Core destroyed	81	0	500	0
nodoor_fjordgate_s43_A	fjordgate	43	A	nodoor	US	nodoor	Core destroyed	97	0	910	0
v530_fjordgate_s43_B	fjordgate	43	B	v530	US	_v530home	Core destroyed	101	0	1070	0
nodoor_fjordgate_s43_B	fjordgate	43	B	nodoor	US	nodoor	Core destroyed	96	0	820	0
v530_fjordgate_s44_A	fjordgate	44	A	v530	US	_v530home	Core destroyed	124	0	1180	0
nodoor_fjordgate_s44_A	fjordgate	44	A	nodoor	US	nodoor	Core destroyed	90	0	750	0
v530_fjordgate_s44_B	fjordgate	44	B	v530	US	_v530home	Core destroyed	100	0	930	0
nodoor_fjordgate_s44_B	fjordgate	44	B	nodoor	US	nodoor	Core destroyed	96	0	820	0
v530_midgard_s41_A	midgard	41	A	v530	US	_v530home	Core destroyed	70	0	480	0
nodoor_midgard_s41_A	midgard	41	A	nodoor	US	nodoor	Core destroyed	79	0	620	0
v530_midgard_s41_B	midgard	41	B	v530	US	_v530home	Core destroyed	68	0	490	0
nodoor_midgard_s41_B	midgard	41	B	nodoor	US	nodoor	Core destroyed	68	0	490	0
v530_midgard_s42_A	midgard	42	A	v530	US	_v530home	Core destroyed	74	0	480	0
nodoor_midgard_s42_A	midgard	42	A	nodoor	US	nodoor	Core destroyed	69	0	470	0
v530_midgard_s42_B	midgard	42	B	v530	US	_v530home	Core destroyed	66	0	560	0
nodoor_midgard_s42_B	midgard	42	B	nodoor	US	nodoor	Core destroyed	75	0	610	0
v530_midgard_s43_A	midgard	43	A	v530	US	_v530home	Core destroyed	74	0	610	0
nodoor_midgard_s43_A	midgard	43	A	nodoor	US	nodoor	Core destroyed	73	0	600	0
v530_midgard_s43_B	midgard	43	B	v530	US	_v530home	Core destroyed	66	0	560	0
nodoor_midgard_s43_B	midgard	43	B	nodoor	US	nodoor	Core destroyed	68	0	560	0
v530_midgard_s44_A	midgard	44	A	v530	US	_v530home	Core destroyed	70	0	480	0
nodoor_midgard_s44_A	midgard	44	A	nodoor	US	nodoor	Core destroyed	80	0	630	0
v530_midgard_s44_B	midgard	44	B	v530	US	_v530home	Core destroyed	68	0	560	0
nodoor_midgard_s44_B	midgard	44	B	nodoor	US	nodoor	Core destroyed	68	0	560	0
