2026-08-14T18:36:56Z	DEST14B	4148	drumlin	284138	A	T	core_destroyed	415
2026-08-14T18:36:59Z	DEST14B	4149	drumlin	284138	B	C	core_destroyed	510
2026-08-14T18:37:01Z	DEST14B	4150	fjordgate	284138	A	C	core_destroyed	215
2026-08-14T18:37:02Z	DEST14B	4151	fjordgate	284138	B	T	core_destroyed	205
2026-08-14T18:37:03Z	DEST14B	4152	frostgate	284138	A	C	core_destroyed	172
2026-08-14T18:37:08Z	DEST14B	4153	frostgate	284138	B	C	core_destroyed	518
2026-08-14T18:37:21Z	DEST14B	4154	glacierkeep	284138	A	T	core_destroyed	799
2026-08-14T18:37:26Z	DEST14B	4155	glacierkeep	284138	B	C	core_destroyed	473
2026-08-14T18:37:28Z	DEST14B	4156	icefloe	284138	A	C	core_destroyed	174
2026-08-14T18:37:31Z	DEST14B	4157	icefloe	284138	B	C	core_destroyed	314
2026-08-14T18:37:36Z	DEST14B	4158	midgard	284138	A	T	core_destroyed	199
2026-08-14T18:37:38Z	DEST14B	4159	midgard	284138	B	T	core_destroyed	110
2026-08-14T18:37:40Z	DEST14B	4160	nordkap	284138	A	T	core_destroyed	217
2026-08-14T18:37:42Z	DEST14B	4161	nordkap	284138	B	T	core_destroyed	373
2026-08-14T18:37:46Z	DEST14B	4162	ragnarok	284138	A	T	core_destroyed	171
2026-08-14T18:37:52Z	DEST14B	4163	ragnarok	284138	B	T	core_destroyed	258
2026-08-14T18:37:53Z	DEST14B	4164	royale	284138	A	C	core_destroyed	202
2026-08-14T18:37:55Z	DEST14B	4165	royale	284138	B	T	core_destroyed	162
2026-08-14T18:37:57Z	DEST14B	4166	valkyrie	284138	A	T	core_destroyed	124
2026-08-14T18:38:02Z	DEST14B	4167	valkyrie	284138	B	C	core_destroyed	273
2026-08-14T18:38:04Z	DEST14B	4168	yulerune	284138	A	C	core_destroyed	189
2026-08-14T18:38:06Z	DEST14B	4169	yulerune	284138	B	T	core_destroyed	166
2026-08-14T18:38:07Z	DEST14B	4170	antler	284139	A	T	core_destroyed	318
2026-08-14T18:38:09Z	DEST14B	4171	antler	284139	B	C	core_destroyed	484
2026-08-14T18:38:11Z	DEST14B	4172	archipelago	284139	A	C	core_destroyed	81
2026-08-14T18:38:13Z	DEST14B	4173	archipelago	284139	B	T	core_destroyed	95
2026-08-14T18:38:14Z	DEST14B	4174	auroraveil	284139	A	C	core_destroyed	111
2026-08-14T18:38:15Z	DEST14B	4175	auroraveil	284139	B	C	core_destroyed	162
2026-08-14T18:38:18Z	DEST14B	4176	drakkarfjord	284139	A	C	core_destroyed	184
2026-08-14T18:38:37Z	DEST14B	4177	drakkarfjord	284139	B	T	tiebreak	1000
2026-08-14T18:38:39Z	DEST14B	4178	drumlin	284139	A	C	core_destroyed	360
2026-08-14T18:38:41Z	DEST14B	4179	drumlin	284139	B	C	core_destroyed	203
2026-08-14T18:38:42Z	DEST14B	4180	fjordgate	284139	A	T	core_destroyed	109
2026-08-14T18:38:44Z	DEST14B	4181	fjordgate	284139	B	C	core_destroyed	106
2026-08-14T18:38:45Z	DEST14B	4182	frostgate	284139	A	T	core_destroyed	197
2026-08-14T18:38:46Z	DEST14B	4183	frostgate	284139	B	T	core_destroyed	187
2026-08-14T18:38:50Z	DEST14B	4184	glacierkeep	284139	A	T	tiebreak	1000
2026-08-14T18:38:52Z	DEST14B	4185	glacierkeep	284139	B	C	core_destroyed	168
2026-08-14T18:38:54Z	DEST14B	4186	icefloe	284139	A	C	core_destroyed	122
2026-08-14T18:38:57Z	DEST14B	4187	icefloe	284139	B	C	core_destroyed	295
2026-08-14T18:38:59Z	DEST14B	4188	midgard	284139	A	T	core_destroyed	74
2026-08-14T18:39:02Z	DEST14B	4189	midgard	284139	B	C	core_destroyed	165
2026-08-14T18:39:03Z	DEST14B	4190	nordkap	284139	A	T	core_destroyed	223
2026-08-14T18:39:05Z	DEST14B	4191	nordkap	284139	B	C	core_destroyed	182
2026-08-14T18:39:08Z	DEST14B	4192	ragnarok	284139	A	C	core_destroyed	143
2026-08-14T18:39:16Z	DEST14B	4193	ragnarok	284139	B	T	core_destroyed	281
2026-08-14T18:39:17Z	DEST14B	4194	royale	284139	A	C	core_destroyed	236
2026-08-14T18:39:20Z	DEST14B	4195	royale	284139	B	T	core_destroyed	477
2026-08-14T18:39:24Z	DEST14B	4196	valkyrie	284139	A	C	core_destroyed	215
2026-08-14T18:39:25Z	DEST14B	4197	valkyrie	284139	B	T	core_destroyed	165
2026-08-14T18:39:30Z	DEST14B	4198	yulerune	284139	A	T	core_destroyed	351
2026-08-14T18:39:32Z	DEST14B	4199	yulerune	284139	B	T	core_destroyed	157
2026-08-14T18:39:33Z	DEST14B	4200	antler	284140	A	C	core_destroyed	253
2026-08-14T18:39:36Z	DEST14B	4201	antler	284140	B	T	core_destroyed	394
2026-08-14T18:39:38Z	DEST14B	4202	archipelago	284140	A	C	core_destroyed	114
2026-08-14T18:39:43Z	DEST14B	4203	archipelago	284140	B	C	core_destroyed	489
2026-08-14T18:39:44Z	DEST14B	4204	auroraveil	284140	A	C	core_destroyed	117
2026-08-14T18:39:46Z	DEST14B	4205	auroraveil	284140	B	T	core_destroyed	317
2026-08-14T18:39:48Z	DEST14B	4206	drakkarfjord	284140	A	C	core_destroyed	227
2026-08-14T18:39:53Z	DEST14B	4207	drakkarfjord	284140	B	C	core_destroyed	375
2026-08-14T18:39:54Z	DEST14B	4208	drumlin	284140	A	T	core_destroyed	100
2026-08-14T18:39:58Z	DEST14B	4209	drumlin	284140	B	T	core_destroyed	301
2026-08-14T18:39:59Z	DEST14B	4210	fjordgate	284140	A	T	core_destroyed	186
2026-08-14T18:40:00Z	DEST14B	4211	fjordgate	284140	B	T	core_destroyed	217
2026-08-14T18:40:02Z	DEST14B	4212	frostgate	284140	A	C	core_destroyed	171
2026-08-14T18:40:03Z	DEST14B	4213	frostgate	284140	B	T	core_destroyed	113
2026-08-14T18:40:05Z	DEST14B	4214	glacierkeep	284140	A	T	core_destroyed	252
2026-08-14T18:40:06Z	DEST14B	4215	glacierkeep	284140	B	T	core_destroyed	165
2026-08-14T18:40:09Z	DEST14B	4216	icefloe	284140	A	T	core_destroyed	181
2026-08-14T18:40:12Z	DEST14B	4217	icefloe	284140	B	C	core_destroyed	500
2026-08-14T18:40:15Z	DEST14B	4218	midgard	284140	A	T	core_destroyed	134
2026-08-14T18:40:20Z	DEST14B	4219	midgard	284140	B	C	core_destroyed	219
2026-08-14T18:40:22Z	DEST14B	4220	nordkap	284140	A	T	core_destroyed	313
2026-08-14T18:40:23Z	DEST14B	4221	nordkap	284140	B	C	core_destroyed	179
2026-08-14T18:40:25Z	DEST14B	4222	ragnarok	284140	A	T	core_destroyed	127
2026-08-14T18:40:29Z	DEST14B	4223	ragnarok	284140	B	T	core_destroyed	185
2026-08-14T18:40:31Z	DEST14B	4224	royale	284140	A	T	core_destroyed	360
2026-08-14T18:40:32Z	DEST14B	4225	royale	284140	B	T	core_destroyed	188
2026-08-14T18:40:34Z	DEST14B	4226	valkyrie	284140	A	T	core_destroyed	125
2026-08-14T18:40:36Z	DEST14B	4227	valkyrie	284140	B	T	core_destroyed	231
2026-08-14T18:40:38Z	DEST14B	4228	yulerune	284140	A	C	core_destroyed	274
2026-08-14T18:40:40Z	DEST14B	4229	yulerune	284140	B	T	core_destroyed	164
2026-08-14T18:40:41Z	DEST14B	4230	antler	284141	A	C	core_destroyed	146
2026-08-14T18:40:42Z	DEST14B	4231	antler	284141	B	C	core_destroyed	85
2026-08-14T18:40:43Z	DEST14B	4232	archipelago	284141	A	T	core_destroyed	77
2026-08-14T18:40:46Z	DEST14B	4233	archipelago	284141	B	C	core_destroyed	156
2026-08-14T18:40:47Z	DEST14B	4234	auroraveil	284141	A	C	core_destroyed	133
2026-08-14T18:40:49Z	DEST14B	4235	auroraveil	284141	B	C	core_destroyed	96
2026-08-14T18:40:52Z	DEST14B	4236	drakkarfjord	284141	A	C	core_destroyed	342
2026-08-14T18:40:55Z	DEST14B	4237	drakkarfjord	284141	B	T	core_destroyed	161
2026-08-14T18:40:59Z	DEST14B	4238	drumlin	284141	A	C	core_destroyed	349
2026-08-14T18:41:06Z	DEST14B	4239	drumlin	284141	B	T	core_destroyed	837
2026-08-14T18:41:07Z	DEST14B	4240	fjordgate	284141	A	T	core_destroyed	105
