ts	shard	game	map	seed	seat	winner	cond	turns
2026-08-12T20:05:24Z	SCREEN	0	antler	130000	A	T	core_destroyed	94
2026-08-12T20:05:26Z	SCREEN	1	antler	130000	B	C	core_destroyed	280
2026-08-12T20:05:29Z	SCREEN	2	atoll	130000	A	C	core_destroyed	253
2026-08-12T20:05:32Z	SCREEN	3	atoll	130000	B	T	core_destroyed	300
2026-08-12T20:05:34Z	SCREEN	4	drumlin	130000	A	C	core_destroyed	106
2026-08-12T20:05:37Z	SCREEN	5	drumlin	130000	B	C	core_destroyed	212
2026-08-12T20:05:38Z	SCREEN	6	fjordgate	130000	A	C	core_destroyed	165
2026-08-12T20:05:39Z	SCREEN	7	fjordgate	130000	B	T	core_destroyed	150
2026-08-12T20:05:44Z	SCREEN	8	heart	130000	A	C	core_destroyed	303
2026-08-12T20:05:47Z	SCREEN	9	heart	130000	B	T	tiebreak	1000
2026-08-12T20:05:48Z	SCREEN	10	hive	130000	A	T	core_destroyed	205
2026-08-12T20:05:50Z	SCREEN	11	hive	130000	B	T	core_destroyed	122
2026-08-12T20:05:51Z	SCREEN	12	meander	130000	A	T	core_destroyed	123
2026-08-12T20:05:52Z	SCREEN	13	meander	130000	B	T	core_destroyed	127
2026-08-12T20:05:54Z	SCREEN	14	nordkap	130000	A	T	core_destroyed	156
2026-08-12T20:05:56Z	SCREEN	15	nordkap	130000	B	C	core_destroyed	278
2026-08-12T20:05:58Z	SCREEN	16	antler	130001	A	T	core_destroyed	213
2026-08-12T20:06:00Z	SCREEN	17	antler	130001	B	C	core_destroyed	156
2026-08-12T20:06:01Z	SCREEN	18	atoll	130001	A	T	core_destroyed	402
2026-08-12T20:06:07Z	SCREEN	19	atoll	130001	B	T	core_destroyed	869
2026-08-12T20:06:10Z	SCREEN	20	drumlin	130001	A	C	core_destroyed	221
2026-08-12T20:06:14Z	SCREEN	21	drumlin	130001	B	C	core_destroyed	379
2026-08-12T20:06:16Z	SCREEN	22	fjordgate	130001	A	C	core_destroyed	241
2026-08-12T20:06:17Z	SCREEN	23	fjordgate	130001	B	C	core_destroyed	112
2026-08-12T20:06:19Z	SCREEN	24	heart	130001	A	T	core_destroyed	179
2026-08-12T20:06:21Z	SCREEN	25	heart	130001	B	C	core_destroyed	181
2026-08-12T20:06:22Z	SCREEN	26	hive	130001	A	C	core_destroyed	126
2026-08-12T20:06:24Z	SCREEN	27	hive	130001	B	C	core_destroyed	111
2026-08-12T20:06:26Z	SCREEN	28	meander	130001	A	C	core_destroyed	198
2026-08-12T20:06:28Z	SCREEN	29	meander	130001	B	T	core_destroyed	247
2026-08-12T20:06:30Z	SCREEN	30	nordkap	130001	A	T	core_destroyed	372
2026-08-12T20:06:32Z	SCREEN	31	nordkap	130001	B	C	core_destroyed	161
2026-08-12T20:06:34Z	SCREEN	32	antler	130002	A	T	core_destroyed	320
2026-08-12T20:06:36Z	SCREEN	33	antler	130002	B	C	core_destroyed	246
2026-08-12T20:06:37Z	SCREEN	34	atoll	130002	A	C	core_destroyed	116
2026-08-12T20:06:41Z	SCREEN	35	atoll	130002	B	T	core_destroyed	398
2026-08-12T20:06:43Z	SCREEN	36	drumlin	130002	A	C	core_destroyed	99
2026-08-12T20:06:44Z	SCREEN	37	drumlin	130002	B	C	core_destroyed	95
2026-08-12T20:06:45Z	SCREEN	38	fjordgate	130002	A	T	core_destroyed	131
2026-08-12T20:06:47Z	SCREEN	39	fjordgate	130002	B	C	core_destroyed	747
2026-08-12T20:06:49Z	SCREEN	40	heart	130002	A	C	core_destroyed	160
2026-08-12T20:06:52Z	SCREEN	41	heart	130002	B	C	core_destroyed	204
2026-08-12T20:06:55Z	SCREEN	42	hive	130002	A	C	core_destroyed	232
