tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v530_icefloe_s1_A	icefloe	1	A	v530	US	_v530home	Core destroyed	285	0	170	80
parent_icefloe_s1_A	icefloe	1	A	parent	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	1060
flagoff_icefloe_s1_A	icefloe	1	A	flagoff	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	930
nomouth_icefloe_s1_A	icefloe	1	A	nomouth	US	nomouth	Core destroyed	118	0	250	70
ring_icefloe_s1_A	icefloe	1	A	ring	OPP	_x3r0v165mjolnirB	Core destroyed	412	0	890	5070
v530_icefloe_s1_B	icefloe	1	B	v530	US	_v530home	Core destroyed	320	0	1550	1210
parent_icefloe_s1_B	icefloe	1	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	299	0	0	2200
flagoff_icefloe_s1_B	icefloe	1	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	120	0	0	610
nomouth_icefloe_s1_B	icefloe	1	B	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	246	0	0	620
ring_icefloe_s1_B	icefloe	1	B	ring	OPP	_x3r0v165mjolnirB	Core destroyed	472	0	1940	7070
v530_icefloe_s2_A	icefloe	2	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	380	0	680	3500
parent_icefloe_s2_A	icefloe	2	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	162	0	0	610
flagoff_icefloe_s2_A	icefloe	2	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	201	0	0	890
nomouth_icefloe_s2_A	icefloe	2	A	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	437	0	900	4270
ring_icefloe_s2_A	icefloe	2	A	ring	OPP	_x3r0v165mjolnirB	Core destroyed	266	0	1030	1340
v530_icefloe_s2_B	icefloe	2	B	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	7950	14270
parent_icefloe_s2_B	icefloe	2	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	494	0	780	800
flagoff_icefloe_s2_B	icefloe	2	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	246	0	100	540
nomouth_icefloe_s2_B	icefloe	2	B	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	538	0	680	4690
ring_icefloe_s2_B	icefloe	2	B	ring	US	ring	Core destroyed	322	0	1190	310
v530_auroraveil_s1_A	auroraveil	1	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	512	0	910	3280
parent_auroraveil_s1_A	auroraveil	1	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	349	0	830	330
flagoff_auroraveil_s1_A	auroraveil	1	A	flagoff	US	flagoff_arm	Core destroyed	170	0	380	0
nomouth_auroraveil_s1_A	auroraveil	1	A	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	349	0	830	330
ring_auroraveil_s1_A	auroraveil	1	A	ring	US	ring	Titanium collected (tiebreak)	1000	0	2240	0
v530_auroraveil_s1_B	auroraveil	1	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	148	0	0	730
parent_auroraveil_s1_B	auroraveil	1	B	parent	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	8120	10780
flagoff_auroraveil_s1_B	auroraveil	1	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	222	0	0	1090
nomouth_auroraveil_s1_B	auroraveil	1	B	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	155	0	0	630
ring_auroraveil_s1_B	auroraveil	1	B	ring	OPP	_x3r0v165mjolnirB	Core destroyed	482	0	340	3620
v530_auroraveil_s2_A	auroraveil	2	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	438	0	740	1100
parent_auroraveil_s2_A	auroraveil	2	A	parent	US	parent_arm	Core destroyed	173	0	390	10
flagoff_auroraveil_s2_A	auroraveil	2	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	170	0	380	550
nomouth_auroraveil_s2_A	auroraveil	2	A	nomouth	US	nomouth	Core destroyed	173	0	390	10
ring_auroraveil_s2_A	auroraveil	2	A	ring	OPP	_x3r0v165mjolnirB	Core destroyed	183	0	0	1140
v530_auroraveil_s2_B	auroraveil	2	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	334	0	0	2100
parent_auroraveil_s2_B	auroraveil	2	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	413	0	0	640
flagoff_auroraveil_s2_B	auroraveil	2	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	158	0	0	770
nomouth_auroraveil_s2_B	auroraveil	2	B	nomouth	US	nomouth	Core destroyed	304	0	1280	0
ring_auroraveil_s2_B	auroraveil	2	B	ring	US	ring	Core destroyed	465	0	3940	1690
v530_glacierkeep_s1_A	glacierkeep	1	A	v530	US	_v530home	Core destroyed	396	0	410	350
parent_glacierkeep_s1_A	glacierkeep	1	A	parent	US	parent_arm	Core destroyed	325	0	0	120
flagoff_glacierkeep_s1_A	glacierkeep	1	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	387	0	0	3090
nomouth_glacierkeep_s1_A	glacierkeep	1	A	nomouth	US	nomouth	Core destroyed	534	0	0	0
ring_glacierkeep_s1_A	glacierkeep	1	A	ring	OPP	_x3r0v165mjolnirB	Core destroyed	576	0	0	3310
v530_glacierkeep_s1_B	glacierkeep	1	B	v530	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	5170	10470
parent_glacierkeep_s1_B	glacierkeep	1	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	615	0	0	5100
flagoff_glacierkeep_s1_B	glacierkeep	1	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	523	0	0	3080
nomouth_glacierkeep_s1_B	glacierkeep	1	B	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	304	0	0	640
ring_glacierkeep_s1_B	glacierkeep	1	B	ring	OPP	_x3r0v165mjolnirB	Core destroyed	502	0	0	1070
v530_glacierkeep_s2_A	glacierkeep	2	A	v530	US	_v530home	Core destroyed	452	0	0	0
parent_glacierkeep_s2_A	glacierkeep	2	A	parent	US	parent_arm	Core destroyed	293	0	0	290
flagoff_glacierkeep_s2_A	glacierkeep	2	A	flagoff	OPP	_x3r0v165mjolnirB	Titanium collected (tiebreak)	1000	0	0	9100
nomouth_glacierkeep_s2_A	glacierkeep	2	A	nomouth	US	nomouth	Harvesters (tiebreak)	1000	0	0	0
ring_glacierkeep_s2_A	glacierkeep	2	A	ring	OPP	_x3r0v165mjolnirB	Core destroyed	566	0	0	500
v530_glacierkeep_s2_B	glacierkeep	2	B	v530	OPP	_x3r0v165mjolnirB	Core destroyed	382	0	0	1510
parent_glacierkeep_s2_B	glacierkeep	2	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	703	0	480	710
flagoff_glacierkeep_s2_B	glacierkeep	2	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	522	0	0	660
nomouth_glacierkeep_s2_B	glacierkeep	2	B	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	591	0	0	5820
ring_glacierkeep_s2_B	glacierkeep	2	B	ring	OPP	_x3r0v165mjolnirB	Core destroyed	586	0	0	3720
v530_yulerune_s1_A	yulerune	1	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	267	0	80	1650
parent_yulerune_s1_A	yulerune	1	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	173	0	0	590
flagoff_yulerune_s1_A	yulerune	1	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	249	0	0	210
nomouth_yulerune_s1_A	yulerune	1	A	nomouth	OPP	_x3r0v165mjolnirB	Core destroyed	179	0	0	670
ring_yulerune_s1_A	yulerune	1	A	ring	US	ring	Core destroyed	166	0	1140	0
v530_yulerune_s1_B	yulerune	1	B	v530	US	_v530home	Core destroyed	379	0	4050	2150
parent_yulerune_s1_B	yulerune	1	B	parent	OPP	_x3r0v165mjolnirB	Core destroyed	332	0	120	1740
flagoff_yulerune_s1_B	yulerune	1	B	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	487	0	0	2900
nomouth_yulerune_s1_B	yulerune	1	B	nomouth	US	nomouth	Core destroyed	320	0	3390	200
ring_yulerune_s1_B	yulerune	1	B	ring	US	ring	Core destroyed	837	0	120	0
v530_yulerune_s2_A	yulerune	2	A	v530	OPP	_x3r0v165mjolnirB	Core destroyed	181	0	80	910
parent_yulerune_s2_A	yulerune	2	A	parent	OPP	_x3r0v165mjolnirB	Core destroyed	153	0	0	720
flagoff_yulerune_s2_A	yulerune	2	A	flagoff	OPP	_x3r0v165mjolnirB	Core destroyed	218	0	0	1690
