tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	172
drakkarfjord_s2_A	93	27	7	RING	39	-1	133	1	6.5	906.5	172
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	140
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	140
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	140
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	140
drakkarfjord_s2_B	15	7	21	HOP	9	10	1	0	32.5	652.5	140
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s3_A	397	5	24	HOME	148	149	1	0	842.5	6.5	999
drakkarfjord_s3_A	421	12	19	HOP	154	155	1	0	420.5	120.5	999
drakkarfjord_s3_A	490	23	8	HOP	170	171	1	0	24.5	692.5	999
drakkarfjord_s3_A	636	0	15	HOP	204	-1	795	1	812.5	96.5	999
drakkarfjord_s3_A	678	5	14	HOP	215	-1	784	1	552.5	116.5	999
drakkarfjord_s3_A	744	12	25	HOP	232	-1	767	1	630.5	90.5	999
drakkarfjord_s3_A	779	9	28	HOP	241	-1	758	1	858.5	54.5	999
drakkarfjord_s3_A	796	4	28	HOP	247	-1	752	1	1058.5	14.5	999
drakkarfjord_s3_A	829	0	24	HOME	257	-1	742	1	1082.5	6.5	999
drakkarfjord_s3_B	7	24	6	HOME	1	2	1	0	804.5	8.5	358
drakkarfjord_s3_B	11	19	9	HOP	3	4	1	0	512.5	76.5	358
drakkarfjord_s3_B	13	15	13	HOP	5	6	1	0	288.5	204.5	358
drakkarfjord_s3_B	14	11	17	HOP	7	8	1	0	128.5	396.5	358
drakkarfjord_s3_B	15	7	21	HOP	9	10	1	0	32.5	652.5	358
drakkarfjord_s3_B	107	2	22	RING	45	-1	313	1	6.5	906.5	358
drakkarfjord_s4_A	7	5	23	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s4_A	11	10	20	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s4_A	13	14	16	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s4_A	14	18	12	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s4_A	15	22	8	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s4_A	521	4	21	HOP	193	202	9	0	778.5	14.5	999
drakkarfjord_s4_A	559	10	18	HOP	203	204	1	0	454.5	98.5	999
drakkarfjord_s4_A	586	17	13	HOP	209	210	1	0	162.5	342.5	999
drakkarfjord_s4_A	605	24	7	HOP	216	-1	783	1	12.5	768.5	999
drakkarfjord_s4_A	668	4	22	HOME	238	239	1	0	812.5	8.5	999
drakkarfjord_s4_A	679	9	18	HOP	241	242	1	0	488.5	84.5	999
drakkarfjord_s4_A	705	18	13	HOP	249	250	1	0	144.5	372.5	999
drakkarfjord_s4_A	740	24	4	RING	260	273	13	0	6.5	882.5	999
drakkarfjord_s4_A	800	18	26	HOP	281	-1	718	1	534.5	242.5	999
drakkarfjord_s4_A	826	2	27	HOME	289	290	1	0	1106.5	6.5	999
drakkarfjord_s4_A	840	8	22	HOP	294	295	1	0	648.5	36.5	999
drakkarfjord_s4_A	854	14	17	HOP	299	300	1	0	312.5	188.5	999
drakkarfjord_s4_A	875	19	11	HOP	304	305	1	0	98.5	454.5	999
drakkarfjord_s4_A	955	8	8	HOP	333	-1	666	1	354.5	302.5	999
drakkarfjord_s4_A	976	14	10	HOP	342	-1	657	1	186.5	342.5	999
drakkarfjord_s4_A	987	8	22	HOP	346	347	1	0	648.5	36.5	999
drakkarfjord_s4_A	993	12	18	HOP	348	349	1	0	392.5	132.5	999
drakkarfjord_s4_A	1000	18	15	HOP	351	352	1	0	182.5	330.5	999
drakkarfjord_s4_A	1014	22	8	HOP	356	357	1	0	32.5	652.5	999
drakkarfjord_s4_A	1073	10	28	HOP	386	-1	613	1	824.5	68.5	999
drakkarfjord_s4_A	1074	9	22	HOP	387	388	1	0	612.5	48.5	999
drakkarfjord_s4_A	1086	14	16	HOP	392	393	1	0	288.5	204.5	999
drakkarfjord_s4_A	1096	20	11	HOP	397	398	1	0	84.5	488.5	999
drakkarfjord_s4_A	1148	24	4	RING	422	427	5	0	6.5	882.5	999
drakkarfjord_s4_A	1159	24	4	RING	427	432	5	0	6.5	882.5	999
drakkarfjord_s4_A	1173	24	4	RING	432	438	6	0	6.5	882.5	999
drakkarfjord_s4_A	1187	24	4	RING	438	444	6	0	6.5	882.5	999
drakkarfjord_s4_A	1208	24	4	RING	446	451	5	0	6.5	882.5	999
drakkarfjord_s4_A	1235	18	12	HOP	457	478	21	0	128.5	396.5	999
drakkarfjord_s4_A	1244	19	16	HOP	463	-1	536	1	188.5	344.5	999
drakkarfjord_s4_A	1260	21	20	HOP	470	-1	529	1	270.5	362.5	999
drakkarfjord_s4_A	1261	9	22	HOP	471	472	1	0	612.5	48.5	999
drakkarfjord_s4_A	1273	14	17	HOP	476	477	1	0	312.5	188.5	999
drakkarfjord_s4_A	1299	24	4	RING	489	497	8	0	6.5	882.5	999
drakkarfjord_s4_A	1317	24	4	RING	498	503	5	0	6.5	882.5	999
drakkarfjord_s4_A	1334	24	4	RING	507	512	5	0	6.5	882.5	999
drakkarfjord_s4_A	1350	0	24	HOME	515	-1	484	1	1082.5	6.5	999
drakkarfjord_s4_A	1356	24	4	RING	516	521	5	0	6.5	882.5	999
drakkarfjord_s4_A	1375	24	4	RING	525	530	5	0	6.5	882.5	999
drakkarfjord_s4_A	1393	24	4	RING	534	539	5	0	6.5	882.5	999
drakkarfjord_s4_A	1409	4	26	HOME	542	-1	457	1	968.5	4.5	999
drakkarfjord_s4_A	1432	8	22	HOP	554	555	1	0	648.5	36.5	999
drakkarfjord_s4_A	1437	12	18	HOP	556	557	1	0	392.5	132.5	999
drakkarfjord_s4_A	1441	17	15	HOP	558	559	1	0	200.5	300.5	999
drakkarfjord_s4_A	1449	21	10	HOP	561	562	1	0	60.5	552.5	999
drakkarfjord_s4_A	1485	24	4	RING	576	591	15	0	6.5	882.5	999
drakkarfjord_s4_A	1518	24	4	RING	591	597	6	0	6.5	882.5	999
drakkarfjord_s4_A	1555	4	22	HOME	605	606	1	0	812.5	8.5	999
drakkarfjord_s4_A	1559	8	18	HOP	607	608	1	0	524.5	72.5	999
drakkarfjord_s4_A	1570	15	15	HOP	611	612	1	0	242.5	246.5	999
drakkarfjord_s4_A	1587	21	9	HOP	617	618	1	0	50.5	582.5	999
drakkarfjord_s4_A	1672	24	4	RING	653	658	5	0	6.5	882.5	999
drakkarfjord_s4_A	1684	24	4	RING	659	664	5	0	6.5	882.5	999
drakkarfjord_s4_A	1729	2	27	HOME	678	679	1	0	1106.5	6.5	999
drakkarfjord_s4_A	1741	8	22	HOP	683	684	1	0	648.5	36.5	999
drakkarfjord_s4_A	1754	14	17	HOP	688	689	1	0	312.5	188.5	999
drakkarfjord_s4_A	1769	22	12	HOP	695	696	1	0	76.5	536.5	999
drakkarfjord_s4_A	1799	24	4	RING	708	717	9	0	6.5	882.5	999
drakkarfjord_s4_A	1820	24	4	RING	717	722	5	0	6.5	882.5	999
drakkarfjord_s4_A	1839	24	4	RING	725	731	6	0	6.5	882.5	999
drakkarfjord_s4_A	1887	22	11	HOP	746	762	16	0	62.5	562.5	999
drakkarfjord_s4_A	1899	8	22	HOP	750	751	1	0	648.5	36.5	999
drakkarfjord_s4_A	1909	14	18	HOP	754	755	1	0	338.5	174.5	999
drakkarfjord_s4_A	1929	20	11	HOP	761	843	82	0	84.5	488.5	999
drakkarfjord_s4_A	1970	24	4	RING	779	794	15	0	6.5	882.5	999
drakkarfjord_s4_A	2033	0	28	HOP	804	-1	195	1	1254.5	18.5	999
drakkarfjord_s4_A	2115	8	22	HOP	837	838	1	0	648.5	36.5	999
drakkarfjord_s4_A	2119	12	18	HOP	839	840	1	0	392.5	132.5	999
drakkarfjord_s4_A	2127	17	15	HOP	841	842	1	0	200.5	300.5	999
drakkarfjord_s4_A	2158	24	4	RING	854	869	15	0	6.5	882.5	999
drakkarfjord_s4_A	2199	24	4	RING	870	875	5	0	6.5	882.5	999
drakkarfjord_s4_A	2222	24	4	RING	878	888	10	0	6.5	882.5	999
drakkarfjord_s4_A	2323	8	22	HOP	918	919	1	0	648.5	36.5	999
drakkarfjord_s4_A	2329	12	18	HOP	920	921	1	0	392.5	132.5	999
drakkarfjord_s4_A	2335	17	15	HOP	922	923	1	0	200.5	300.5	999
drakkarfjord_s4_A	2341	20	10	HOP	924	925	1	0	72.5	516.5	999
drakkarfjord_s4_A	2371	24	4	RING	936	966	30	0	6.5	882.5	999
drakkarfjord_s4_A	2450	24	4	RING	967	972	5	0	6.5	882.5	999
drakkarfjord_s4_A	2475	24	4	RING	976	981	5	0	6.5	882.5	999
drakkarfjord_s4_A	2499	24	4	RING	985	990	5	0	6.5	882.5	999
drakkarfjord_s4_A	2521	24	4	RING	994	999	5	0	6.5	882.5	999
drakkarfjord_s4_B	7	24	6	HOME	1	2	1	0	804.5	8.5	500
drakkarfjord_s4_B	11	19	9	HOP	3	4	1	0	512.5	76.5	500
drakkarfjord_s4_B	13	15	13	HOP	5	6	1	0	288.5	204.5	500
drakkarfjord_s4_B	14	11	17	HOP	7	8	1	0	128.5	396.5	500
drakkarfjord_s4_B	15	7	21	HOP	9	10	1	0	32.5	652.5	500
drakkarfjord_s4_B	188	24	5	HOME	101	102	1	0	842.5	6.5	500
drakkarfjord_s5_A	7	5	23	HOME	1	2	1	0	804.5	8.5	562
drakkarfjord_s5_A	11	10	20	HOP	3	4	1	0	512.5	76.5	562
drakkarfjord_s5_A	13	14	16	HOP	5	6	1	0	288.5	204.5	562
drakkarfjord_s5_A	14	18	12	HOP	7	8	1	0	128.5	396.5	562
drakkarfjord_s5_A	15	22	8	HOP	9	10	1	0	32.5	652.5	562
drakkarfjord_s5_A	589	4	20	HOP	187	379	192	0	746.5	22.5	562
drakkarfjord_s5_A	614	3	27	HOME	195	196	1	0	1058.5	6.5	562
drakkarfjord_s5_A	626	8	22	HOP	199	200	1	0	648.5	36.5	562
drakkarfjord_s5_A	642	13	18	HOP	204	205	1	0	364.5	152.5	562
drakkarfjord_s5_A	657	18	12	HOP	209	210	1	0	128.5	396.5	562
drakkarfjord_s5_A	672	22	9	HOP	215	216	1	0	40.5	620.5	562
drakkarfjord_s5_A	761	7	25	HOP	244	245	1	0	800.5	20.5	562
drakkarfjord_s5_A	801	14	15	HOP	255	256	1	0	266.5	222.5	562
drakkarfjord_s5_A	843	22	9	HOP	268	269	1	0	40.5	620.5	562
drakkarfjord_s5_A	935	13	18	HOP	296	-1	266	1	364.5	152.5	562
drakkarfjord_s5_A	991	11	28	HOP	312	-1	250	1	792.5	84.5	562
drakkarfjord_s5_A	1041	8	23	HOP	328	329	1	0	684.5	32.5	562
drakkarfjord_s5_A	1089	20	11	HOP	348	349	1	0	84.5	488.5	562
drakkarfjord_s5_B	7	24	6	HOME	1	2	1	0	804.5	8.5	310
drakkarfjord_s5_B	11	19	9	HOP	3	4	1	0	512.5	76.5	310
drakkarfjord_s5_B	13	15	13	HOP	5	6	1	0	288.5	204.5	310
drakkarfjord_s5_B	14	11	17	HOP	7	8	1	0	128.5	396.5	310
drakkarfjord_s5_B	15	6	20	HOP	9	10	1	0	32.5	660.5	310
drakkarfjord_s5_B	414	2	22	RING	274	280	6	0	6.5	906.5	310
drakkarfjord_s5_B	423	2	22	RING	281	288	7	0	6.5	906.5	310
drakkarfjord_s5_B	432	2	22	RING	289	296	7	0	6.5	906.5	310
drakkarfjord_s5_B	441	2	22	RING	297	304	7	0	6.5	906.5	310
drakkarfjord_s5_B	450	2	22	RING	305	-1	5	1	6.5	906.5	310
drakkarfjord_s6_A	7	5	23	HOME	1	2	1	0	804.5	8.5	435
drakkarfjord_s6_A	11	10	20	HOP	3	4	1	0	512.5	76.5	435
drakkarfjord_s6_A	13	14	16	HOP	5	6	1	0	288.5	204.5	435
drakkarfjord_s6_A	14	18	12	HOP	7	8	1	0	128.5	396.5	435
drakkarfjord_s6_A	15	22	8	HOP	9	10	1	0	32.5	652.5	435
drakkarfjord_s6_A	456	2	27	HOME	154	155	1	0	1106.5	6.5	435
drakkarfjord_s6_A	500	13	18	HOP	168	169	1	0	364.5	152.5	435
drakkarfjord_s6_A	525	20	11	HOP	176	177	1	0	84.5	488.5	435
drakkarfjord_s6_A	565	28	7	HOP	193	196	3	0	8.5	956.5	435
drakkarfjord_s6_A	578	28	7	HOP	198	200	2	0	8.5	956.5	435
drakkarfjord_s6_A	591	28	6	RING	205	208	3	0	4.5	992.5	435
drakkarfjord_s6_A	619	5	25	HOME	220	221	1	0	882.5	6.5	435
drakkarfjord_s6_A	628	9	21	HOP	222	223	1	0	578.5	54.5	435
drakkarfjord_s6_A	630	14	18	HOP	224	225	1	0	338.5	174.5	435
drakkarfjord_s6_A	649	20	9	HOP	233	234	1	0	62.5	546.5	435
drakkarfjord_s6_A	736	5	22	HOP	271	272	1	0	768.5	12.5	435
drakkarfjord_s6_A	745	11	18	HOP	275	276	1	0	422.5	114.5	435
drakkarfjord_s6_A	764	18	12	HOP	282	283	1	0	128.5	396.5	435
drakkarfjord_s6_A	816	5	22	HOP	307	308	1	0	768.5	12.5	435
drakkarfjord_s6_A	820	9	18	HOP	309	310	1	0	488.5	84.5	435
drakkarfjord_s6_A	826	14	15	HOP	311	312	1	0	266.5	222.5	435
drakkarfjord_s6_A	845	21	9	HOP	318	319	1	0	50.5	582.5	435
drakkarfjord_s6_A	912	3	27	HOME	347	348	1	0	1058.5	6.5	435
drakkarfjord_s6_A	927	9	22	HOP	352	353	1	0	612.5	48.5	435
drakkarfjord_s6_A	950	17	18	HOP	358	359	1	0	272.5	252.5	435
drakkarfjord_s6_A	968	20	9	HOP	364	365	1	0	62.5	546.5	435
drakkarfjord_s6_A	1074	3	27	HOME	403	404	1	0	1058.5	6.5	435
drakkarfjord_s6_A	1098	12	20	HOP	413	414	1	0	450.5	110.5	435
drakkarfjord_s6_A	1128	20	9	HOP	427	428	1	0	62.5	546.5	435
drakkarfjord_s6_B	7	24	6	HOME	1	2	1	0	804.5	8.5	148
drakkarfjord_s6_B	11	19	9	HOP	3	4	1	0	512.5	76.5	148
drakkarfjord_s6_B	13	15	13	HOP	5	6	1	0	288.5	204.5	148
drakkarfjord_s6_B	14	11	17	HOP	7	8	1	0	128.5	396.5	148
drakkarfjord_s6_B	15	7	21	HOP	9	10	1	0	32.5	652.5	148
glacierkeep_s1_A	7	14	5	HOME	1	2	1	0	462.5	6.5	276
glacierkeep_s1_A	11	15	11	HOP	3	4	1	0	240.5	72.5	276
glacierkeep_s1_A	13	16	17	HOP	5	6	1	0	92.5	212.5	276
glacierkeep_s1_A	14	15	23	HOP	7	8	1	0	12.5	420.5	276
glacierkeep_s1_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s1_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s1_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s1_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s2_A	7	14	5	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s2_A	11	15	11	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s2_A	13	16	17	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s2_A	14	15	23	HOP	7	8	1	0	12.5	420.5	999
glacierkeep_s2_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s2_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s2_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s2_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s3_A	7	14	5	HOME	1	2	1	0	462.5	6.5	132
glacierkeep_s3_A	11	15	11	HOP	3	4	1	0	240.5	72.5	132
glacierkeep_s3_A	13	16	17	HOP	5	6	1	0	92.5	212.5	132
glacierkeep_s3_A	14	16	23	HOP	7	8	1	0	14.5	422.5	132
glacierkeep_s3_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s3_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s3_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s3_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s3_B	456	11	22	HOP	796	797	1	0	392.5	32.5	999
glacierkeep_s4_A	7	14	5	HOME	1	2	1	0	462.5	6.5	280
glacierkeep_s4_A	11	15	11	HOP	3	4	1	0	240.5	72.5	280
glacierkeep_s4_A	13	16	17	HOP	5	6	1	0	92.5	212.5	280
glacierkeep_s4_A	14	15	23	HOP	7	8	1	0	12.5	420.5	280
glacierkeep_s4_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s4_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s4_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s4_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s4_B	513	19	19	HOP	689	804	115	0	292.5	76.5	999
glacierkeep_s4_B	521	24	13	HOP	701	-1	298	1	200.5	272.5	999
glacierkeep_s4_B	594	24	25	HOP	772	-1	227	1	596.5	92.5	999
glacierkeep_s4_B	621	18	7	HOP	812	813	1	0	32.5	392.5	999
glacierkeep_s4_B	626	22	0	HOP	825	826	1	0	62.5	758.5	999
glacierkeep_s4_B	630	21	0	HOP	840	841	1	0	48.5	744.5	999
glacierkeep_s4_B	648	17	3	RING	877	-1	122	1	6.5	558.5	999
glacierkeep_s4_B	655	22	0	HOP	898	899	1	0	62.5	758.5	999
glacierkeep_s4_B	657	21	0	HOP	901	902	1	0	48.5	744.5	999
glacierkeep_s4_B	668	17	27	HOME	937	938	1	0	606.5	6.5	999
glacierkeep_s4_B	672	16	13	HOP	949	950	1	0	112.5	184.5	999
glacierkeep_s4_B	680	22	0	HOP	966	967	1	0	62.5	758.5	999
glacierkeep_s4_B	684	22	0	HOP	980	981	1	0	62.5	758.5	999
glacierkeep_s4_B	689	22	0	HOP	994	995	1	0	62.5	758.5	999
glacierkeep_s5_A	7	14	5	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s5_A	11	15	11	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s5_A	13	16	17	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s5_A	14	16	23	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s5_B	7	14	24	HOME	1	2	1	0	462.5	6.5	184
glacierkeep_s5_B	11	15	18	HOP	3	4	1	0	240.5	72.5	184
glacierkeep_s5_B	13	16	12	HOP	5	6	1	0	92.5	212.5	184
glacierkeep_s5_B	14	16	6	HOP	7	8	1	0	14.5	422.5	184
glacierkeep_s6_A	7	14	5	HOME	1	2	1	0	462.5	6.5	129
glacierkeep_s6_A	11	15	11	HOP	3	4	1	0	240.5	72.5	129
glacierkeep_s6_A	13	16	17	HOP	5	6	1	0	92.5	212.5	129
glacierkeep_s6_A	14	15	23	HOP	7	8	1	0	12.5	420.5	129
glacierkeep_s6_B	7	14	24	HOME	1	2	1	0	462.5	6.5	544
glacierkeep_s6_B	11	15	18	HOP	3	4	1	0	240.5	72.5	544
glacierkeep_s6_B	13	16	12	HOP	5	6	1	0	92.5	212.5	544
glacierkeep_s6_B	14	16	6	HOP	7	8	1	0	14.5	422.5	544
midgard_s1_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	362
midgard_s1_A	11	8	8	HOP	3	4	1	0	684.5	60.5	362
midgard_s1_A	17	12	12	HOP	5	6	1	0	420.5	180.5	362
midgard_s1_A	18	16	16	HOP	7	8	1	0	220.5	364.5	362
midgard_s1_A	22	20	20	HOP	9	10	1	0	84.5	612.5	362
midgard_s1_A	25	24	24	HOP	11	188	177	0	12.5	924.5	362
midgard_s1_A	102	26	29	RING	43	-1	319	1	6.5	1254.5	362
midgard_s1_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	179
midgard_s1_B	11	21	21	HOP	3	4	1	0	684.5	60.5	179
midgard_s1_B	15	17	17	HOP	5	6	1	0	420.5	180.5	179
midgard_s1_B	23	13	13	HOP	7	8	1	0	220.5	364.5	179
midgard_s1_B	24	9	9	HOP	9	10	1	0	84.5	612.5	179
midgard_s1_B	28	5	5	HOP	11	75	64	0	12.5	924.5	179
midgard_s2_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	156
midgard_s2_A	11	8	8	HOP	3	4	1	0	684.5	60.5	156
midgard_s2_A	19	12	12	HOP	5	6	1	0	420.5	180.5	156
midgard_s2_A	24	16	16	HOP	7	8	1	0	220.5	364.5	156
midgard_s2_A	28	20	20	HOP	9	10	1	0	84.5	612.5	156
midgard_s2_A	30	24	24	HOP	11	15	4	0	12.5	924.5	156
midgard_s2_A	36	24	26	RING	14	-1	142	1	6.5	1014.5	156
