tag	arm	map	g	seed	ord	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
crewoffFa_glacierkeep_g0	crewoffFa	glacierkeep	0	7400	A	US	crew_off	Core destroyed	205	0	450	0
crewoffFa_glacierkeep_g1	crewoffFa	glacierkeep	1	7401	B	US	crew_off	Titanium collected (tiebreak)	1000	0	40	0
crewoffFa_glacierkeep_g2	crewoffFa	glacierkeep	2	7402	A	US	crew_off	Core destroyed	177	0	170	0
crewoffFa_glacierkeep_g3	crewoffFa	glacierkeep	3	7403	B	US	crew_off	Titanium collected (tiebreak)	1000	0	30	0
crewoffFa_glacierkeep_g4	crewoffFa	glacierkeep	4	7404	A	OPP	_v488beltbreak2	Harvesters (tiebreak)	1000	0	0	0
crewoffFa_glacierkeep_g5	crewoffFa	glacierkeep	5	7405	B	US	crew_off	Titanium collected (tiebreak)	1000	0	20	0
crewoffFa_nordkap_g0	crewoffFa	nordkap	0	7400	A	US	crew_off	Core destroyed	613	0	3530	190
crewoffFa_nordkap_g1	crewoffFa	nordkap	1	7401	B	US	crew_off	Core destroyed	571	0	620	740
crewoffFa_nordkap_g2	crewoffFa	nordkap	2	7402	A	OPP	_v488beltbreak2	Core destroyed	574	0	160	0
crewoffFa_nordkap_g3	crewoffFa	nordkap	3	7403	B	US	crew_off	Core destroyed	449	0	2610	1920
crewoffFa_nordkap_g4	crewoffFa	nordkap	4	7404	A	US	crew_off	Core destroyed	351	0	2240	0
crewoffFa_nordkap_g5	crewoffFa	nordkap	5	7405	B	US	crew_off	Core destroyed	381	0	1890	0
crewoffFa_atoll_g0	crewoffFa	atoll	0	7400	A	US	crew_off	Core destroyed	276	0	2380	1230
crewoffFa_atoll_g1	crewoffFa	atoll	1	7401	B	OPP	_v488beltbreak2	Core destroyed	341	0	160	930
crewoffFa_atoll_g2	crewoffFa	atoll	2	7402	A	US	crew_off	Core destroyed	180	0	670	230
crewoffFa_atoll_g3	crewoffFa	atoll	3	7403	B	US	crew_off	Core destroyed	165	0	1010	130
crewoffFa_atoll_g4	crewoffFa	atoll	4	7404	A	OPP	_v488beltbreak2	Core destroyed	699	0	1880	2900
crewoffFa_atoll_g5	crewoffFa	atoll	5	7405	B	US	crew_off	Core destroyed	320	0	1560	840
crewoffFa_midgard_g0	crewoffFa	midgard	0	7400	A	US	crew_off	Core destroyed	326	0	3800	1990
crewoffFa_midgard_g1	crewoffFa	midgard	1	7401	B	OPP	_v488beltbreak2	Core destroyed	197	0	690	2270
crewoffFa_midgard_g2	crewoffFa	midgard	2	7402	A	OPP	_v488beltbreak2	Core destroyed	307	0	1140	1570
crewoffFa_midgard_g3	crewoffFa	midgard	3	7403	B	OPP	_v488beltbreak2	Core destroyed	146	0	600	1610
crewoffFa_midgard_g4	crewoffFa	midgard	4	7404	A	OPP	_v488beltbreak2	Core destroyed	343	0	930	3280
crewoffFa_midgard_g5	crewoffFa	midgard	5	7405	B	OPP	_v488beltbreak2	Core destroyed	153	0	570	1830
crewoffFa_drakkarfjord_g0	crewoffFa	drakkarfjord	0	7400	A	US	crew_off	Core destroyed	211	0	1420	250
crewoffFa_drakkarfjord_g1	crewoffFa	drakkarfjord	1	7401	B	OPP	_v488beltbreak2	Core destroyed	845	0	360	5110
crewoffFa_drakkarfjord_g2	crewoffFa	drakkarfjord	2	7402	A	OPP	_v488beltbreak2	Core destroyed	586	0	2970	3540
crewoffFa_drakkarfjord_g3	crewoffFa	drakkarfjord	3	7403	B	US	crew_off	Core destroyed	218	0	1180	0
crewoffFa_drakkarfjord_g4	crewoffFa	drakkarfjord	4	7404	A	US	crew_off	Core destroyed	629	0	460	0
crewoffFa_drakkarfjord_g5	crewoffFa	drakkarfjord	5	7405	B	US	crew_off	Core destroyed	152	0	650	0
