tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
parent_atoll_s1_A	atoll	1	A	parent	US	parent_arm	Core destroyed	193	0	330	160
flagoff_atoll_s1_A	atoll	1	A	flagoff	OPP	_v488beltbreak2	Core destroyed	232	0	1260	1110
v530_atoll_s1_A	atoll	1	A	v530	US	v530_arm	Core destroyed	127	0	600	190
v531fix_atoll_s1_A	atoll	1	A	v531fix	US	_v531fix	Core destroyed	573	0	2010	1940
parent_atoll_s1_B	atoll	1	B	parent	US	parent_arm	Core destroyed	190	0	920	920
flagoff_atoll_s1_B	atoll	1	B	flagoff	OPP	_v488beltbreak2	Core destroyed	208	0	360	1010
v530_atoll_s1_B	atoll	1	B	v530	OPP	_v488beltbreak2	Core destroyed	533	0	1340	1770
v531fix_atoll_s1_B	atoll	1	B	v531fix	OPP	_v488beltbreak2	Core destroyed	152	0	0	1580
parent_atoll_s2_A	atoll	2	A	parent	US	parent_arm	Core destroyed	167	0	530	40
flagoff_atoll_s2_A	atoll	2	A	flagoff	OPP	_v488beltbreak2	Core destroyed	220	0	1360	1050
v530_atoll_s2_A	atoll	2	A	v530	OPP	_v488beltbreak2	Core destroyed	308	0	1500	2580
v531fix_atoll_s2_A	atoll	2	A	v531fix	OPP	_v488beltbreak2	Core destroyed	333	0	90	1580
parent_atoll_s2_B	atoll	2	B	parent	OPP	_v488beltbreak2	Core destroyed	229	0	250	610
flagoff_atoll_s2_B	atoll	2	B	flagoff	US	flagoff_arm	Core destroyed	492	0	2080	1890
v530_atoll_s2_B	atoll	2	B	v530	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	130	2650
v531fix_atoll_s2_B	atoll	2	B	v531fix	US	_v531fix	Core destroyed	494	0	1190	1210
parent_drakkarfjord_s1_A	drakkarfjord	1	A	parent	OPP	_v488beltbreak2	Core destroyed	389	0	860	4030
flagoff_drakkarfjord_s1_A	drakkarfjord	1	A	flagoff	US	flagoff_arm	Core destroyed	102	0	290	0
v530_drakkarfjord_s1_A	drakkarfjord	1	A	v530	US	v530_arm	Core destroyed	453	0	0	0
v531fix_drakkarfjord_s1_A	drakkarfjord	1	A	v531fix	US	_v531fix	Core destroyed	133	0	130	0
parent_drakkarfjord_s1_B	drakkarfjord	1	B	parent	US	parent_arm	Core destroyed	101	0	280	0
