tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
par_off_archipelago_s1_A	archipelago	1	A	par_off	OPP	opp_off	Core destroyed	147	0	880	580
par_twin_archipelago_s1_A	archipelago	1	A	par_twin	OPP	opp_off	Core destroyed	147	0	880	580
v538_off_archipelago_s1_A	archipelago	1	A	v538_off	OPP	opp_off	Core destroyed	447	0	2330	2270
flagoff_off_archipelago_s1_A	archipelago	1	A	flagoff_off	OPP	opp_off	Core destroyed	147	0	880	580
masteroff_off_archipelago_s1_A	archipelago	1	A	masteroff_off	OPP	opp_off	Core destroyed	147	0	880	580
par_off_archipelago_s1_B	archipelago	1	B	par_off	US	par_off	Core destroyed	450	0	1250	1490
par_twin_archipelago_s1_B	archipelago	1	B	par_twin	US	par_twin	Core destroyed	450	0	1250	1490
v538_off_archipelago_s1_B	archipelago	1	B	v538_off	US	v538_off	Core destroyed	311	0	980	800
flagoff_off_archipelago_s1_B	archipelago	1	B	flagoff_off	US	flagoff_off	Core destroyed	450	0	1250	1490
masteroff_off_archipelago_s1_B	archipelago	1	B	masteroff_off	US	masteroff_off	Core destroyed	450	0	1250	1490
par_off_archipelago_s2_A	archipelago	2	A	par_off	OPP	opp_off	Core destroyed	147	0	880	580
par_twin_archipelago_s2_A	archipelago	2	A	par_twin	OPP	opp_off	Core destroyed	147	0	880	580
v538_off_archipelago_s2_A	archipelago	2	A	v538_off	OPP	opp_off	Core destroyed	447	0	2330	2270
flagoff_off_archipelago_s2_A	archipelago	2	A	flagoff_off	OPP	opp_off	Core destroyed	147	0	880	580
masteroff_off_archipelago_s2_A	archipelago	2	A	masteroff_off	OPP	opp_off	Core destroyed	147	0	880	580
par_off_archipelago_s2_B	archipelago	2	B	par_off	US	par_off	Core destroyed	450	0	1250	1490
par_twin_archipelago_s2_B	archipelago	2	B	par_twin	US	par_twin	Core destroyed	450	0	1250	1490
v538_off_archipelago_s2_B	archipelago	2	B	v538_off	US	v538_off	Core destroyed	311	0	980	800
flagoff_off_archipelago_s2_B	archipelago	2	B	flagoff_off	US	flagoff_off	Core destroyed	450	0	1250	1490
masteroff_off_archipelago_s2_B	archipelago	2	B	masteroff_off	US	masteroff_off	Core destroyed	450	0	1250	1490
par_off_archipelago_s3_A	archipelago	3	A	par_off	OPP	opp_off	Core destroyed	147	0	880	580
par_twin_archipelago_s3_A	archipelago	3	A	par_twin	OPP	opp_off	Core destroyed	147	0	880	580
v538_off_archipelago_s3_A	archipelago	3	A	v538_off	OPP	opp_off	Core destroyed	447	0	2330	2270
flagoff_off_archipelago_s3_A	archipelago	3	A	flagoff_off	OPP	opp_off	Core destroyed	147	0	880	580
masteroff_off_archipelago_s3_A	archipelago	3	A	masteroff_off	OPP	opp_off	Core destroyed	147	0	880	580
par_off_archipelago_s3_B	archipelago	3	B	par_off	US	par_off	Core destroyed	450	0	1250	1490
par_twin_archipelago_s3_B	archipelago	3	B	par_twin	US	par_twin	Core destroyed	450	0	1250	1490
v538_off_archipelago_s3_B	archipelago	3	B	v538_off	US	v538_off	Core destroyed	311	0	980	800
flagoff_off_archipelago_s3_B	archipelago	3	B	flagoff_off	US	flagoff_off	Core destroyed	450	0	1250	1490
masteroff_off_archipelago_s3_B	archipelago	3	B	masteroff_off	US	masteroff_off	Core destroyed	450	0	1250	1490
par_off_archipelago_s4_A	archipelago	4	A	par_off	OPP	opp_off	Core destroyed	147	0	880	580
par_twin_archipelago_s4_A	archipelago	4	A	par_twin	OPP	opp_off	Core destroyed	147	0	880	580
