tag	map	seed	seat	arm	ours	winner	cond	turn	tracebacks	ours_mined	opp_mined
v526_atoll_s7_A	atoll	7	A	v526	US	inst_v526	Titanium collected (tiebreak)	1000	0	2320	190
parent_atoll_s7_A	atoll	7	A	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	4970	9720
v526_atoll_s7_B	atoll	7	B	v526	OPP	_v488beltbreak2	Core destroyed	230	0	1030	1080
parent_atoll_s7_B	atoll	7	B	parent	OPP	_v488beltbreak2	Core destroyed	325	0	2120	1650
v526_atoll_s8_A	atoll	8	A	v526	US	inst_v526	Core destroyed	157	0	1030	40
parent_atoll_s8_A	atoll	8	A	parent	OPP	_v488beltbreak2	Core destroyed	253	0	1340	1230
v526_atoll_s8_B	atoll	8	B	v526	OPP	_v488beltbreak2	Core destroyed	241	0	800	970
parent_atoll_s8_B	atoll	8	B	parent	OPP	_v488beltbreak2	Core destroyed	386	0	1090	1170
v526_atoll_s9_A	atoll	9	A	v526	OPP	_v488beltbreak2	Core destroyed	625	0	3080	1610
parent_atoll_s9_A	atoll	9	A	parent	US	inst_parent	Core destroyed	139	0	660	250
v526_atoll_s9_B	atoll	9	B	v526	OPP	_v488beltbreak2	Harvesters (tiebreak)	1000	0	4960	4960
parent_atoll_s9_B	atoll	9	B	parent	US	inst_parent	Core destroyed	114	0	430	160
v526_atoll_s10_A	atoll	10	A	v526	US	inst_v526	Core destroyed	228	0	1110	100
parent_atoll_s10_A	atoll	10	A	parent	OPP	_v488beltbreak2	Core destroyed	461	0	1260	2250
v526_atoll_s10_B	atoll	10	B	v526	OPP	_v488beltbreak2	Core destroyed	273	0	1320	2680
parent_atoll_s10_B	atoll	10	B	parent	US	inst_parent	Core destroyed	278	0	1410	880
v526_atoll_s11_A	atoll	11	A	v526	US	inst_v526	Core destroyed	260	0	1270	200
parent_atoll_s11_A	atoll	11	A	parent	US	inst_parent	Core destroyed	886	0	4400	4390
v526_atoll_s11_B	atoll	11	B	v526	OPP	_v488beltbreak2	Core destroyed	313	0	370	480
parent_atoll_s11_B	atoll	11	B	parent	US	inst_parent	Core destroyed	238	0	1100	2100
v526_atoll_s12_A	atoll	12	A	v526	OPP	_v488beltbreak2	Core destroyed	656	0	3500	3240
parent_atoll_s12_A	atoll	12	A	parent	OPP	_v488beltbreak2	Titanium collected (tiebreak)	1000	0	2610	2790
